사고다발지FID,사고다발지ID,법정동코드,지점코드,시도시군구명,지점명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
143686,2013097,4519011600,45190001,전라북도 남원시1,전라북도 남원시 도통동(영진약국 부근),3,5,0,0,5,0,127.3982105,35.41803015,"{""type"":""Polygon"",""coordinates"":[[[127.3997677,35.4193048],[127.399434,35.419529],[127.3990532,35.4196956],[127.3986401,35.4197982],[127.3982105,35.4198328],[127.3977809,35.4197982],[127.3973678,35.4196956],[127.3969871,35.419529],[127.3966534,35.4193048],[127.3963795,35.4190316],[127.396176,35.41872],[127.3960507,35.4183818],[127.3960084,35.4180301],[127.3960507,35.4176785],[127.396176,35.4173403],[127.3963795,35.4170286],[127.3966534,35.4167555],[127.3969871,35.4165313],[127.3973678,35.4163647],[127.3977809,35.4162621],[127.3982105,35.4162275],[127.3986401,35.4162621],[127.3990532,35.4163647],[127.3994339,35.4165313],[127.3997676,35.4167555],[127.4000415,35.4170286],[127.400245,35.4173403],[127.4003703,35.4176785],[127.4004126,35.4180301],[127.4003703,35.4183818],[127.400245,35.41872],[127.4000415,35.4190316],[127.3997677,35.4193048]]]}"
143687,2013097,4521010200,45210001,전라북도 김제시1,전라북도 김제시 신풍동(남도갈비 부근),3,3,0,1,2,0,126.8960505,35.8041786,"{""type"":""Polygon"",""coordinates"":[[[126.8976152,35.8054532],[126.8972799,35.8056773],[126.8968973,35.8058439],[126.8964822,35.8059465],[126.8960505,35.8059811],[126.8956189,35.8059465],[126.8952038,35.8058439],[126.8948212,35.8056773],[126.8944859,35.8054532],[126.8942107,35.80518],[126.8940062,35.8048684],[126.8938803,35.8045302],[126.8938378,35.8041786],[126.8938803,35.8038269],[126.8940063,35.8034888],[126.8942108,35.8031772],[126.8944859,35.802904],[126.8948212,35.8026798],[126.8952038,35.8025133],[126.8956189,35.8024107],[126.8960505,35.8023761],[126.8964822,35.8024107],[126.8968973,35.8025133],[126.8972799,35.8026798],[126.8976152,35.802904],[126.8978903,35.8031772],[126.8980948,35.8034888],[126.8982208,35.8038269],[126.8982633,35.8041786],[126.8982208,35.8045302],[126.8980949,35.8048684],[126.8978904,35.80518],[126.8976152,35.8054532]]]}"
138570,2013097,4521010200,45210002,전라북도 김제시2,전라북도 김제시 신풍동(터미널사거리 부근),3,5,0,2,3,0,126.8907015,35.80184725,"{""type"":""Polygon"",""coordinates"":[[[126.8922662,35.8031218],[126.8919309,35.803346],[126.8915483,35.8035126],[126.8911332,35.8036151],[126.8907015,35.8036498],[126.8902699,35.8036151],[126.8898548,35.8035126],[126.8894722,35.803346],[126.8891369,35.8031218],[126.8888618,35.8028487],[126.8886573,35.802537],[126.8885314,35.8021989],[126.8884889,35.8018472],[126.8885314,35.8014956],[126.8886573,35.8011574],[126.8888618,35.8008458],[126.889137,35.8005727],[126.8894723,35.8003485],[126.8898548,35.8001819],[126.8902699,35.8000794],[126.8907015,35.8000447],[126.8911332,35.8000794],[126.8915483,35.8001819],[126.8919308,35.8003485],[126.8922661,35.8005727],[126.8925413,35.8008458],[126.8927458,35.8011574],[126.8928717,35.8014956],[126.8929142,35.8018472],[126.8928717,35.8021989],[126.8927458,35.802537],[126.8925413,35.8028487],[126.8922662,35.8031218]]]}"
143688,2013097,4611010300,46110001,전라남도 목포시1,전라남도 목포시 연산동((국제열쇠) 부근),3,3,0,1,1,1,126.3878909,34.81067706,"{""type"":""Polygon"",""coordinates"":[[[126.3894365,34.8119518],[126.3891053,34.812176],[126.3887274,34.8123426],[126.3883173,34.8124452],[126.3878909,34.8124799],[126.3874645,34.8124452],[126.3870544,34.8123426],[126.3866765,34.812176],[126.3863452,34.8119518],[126.3860734,34.8116786],[126.3858714,34.8113669],[126.385747,34.8110288],[126.3857051,34.810677],[126.3857471,34.8103253],[126.3858715,34.8099871],[126.3860735,34.8096754],[126.3863453,34.8094023],[126.3866765,34.8091781],[126.3870544,34.8090115],[126.3874645,34.8089089],[126.3878909,34.8088742],[126.3883173,34.8089089],[126.3887274,34.8090115],[126.3891053,34.8091781],[126.3894365,34.8094023],[126.3897083,34.8096754],[126.3899103,34.8099871],[126.3900347,34.8103253],[126.3900767,34.810677],[126.3900347,34.8110288],[126.3899104,34.8113669],[126.3897084,34.8116786],[126.3894365,34.8119518]]]}"
143689,2013097,4611011800,46110002,전라남도 목포시2,전라남도 목포시 동명동((아라문구사) 부근),3,3,0,3,0,0,126.4069499,34.80402708,"{""type"":""Polygon"",""coordinates"":[[[126.4084954,34.8053019],[126.4081642,34.8055261],[126.4077863,34.8056927],[126.4073763,34.8057953],[126.4069499,34.8058299],[126.4065235,34.8057953],[126.4061135,34.8056927],[126.4057356,34.8055261],[126.4054044,34.8053019],[126.4051325,34.8050287],[126.4049306,34.804717],[126.4048062,34.8043788],[126.4047642,34.8040271],[126.4048062,34.8036754],[126.4049306,34.8033372],[126.4051326,34.8030255],[126.4054044,34.8027523],[126.4057356,34.8025281],[126.4061135,34.8023615],[126.4065235,34.8022589],[126.4069499,34.8022243],[126.4073763,34.8022589],[126.4077863,34.8023615],[126.4081642,34.8025281],[126.4084954,34.8027523],[126.4087672,34.8030255],[126.4089692,34.8033372],[126.4090935,34.8036754],[126.4091356,34.8040271],[126.4090936,34.8043788],[126.4089692,34.804717],[126.4087672,34.8050287],[126.4084954,34.8053019]]]}"
140490,2013097,4611015800,46110003,전라남도 목포시3,전라남도 목포시 상동((하당새싹1길비파나무3길) 부근),4,4,0,3,0,1,126.4203973,34.80625324,"{""type"":""Polygon"",""coordinates"":[[[126.4219429,34.807528],[126.4216116,34.8077522],[126.4212337,34.8079188],[126.4208237,34.8080214],[126.4203973,34.8080561],[126.4199709,34.8080214],[126.4195608,34.8079188],[126.4191829,34.8077522],[126.4188517,34.807528],[126.4185799,34.8072548],[126.4183779,34.8069431],[126.4182536,34.8066049],[126.4182116,34.8062532],[126.4182536,34.8059015],[126.418378,34.8055633],[126.4185799,34.8052516],[126.4188518,34.8049784],[126.419183,34.8047542],[126.4195609,34.8045876],[126.4199709,34.8044851],[126.4203973,34.8044504],[126.4208237,34.8044851],[126.4212337,34.8045876],[126.4216116,34.8047542],[126.4219428,34.8049784],[126.4222146,34.8052516],[126.4224166,34.8055633],[126.422541,34.8059015],[126.422583,34.8062532],[126.422541,34.8066049],[126.4224167,34.8069431],[126.4222147,34.8072548],[126.4219429,34.807528]]]}"
143690,2013097,4613011900,46130001,전라남도 여수시1,전라남도 여수시 여서동(부영아파트 부근),3,3,0,0,3,0,127.7025205,34.74913965,"{""type"":""Polygon"",""coordinates"":[[[127.704065,34.7504144],[127.703734,34.7506386],[127.7033564,34.7508053],[127.7029466,34.7509078],[127.7025205,34.7509425],[127.7020944,34.7509078],[127.7016846,34.7508053],[127.701307,34.7506386],[127.700976,34.7504144],[127.7007044,34.7501412],[127.7005025,34.7498295],[127.7003782,34.7494913],[127.7003363,34.7491396],[127.7003782,34.7487879],[127.7005026,34.7484497],[127.7007044,34.748138],[127.700976,34.7478648],[127.701307,34.7476406],[127.7016846,34.747474],[127.7020944,34.7473714],[127.7025205,34.7473368],[127.7029466,34.7473714],[127.7033563,34.747474],[127.703734,34.7476406],[127.7040649,34.7478648],[127.7043366,34.748138],[127.7045384,34.7484497],[127.7046627,34.7487879],[127.7047047,34.7491396],[127.7046627,34.7494913],[127.7045385,34.7498295],[127.7043366,34.7501412],[127.704065,34.7504144]]]}"
138647,2013097,4613013300,46130002,전라남도 여수시2,전라남도 여수시 신기동(시전삼거리 부근),3,3,0,0,3,0,127.6741669,34.76151232,"{""type"":""Polygon"",""coordinates"":[[[127.6757116,34.7627871],[127.6753806,34.7630113],[127.6750029,34.7631779],[127.6745931,34.7632805],[127.6741669,34.7633152],[127.6737407,34.7632805],[127.6733309,34.7631779],[127.6729532,34.7630113],[127.6726222,34.7627871],[127.6723505,34.7625139],[127.6721486,34.7622022],[127.6720243,34.761864],[127.6719823,34.7615123],[127.6720243,34.7611606],[127.6721487,34.7608224],[127.6723505,34.7605107],[127.6726222,34.7602375],[127.6729532,34.7600133],[127.6733309,34.7598467],[127.6737407,34.7597441],[127.6741669,34.7597095],[127.6745931,34.7597441],[127.6750029,34.7598467],[127.6753805,34.7600133],[127.6757116,34.7602375],[127.6759833,34.7605107],[127.6761851,34.7608224],[127.6763095,34.7611606],[127.6763514,34.7615123],[127.6763095,34.761864],[127.6761852,34.7622022],[127.6759833,34.7625139],[127.6757116,34.7627871]]]}"
138485,2013097,4613010800,46130003,전라남도 여수시3,전라남도 여수시 교동(LG 거명통신 부근),3,3,0,1,1,1,127.7329963,34.74137644,"{""type"":""Polygon"",""coordinates"":[[[127.7345407,34.7426512],[127.7342097,34.7428754],[127.7338321,34.7430421],[127.7334224,34.7431446],[127.7329963,34.7431793],[127.7325702,34.7431446],[127.7321605,34.7430421],[127.7317829,34.7428754],[127.731452,34.7426512],[127.7311804,34.742378],[127.7309785,34.7420663],[127.7308543,34.7417281],[127.7308123,34.7413764],[127.7308543,34.7410247],[127.7309786,34.7406865],[127.7311804,34.7403748],[127.731452,34.7401016],[127.731783,34.7398774],[127.7321606,34.7397108],[127.7325703,34.7396082],[127.7329963,34.7395736],[127.7334224,34.7396082],[127.7338321,34.7397108],[127.7342097,34.7398774],[127.7345406,34.7401016],[127.7348122,34.7403748],[127.7350141,34.7406865],[127.7351384,34.7410247],[127.7351803,34.7413764],[127.7351384,34.7417281],[127.7350141,34.7420663],[127.7348123,34.742378],[127.7345407,34.7426512]]]}"
143691,2013097,4613013700,46130004,전라남도 여수시4,전라남도 여수시 화장동(홍익예능유치원 부근),4,4,0,1,2,1,127.6473836,34.77250391,"{""type"":""Polygon"",""coordinates"":[[[127.6489285,34.7737787],[127.6485974,34.7740029],[127.6482197,34.7741695],[127.6478098,34.7742721],[127.6473836,34.7743067],[127.6469573,34.7742721],[127.6465475,34.7741695],[127.6461697,34.7740029],[127.6458386,34.7737787],[127.6455669,34.7735055],[127.645365,34.7731938],[127.6452407,34.7728556],[127.6451987,34.7725039],[127.6452407,34.7721522],[127.6453651,34.771814],[127.645567,34.7715023],[127.6458387,34.7712291],[127.6461698,34.7710049],[127.6465475,34.7708383],[127.6469573,34.7707357],[127.6473836,34.7707011],[127.6478098,34.7707357],[127.6482197,34.7708383],[127.6485974,34.7710049],[127.6489285,34.7712291],[127.6492002,34.7715023],[127.6494021,34.771814],[127.6495264,34.7721522],[127.6495684,34.7725039],[127.6495264,34.7728556],[127.6494021,34.7731938],[127.6492002,34.7735055],[127.6489285,34.7737787]]]}"
143692,2013097,4615011400,46150001,전라남도 순천시1,전라남도 순천시 연향동(한소아과의원앞 부근),3,3,0,0,3,0,127.5271606,34.94669042,"{""type"":""Polygon"",""coordinates"":[[[127.5287088,34.9479652],[127.5283771,34.9481894],[127.5279985,34.948356],[127.5275878,34.9484586],[127.5271606,34.9484932],[127.5267335,34.9484586],[127.5263228,34.948356],[127.5259442,34.9481894],[127.5256125,34.9479652],[127.5253402,34.947692],[127.5251378,34.9473803],[127.5250133,34.9470421],[127.5249712,34.9466904],[127.5250133,34.9463387],[127.5251379,34.9460005],[127.5253402,34.9456888],[127.5256125,34.9454157],[127.5259443,34.9451915],[127.5263228,34.9450249],[127.5267335,34.9449223],[127.5271606,34.9448876],[127.5275878,34.9449223],[127.5279985,34.9450249],[127.528377,34.9451915],[127.5287088,34.9454157],[127.5289811,34.9456888],[127.5291834,34.9460005],[127.529308,34.9463387],[127.5293501,34.9466904],[127.529308,34.9470421],[127.5291835,34.9473803],[127.5289811,34.947692],[127.5287088,34.9479652]]]}"
140494,2013097,4615011400,46150002,전라남도 순천시2,전라남도 순천시 연향동(대우아파트 부근),3,3,0,0,3,0,127.5201429,34.94803898,"{""type"":""Polygon"",""coordinates"":[[[127.5216911,34.9493137],[127.5213593,34.9495379],[127.5209808,34.9497045],[127.52057,34.9498071],[127.5201429,34.9498418],[127.5197157,34.9498071],[127.519305,34.9497045],[127.5189265,34.9495379],[127.5185947,34.9493137],[127.5183224,34.9490405],[127.5181201,34.9487289],[127.5179955,34.9483907],[127.5179534,34.948039],[127.5179955,34.9476873],[127.5181201,34.9473491],[127.5183224,34.9470374],[127.5185947,34.9467642],[127.5189265,34.94654],[127.519305,34.9463734],[127.5197158,34.9462708],[127.5201429,34.9462362],[127.52057,34.9462708],[127.5209808,34.9463734],[127.5213593,34.94654],[127.5216911,34.9467642],[127.5219634,34.9470374],[127.5221657,34.9473491],[127.5222903,34.9476873],[127.5223324,34.948039],[127.5222903,34.9483907],[127.5221657,34.9487289],[127.5219634,34.9490405],[127.5216911,34.9493137]]]}"
140492,2013097,4615031000,46150003,전라남도 순천시3,전라남도 순천시 해룡면(인삼당온누리약국사거리 부근),5,6,0,4,2,0,127.5316426,34.94707541,"{""type"":""Polygon"",""coordinates"":[[[127.5331908,34.9483502],[127.532859,34.9485744],[127.5324805,34.948741],[127.5320698,34.9488436],[127.5316426,34.9488782],[127.5312155,34.9488436],[127.5308047,34.948741],[127.5304262,34.9485744],[127.5300944,34.9483502],[127.5298221,34.948077],[127.5296198,34.9477653],[127.5294952,34.9474271],[127.5294532,34.9470754],[127.5294953,34.9467237],[127.5296199,34.9463855],[127.5298222,34.9460738],[127.5300945,34.9458006],[127.5304263,34.9455764],[127.5308048,34.9454099],[127.5312155,34.9453073],[127.5316426,34.9452726],[127.5320698,34.9453073],[127.5324805,34.9454099],[127.532859,34.9455764],[127.5331908,34.9458006],[127.5334631,34.9460738],[127.5336654,34.9463855],[127.53379,34.9467237],[127.5338321,34.9470754],[127.53379,34.9474271],[127.5336654,34.9477653],[127.5334631,34.948077],[127.5331908,34.9483502]]]}"
143693,2013097,4617011200,46170001,전라남도 나주시1,전라남도 나주시 남내동(러브러브 부근),4,5,0,1,4,0,126.7200036,35.03189147,"{""type"":""Polygon"",""coordinates"":[[[126.7215534,35.0331662],[126.7212213,35.0333904],[126.7208423,35.033557],[126.7204312,35.0336596],[126.7200036,35.0336942],[126.719576,35.0336596],[126.7191648,35.033557],[126.7187859,35.0333904],[126.7184538,35.0331662],[126.7181812,35.032893],[126.7179787,35.0325813],[126.717854,35.0322432],[126.7178119,35.0318915],[126.717854,35.0315398],[126.7179787,35.0312016],[126.7181813,35.0308899],[126.7184538,35.0306167],[126.718786,35.0303925],[126.7191649,35.0302259],[126.719576,35.0301234],[126.7200036,35.0300887],[126.7204312,35.0301234],[126.7208423,35.0302259],[126.7212212,35.0303925],[126.7215533,35.0306167],[126.7218259,35.0308899],[126.7220285,35.0312016],[126.7221532,35.0315398],[126.7221953,35.0318915],[126.7221532,35.0322432],[126.7220285,35.0325813],[126.721826,35.032893],[126.7215534,35.0331662]]]}"
143695,2013097,4623010600,46230001,전라남도 광양시1,전라남도 광양시 중동(성호2차 부근),3,3,0,0,3,0,127.6929364,34.93214023,"{""type"":""Polygon"",""coordinates"":[[[127.6944843,34.933415],[127.6941526,34.9336392],[127.6937741,34.9338058],[127.6933635,34.9339084],[127.6929364,34.933943],[127.6925093,34.9339084],[127.6920987,34.9338058],[127.6917202,34.9336392],[127.6913885,34.933415],[127.6911162,34.9331418],[127.690914,34.9328301],[127.6907894,34.9324919],[127.6907473,34.9321402],[127.6907894,34.9317885],[127.690914,34.9314503],[127.6911163,34.9311386],[127.6913885,34.9308655],[127.6917202,34.9306413],[127.6920987,34.9304747],[127.6925093,34.9303721],[127.6929364,34.9303374],[127.6933635,34.9303721],[127.6937741,34.9304747],[127.6941526,34.9306413],[127.6944843,34.9308655],[127.6947565,34.9311386],[127.6949588,34.9314503],[127.6950834,34.9317885],[127.6951255,34.9321402],[127.6950834,34.9324919],[127.6949588,34.9328301],[127.6947566,34.9331418],[127.6944843,34.933415]]]}"
143694,2013097,4623010600,46230002,전라남도 광양시2,전라남도 광양시 중동(미가도 부근),3,3,0,0,3,0,127.6919216,34.93762426,"{""type"":""Polygon"",""coordinates"":[[[127.6934697,34.938899],[127.6931379,34.9391232],[127.6927594,34.9392898],[127.6923487,34.9393924],[127.6919216,34.939427],[127.6914945,34.9393924],[127.6910839,34.9392898],[127.6907054,34.9391232],[127.6903736,34.938899],[127.6901014,34.9386258],[127.6898991,34.9383141],[127.6897745,34.9379759],[127.6897324,34.9376242],[127.6897745,34.9372725],[127.6898991,34.9369343],[127.6901014,34.9366227],[127.6903737,34.9363495],[127.6907054,34.9361253],[127.6910839,34.9359587],[127.6914946,34.9358561],[127.6919216,34.9358215],[127.6923487,34.9358561],[127.6927594,34.9359587],[127.6931379,34.9361253],[127.6934696,34.9363495],[127.6937419,34.9366227],[127.6939442,34.9369343],[127.6940688,34.9372725],[127.6941108,34.9376242],[127.6940688,34.9379759],[127.6939442,34.9383141],[127.6937419,34.9386258],[127.6934697,34.938899]]]}"
143696,2013097,4623010600,46230003,전라남도 광양시3,전라남도 광양시 중동(태영아파트 부근),3,3,0,1,2,0,127.6959974,34.93477566,"{""type"":""Polygon"",""coordinates"":[[[127.6975453,34.9360504],[127.6972136,34.9362746],[127.6968351,34.9364412],[127.6964244,34.9365438],[127.6959974,34.9365784],[127.6955703,34.9365438],[127.6951596,34.9364412],[127.6947811,34.9362746],[127.6944494,34.9360504],[127.6941771,34.9357772],[127.6939748,34.9354655],[127.6938503,34.9351273],[127.6938082,34.9347756],[127.6938503,34.9344239],[127.6939749,34.9340857],[127.6941772,34.9337741],[127.6944494,34.9335009],[127.6947812,34.9332767],[127.6951596,34.9331101],[127.6955703,34.9330075],[127.6959974,34.9329729],[127.6964244,34.9330075],[127.6968351,34.9331101],[127.6972135,34.9332767],[127.6975453,34.9335009],[127.6978175,34.9337741],[127.6980198,34.9340857],[127.6981444,34.9344239],[127.6981865,34.9347756],[127.6981444,34.9351273],[127.6980199,34.9354655],[127.6978176,34.9357772],[127.6975453,34.9360504]]]}"
144001,2013097,4679025030,46790001,전라남도 화순군1,전라남도 화순군 화순읍(백설공주 부근),3,3,0,0,2,1,126.9917763,35.06113978,"{""type"":""Polygon"",""coordinates"":[[[126.9933266,35.0624145],[126.9929944,35.0626387],[126.9926153,35.0628053],[126.992204,35.0629079],[126.9917763,35.0629425],[126.9913485,35.0629079],[126.9909372,35.0628053],[126.9905582,35.0626387],[126.9902259,35.0624145],[126.9899533,35.0621413],[126.9897507,35.0618296],[126.9896259,35.0614915],[126.9895838,35.0611398],[126.9896259,35.0607881],[126.9897507,35.0604499],[126.9899533,35.0601382],[126.990226,35.059865],[126.9905582,35.0596408],[126.9909373,35.0594742],[126.9913486,35.0593717],[126.9917763,35.059337],[126.992204,35.0593717],[126.9926153,35.0594742],[126.9929943,35.0596408],[126.9933266,35.059865],[126.9935993,35.0601382],[126.9938019,35.0604499],[126.9939266,35.0607881],[126.9939688,35.0611398],[126.9939267,35.0614915],[126.9938019,35.0618296],[126.9935993,35.0621413],[126.9933266,35.0624145]]]}"
144002,2013097,4711312200,47113001,경상북도 포항시 북구1,경상북도 포항시 북구 양덕동( ),3,3,0,1,1,1,129.4028124,36.08243431,"{""type"":""Polygon"",""coordinates"":[[[129.4043826,36.0837088],[129.4040461,36.083933],[129.4036622,36.0840995],[129.4032456,36.0842021],[129.4028124,36.0842368],[129.4023792,36.0842021],[129.4019626,36.0840995],[129.4015787,36.083933],[129.4012423,36.0837088],[129.4009661,36.0834357],[129.4007609,36.0831241],[129.4006346,36.0827859],[129.4005919,36.0824343],[129.4006346,36.0820827],[129.400761,36.0817445],[129.4009662,36.0814329],[129.4012423,36.0811598],[129.4015788,36.0809356],[129.4019627,36.0807691],[129.4023792,36.0806665],[129.4028124,36.0806319],[129.4032456,36.0806665],[129.4036621,36.0807691],[129.404046,36.0809356],[129.4043825,36.0811598],[129.4046587,36.0814329],[129.4048639,36.0817445],[129.4049902,36.0820827],[129.4050329,36.0824343],[129.4049903,36.0827859],[129.4048639,36.0831241],[129.4046587,36.0834357],[129.4043826,36.0837088]]]}"
138568,2013097,4711311900,47113002,경상북도 포항시 북구2,경상북도 포항시 북구 창포동(산여울서예원 부근),3,3,0,2,1,0,129.3675906,36.06335048,"{""type"":""Polygon"",""coordinates"":[[[129.3691604,36.064625],[129.368824,36.0648492],[129.3684402,36.0650157],[129.3680237,36.0651183],[129.3675906,36.0651529],[129.3671575,36.0651183],[129.3667411,36.0650157],[129.3663572,36.0648492],[129.3660208,36.064625],[129.3657448,36.0643519],[129.3655396,36.0640402],[129.3654133,36.0637021],[129.3653707,36.0633505],[129.3654133,36.0629988],[129.3655397,36.0626607],[129.3657448,36.0623491],[129.3660209,36.0620759],[129.3663573,36.0618518],[129.3667411,36.0616852],[129.3671575,36.0615827],[129.3675906,36.061548],[129.3680237,36.0615827],[129.3684401,36.0616852],[129.3688239,36.0618518],[129.3691603,36.0620759],[129.3694364,36.0623491],[129.3696416,36.0626607],[129.3697679,36.0629988],[129.3698106,36.0633505],[129.3697679,36.0637021],[129.3696416,36.0640402],[129.3694365,36.0643519],[129.3691604,36.064625]]]}"
144004,2013097,4717012400,47170001,경상북도 안동시1,경상북도 안동시 목성동(안동만물 부근),3,3,0,2,1,0,128.727052,36.56671121,"{""type"":""Polygon"",""coordinates"":[[[128.7286319,36.5679856],[128.7282933,36.5682098],[128.727907,36.5683763],[128.7274879,36.5684789],[128.727052,36.5685135],[128.7266161,36.5684789],[128.7261969,36.5683763],[128.7258107,36.5682098],[128.7254721,36.5679856],[128.7251942,36.5677125],[128.7249878,36.5674009],[128.7248606,36.5670628],[128.7248177,36.5667112],[128.7248606,36.5663596],[128.7249878,36.5660215],[128.7251943,36.5657099],[128.7254721,36.5654368],[128.7258107,36.5652127],[128.726197,36.5650461],[128.7266161,36.5649435],[128.727052,36.5649089],[128.7274879,36.5649435],[128.727907,36.5650461],[128.7282933,36.5652127],[128.7286318,36.5654368],[128.7289097,36.5657099],[128.7291162,36.5660215],[128.7292433,36.5663596],[128.7292863,36.5667112],[128.7292434,36.5670628],[128.7291162,36.5674009],[128.7289098,36.5677125],[128.7286319,36.5679856]]]}"
144005,2013097,4719012200,47190001,경상북도 구미시1,경상북도 구미시 인의동(대현목재합판 부근),3,3,0,1,2,0,128.425435,36.11092145,"{""type"":""Polygon"",""coordinates"":[[[128.4270057,36.112196],[128.4266691,36.1124201],[128.4262851,36.1125867],[128.4258684,36.1126893],[128.425435,36.1127239],[128.4250017,36.1126893],[128.4245849,36.1125867],[128.4242009,36.1124201],[128.4238643,36.112196],[128.4235881,36.1119228],[128.4233828,36.1116112],[128.4232564,36.1112731],[128.4232137,36.1109214],[128.4232564,36.1105698],[128.4233828,36.1102317],[128.4235881,36.1099201],[128.4238643,36.1096469],[128.424201,36.1094228],[128.424585,36.1092562],[128.4250017,36.1091537],[128.425435,36.109119],[128.4258684,36.1091537],[128.4262851,36.1092562],[128.4266691,36.1094228],[128.4270057,36.1096469],[128.4272819,36.1099201],[128.4274872,36.1102317],[128.4276136,36.1105698],[128.4276563,36.1109214],[128.4276137,36.1112731],[128.4274873,36.1116112],[128.427282,36.1119228],[128.4270057,36.112196]]]}"
144006,2013097,4719010900,47190002,경상북도 구미시2,경상북도 구미시 형곡동(풍림아파트 부근),3,3,0,1,2,0,128.3353262,36.11121279,"{""type"":""Polygon"",""coordinates"":[[[128.336897,36.1124873],[128.3365604,36.1127115],[128.3361763,36.112878],[128.3357596,36.1129806],[128.3353262,36.1130152],[128.3348929,36.1129806],[128.3344762,36.112878],[128.3340921,36.1127115],[128.3337555,36.1124873],[128.3334793,36.1122142],[128.333274,36.1119025],[128.3331476,36.1115644],[128.3331049,36.1112128],[128.3331476,36.1108611],[128.333274,36.110523],[128.3334793,36.1102114],[128.3337556,36.1099383],[128.3340922,36.1097141],[128.3344762,36.1095476],[128.3348929,36.109445],[128.3353262,36.1094104],[128.3357596,36.109445],[128.3361763,36.1095476],[128.3365603,36.1097141],[128.3368969,36.1099383],[128.3371732,36.1102114],[128.3373784,36.110523],[128.3375049,36.1108611],[128.3375476,36.1112128],[128.3375049,36.1115644],[128.3373785,36.1119025],[128.3371732,36.1122142],[128.336897,36.1124873]]]}"
140501,2013097,4719010300,47190003,경상북도 구미시3,경상북도 구미시 도량동(휴먼시아4단지아파트 부근),4,4,0,1,3,0,128.316916,36.14112597,"{""type"":""Polygon"",""coordinates"":[[[128.3184873,36.1424005],[128.3181506,36.1426246],[128.3177664,36.1427912],[128.3173495,36.1428938],[128.316916,36.1429284],[128.3164825,36.1428938],[128.3160656,36.1427912],[128.3156814,36.1426246],[128.3153447,36.1424005],[128.3150683,36.1421273],[128.314863,36.1418157],[128.3147365,36.1414776],[128.3146939,36.1411259],[128.3147366,36.1407743],[128.314863,36.1404362],[128.3150684,36.1401246],[128.3153447,36.1398514],[128.3156815,36.1396273],[128.3160656,36.1394607],[128.3164825,36.1393582],[128.316916,36.1393235],[128.3173495,36.1393582],[128.3177664,36.1394607],[128.3181505,36.1396273],[128.3184873,36.1398514],[128.3187636,36.1401246],[128.318969,36.1404362],[128.3190955,36.1407743],[128.3191382,36.1411259],[128.3190955,36.1414776],[128.318969,36.1418157],[128.3187637,36.1421273],[128.3184873,36.1424005]]]}"
138544,2013097,4719012200,47190004,경상북도 구미시4,경상북도 구미시 인의동(인동네거리 부근),4,4,0,2,2,0,128.4218067,36.10697535,"{""type"":""Polygon"",""coordinates"":[[[128.4233773,36.1082499],[128.4230407,36.108474],[128.4226567,36.1086406],[128.42224,36.1087432],[128.4218067,36.1087778],[128.4213734,36.1087432],[128.4209567,36.1086406],[128.4205726,36.108474],[128.420236,36.1082499],[128.4199598,36.1079767],[128.4197546,36.1076651],[128.4196282,36.107327],[128.4195855,36.1069753],[128.4196282,36.1066237],[128.4197546,36.1062856],[128.4199599,36.105974],[128.4202361,36.1057008],[128.4205727,36.1054767],[128.4209567,36.1053101],[128.4213734,36.1052075],[128.4218067,36.1051729],[128.42224,36.1052075],[128.4226567,36.1053101],[128.4230407,36.1054767],[128.4233773,36.1057008],[128.4236535,36.105974],[128.4238588,36.1062856],[128.4239852,36.1066237],[128.4240279,36.1069753],[128.4239852,36.107327],[128.4238588,36.1076651],[128.4236536,36.1079767],[128.4233773,36.1082499]]]}"
138598,2013097,4785025325,47850001,경상북도 칠곡군1,경상북도 칠곡군 북삼읍(동성상가빌라 부근),4,4,0,2,2,0,128.3499207,36.0694254,"{""type"":""Polygon"",""coordinates"":[[[128.3514905,36.0706999],[128.3511541,36.0709241],[128.3507703,36.0710906],[128.3503538,36.0711932],[128.3499207,36.0712278],[128.3494875,36.0711932],[128.349071,36.0710906],[128.3486872,36.0709241],[128.3483508,36.0706999],[128.3480747,36.0704268],[128.3478695,36.0701151],[128.3477432,36.069777],[128.3477005,36.0694254],[128.3477432,36.0690737],[128.3478695,36.0687356],[128.3480747,36.068424],[128.3483508,36.0681509],[128.3486872,36.0679267],[128.3490711,36.0677601],[128.3494875,36.0676576],[128.3499207,36.0676229],[128.3503538,36.0676576],[128.3507702,36.0677601],[128.3511541,36.0679267],[128.3514905,36.0681509],[128.3517666,36.068424],[128.3519718,36.0687356],[128.3520981,36.0690737],[128.3521408,36.0694254],[128.3520981,36.069777],[128.3519718,36.0701151],[128.3517666,36.0704268],[128.3514905,36.0706999]]]}"
