시설종류,대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자,제공기관코드,제공기관명
초등학교,경화초등학교,경상남도 창원시 진해구 경화로38번길 5,경상남도 창원시 진해구 경화동 1186,35.15742859,128.687501,경상남도 창원시,진해경찰서,Y,7,8,2021-09-30,6480000,경상남도
초등학교,동부초등학교,경상남도 창원시 진해구 석동로 27,경상남도 창원시 진해구 석동 169-3,35.15575329,128.7023728,경상남도 창원시,진해경찰서,Y,3,12,2021-09-30,6480000,경상남도
초등학교,석동초등학교,경상남도 창원시 진해구 석동로 85,경상남도 창원시 진해구 석동 634-1,35.15781333,128.7068943,경상남도 창원시,진해경찰서,Y,6,10,2021-09-30,6480000,경상남도
초등학교,장복초등학교,경상남도 창원시 진해구 진해대로728번길 21,경상남도 창원시 진해구 석동 674,35.1578579,128.6951509,경상남도 창원시,진해경찰서,Y,1,12,2021-09-30,6480000,경상남도
초등학교,덕산초등학교,경상남도 창원시 진해구 덕산로46번길 15,경상남도 창원시 진해구 자은동 863-1,35.1458786667,128.7052483933,경상남도 창원시,진해경찰서,Y,4,8,2021-09-30,6480000,경상남도
초등학교,자은초등학교,경상남도 창원시 진해구 자은로88번길 41,경상남도 창원시 진해구 자은동 396,35.1496558,128.7120946,경상남도 창원시,진해경찰서,Y,2,8,2021-09-30,6480000,경상남도
초등학교,풍호초등학교,경상남도 창원시 진해구 풍호로 80,경상남도 창원시 진해구 풍호동 83-107,35.1394350311,128.7105625,경상남도 창원시,진해경찰서,Y,2,27,2021-09-30,6480000,경상남도
초등학교,장천초등학교,경상남도 창원시 진해구 충장로 719,경상남도 창원시 진해구 장천동 119-35,35.12623701,128.7071693,경상남도 창원시,진해경찰서,Y,7,12,2021-09-30,6480000,경상남도
유치원,세화유치원,경상남도 창원시 마산회원구 양덕동14길 5,경상남도 창원시 마산회원구 양덕1동 46-40,35.231977,128.5867626,경상남도 창원시,마산동부경찰서,Y,3,7,2021-09-30,6480000,경상남도
유치원,비둘기동산유치원,경상남도 창원시 마산회원구 내서읍 호계본동로 54,경상남도 창원시 마산회원구 내서읍 호계리 517-3,35.2645829,128.5196988,경상남도 창원시,마산동부경찰서,Y,1,8,2021-09-30,6480000,경상남도
어린이집,대청어린이집,경상남도 김해시 대청로176번길 15,경상남도 김해시 대청동 299,35.19135054,128.7979537,경상남도 김해시,김해서부경찰서,Y,2,6,2021-09-30,6480000,경상남도
어린이집,율하자연어린이집,경상남도 김해시 관동로27번길 5-17,경상남도 김해시 관동동 356-15,35.17785463,128.8056691,경상남도 김해시,김해서부경찰서,Y,3,6,2021-09-30,6480000,경상남도
어린이집,서부어린이집,경상남도 김해시 전하로208번길 7-13,경상남도 김해시 전하동 515-3,35.2227278138,128.8707613665,경상남도 김해시,김해서부경찰서,Y,2,5,2021-09-30,6480000,경상남도
어린이집,아가페어린이집,경상남도 김해시 장유로316번길 22,경상남도 김해시 무계동 333-3,35.19816435,128.8133137,경상남도 김해시,김해서부경찰서,Y,1,7,2021-09-30,6480000,경상남도
어린이집,해피엔젤어린이집,경상남도 김해시 관동로27번길 53,경상남도 김해시 관동동 246-10,35.17818225,128.8114894,경상남도 김해시,김해서부경찰서,Y,2,7,2021-09-30,6480000,경상남도
초등학교,밀주초등학교,,경상남도 밀양시 가곡동 728-4,35.4774561618,128.7627927811,경상남도 밀양시,밀양경찰서,Y,2,,2021-09-30,6480000,경상남도
초등학교,밀성초등학교,,경상남도 밀양시 내이동 602-4,35.50217176,128.7512049,경상남도 밀양시,밀양경찰서,Y,2,,2021-09-30,6480000,경상남도
초등학교,수산초등학교,,경상남도 밀양시 하남읍 수산리 468,35.375829,128.711872,경상남도 밀양시,밀양경찰서,Y,2,,2021-09-30,6480000,경상남도
초등학교,송진초등학교,,경상남도 밀양시 삼랑진읍 송지리 413-1,35.3957079281,128.8368717772,경상남도 밀양시,밀양경찰서,Y,1,,2021-09-30,6480000,경상남도
초등학교,산외초등학교,,경상남도 밀양시 산외면 금천리 608-4,35.503616,128.796132,경상남도 밀양시,밀양경찰서,Y,1,,2021-09-30,6480000,경상남도
초등학교,상동초등학교,,경상남도 밀양시 상동면 금산리 876,35.555067,128.762165,경상남도 밀양시,밀양경찰서,Y,2,,2021-09-30,6480000,경상남도
초등학교,예림초등학교,,경상남도 밀양시 상남면 예림리 936,35.4681317682,128.7623089743,경상남도 밀양시,밀양경찰서,Y,2,,2021-09-30,6480000,경상남도
초등학교,밀양초등학교,,경상남도 밀양시 삼문동 3-5,35.4895221315,128.7551655557,경상남도 밀양시,밀양경찰서,Y,3,,2021-09-30,6480000,경상남도
초등학교,삼랑진초등학교,,경상남도 밀양시 삼문진읍 송지리 162-2,35.400751,128.841254,경상남도 밀양시,밀양경찰서,Y,2,,2021-09-30,6480000,경상남도
초등학교,숭진초등학교,,경상남도 밀양시 삼랑진읍 숭진리 600,35.45331857,128.8010859,경상남도 밀양시,밀양경찰서,Y,2,,2021-09-30,6480000,경상남도
초등학교,남명초등학교,경상남도 밀양시 산내면 남명리 1001,경상남도 밀양시,35.587793,128.953749,밀양경찰서,N,N,1,2017-09-30,2021-09-30,6480000,경상남도
초등학교,초동초등학교,경상남도 밀양시 초동면 신호리 16,경상남도 밀양시,35.411958,128.691692,밀양경찰서,Y,Y,1,2017-09-30,2021-09-30,6480000,경상남도
초등학교,산내초등학교,경상남도 밀양시 산내면 송백리 1315,경상남도 밀양시,35.585928,128.880491,밀양경찰서,Y,Y,1,2017-09-30,2021-09-30,6480000,경상남도
초등학교,산동초등학교,경상남도 밀양시 단장면 범도리 71,경상남도 밀양시,35.525258,128.912389,밀양경찰서,Y,Y,1,2017-09-30,2021-09-30,6480000,경상남도
초등학교,미리벌초등학교,,경상남도 밀양시 삼문동 589-1,35.47959654,128.7489037,경상남도 밀양시,밀양경찰서,Y,1,,2021-09-30,6480000,경상남도
초등학교,사포초등학교,경상남도 밀양시 부북면 전사포리 581,경상남도 밀양시,35.474649,128.733994,밀양경찰서,Y,Y,1,2017-09-30,2021-09-30,6480000,경상남도
초등학교,부북초등학교,경상남도 밀양시 부북면 운전리 323,경상남도 밀양시,35.514365,128.730048,밀양경찰서,Y,Y,1,2017-09-30,2021-09-30,6480000,경상남도
초등학교,무안초등학교,경상남도 밀양시 무안면 무안리 939,경상남도 밀양시,35.472218,128.651056,밀양경찰서,Y,Y,1,2017-09-30,2021-09-30,6480000,경상남도
초등학교,태룡초등학교,경상남도 밀양시 단장면 태룡리 419,경상남도 밀양시,35.513957,128.876192,밀양경찰서,Y,Y,1,2017-09-30,2021-09-30,6480000,경상남도
초등학교,상남초등학교,,경상남도 밀양시 상남면 동산리 713-3,35.3933823326,128.7771694059,경상남도 밀양시,밀양경찰서,Y,1,,2021-09-30,6480000,경상남도
초등학교,청도초등학교,경상남도 밀양시 청도면 두곡리60-2,경상남도 밀양시,35.587793,128.624303,밀양경찰서,Y,Y,1,2017-09-30,2021-09-30,6480000,경상남도
초등학교,월촌초등학교,경상남도 함안군군북면 월촌3길 27,경상남도 함안군군북면 월촌리 1214,35.29123051,128.3029414,경상남도 함안군청,함안경찰서,Y,5,4,2021-09-30,6480000,경상남도
초등학교,군북초등학교,경상남도 함안군군북면 덕대길 26-16,경상남도 함안군군북면 덕대리 17,35.25720817,128.3462073,경상남도 함안군청,함안경찰서,Y,3,4,2021-09-30,6480000,경상남도
초등학교,관동초등학교,경상남도 함안군법수면 장백로 675,경상남도 함안군법수면 강주리 408-2,35.32239847,128.3298685,경상남도 함안군청,함안경찰서,Y,1,4,2021-09-30,6480000,경상남도
유치원,함안유치원,경상남도 함안군가야읍 성내북길 58-7,경상남도 함안군가야읍 도항리 308,35.27669815,128.3997804,경상남도 함안군청,함안경찰서,Y,13,8,2021-09-30,6480000,경상남도
유치원,계창초등학교 병설유치원,경상남도 창녕군 계성면 계성장마로 399,,35.48503619,128.5085808,경상남도 창녕군청,창녕경찰서,Y,,,2021-09-30,6480000,경상남도
초등학교,함안초등학교,경상남도 함안군함안면 함안대로 97,경상남도 함안군함안면 북촌리 1004,35.2409619085,128.4208814518,경상남도 함안군청,함안경찰서,Y,7,4,2021-09-30,6480000,경상남도
초등학교,칠서초교이룡분교,경상남도 함안군칠서면 삼칠로 1335,경상남도 함안군칠서면 이룡리 900,35.38759744,128.5056414,경상남도 함안군청,함안경찰서,Y,1,7,2021-09-30,6480000,경상남도
초등학교,산인초등학교,경상남도 함안군산인면 송산로 136-20,경상남도 함안군산인면 내인리 204,35.28979443,128.4333867,경상남도 함안군청,함안경찰서,Y,3,10,2021-09-30,6480000,경상남도
초등학교,대산초등학교,경상남도 함안군대산면 중앙3길 8,경상남도 함안군대산면 구혜리 229,35.35163567,128.4311169,경상남도 함안군청,함안경찰서,Y,5,12,2021-09-30,6480000,경상남도
초등학교,칠북초등학교,경상남도 함안군칠북면 단내로 57,경상남도 함안군칠북면 검단리 980,35.3484564,128.5282519,경상남도 함안군청,함안경찰서,Y,1,6,2021-09-30,6480000,경상남도
초등학교,예곡초등학교,경상남도 함안군칠원읍 예곡2길 25,경상남도 함안군칠원읍 예곡리 433,35.27671728,128.5329078,경상남도 함안군청,함안경찰서,Y,1,3,2021-09-30,6480000,경상남도
초등학교,문암초등학교,경상남도 함안군칠원읍 모곡1길 2,경상남도 함안군칠원읍 모곡리 510,35.273178,128.457598,경상남도 함안군청,함안경찰서,Y,1,8,2021-09-30,6480000,경상남도
초등학교,호암초등학교,경상남도 함안군칠원읍 호암로 30,경상남도 함안군칠원읍 오곡리 97,35.27407054,128.5209713,경상남도 함안군청,함안경찰서,Y,11,7,2021-09-30,6480000,경상남도
초등학교,유원초등학교,경상남도 함안군칠원읍 유원길 37-1,경상남도 함안군칠원읍 유원리 374,35.29777059,128.4963155,경상남도 함안군청,함안경찰서,Y,10,6,2021-09-30,6480000,경상남도
초등학교,칠서초등학교,경상남도 함안군칠서면 청계2길 9,경상남도 함안군칠서면 청계리 729,35.33203628,128.4982886,경상남도 함안군청,함안경찰서,Y,4,7.5,2021-09-30,6480000,경상남도
초등학교,칠원초등학교,경상남도 함안군칠원읍 성내길 323,경상남도 함안군칠서면 구성리 730,35.3068139,128.5196254,경상남도 함안군청,함안경찰서,Y,4,5,2021-09-30,6480000,경상남도
초등학교,칠북초교이령분교,경상남도 함안군칠북면 온천로 63,경상남도 함안군칠북면 이령리 231-9,35.36639027,128.5393633,경상남도 함안군청,함안경찰서,Y,1,6,2021-09-30,6480000,경상남도
유치원,연화유치원,경상남도 창원시 마산회원구 회성동5길 6,경상남도 창원시 마산회원구 회성동 468-20,35.23270801,128.5653015634,경상남도 창원시,마산동부경찰서,Y,1,5,2021-09-30,6480000,경상남도
초등학교,광려초등학교,경상남도 창원시 마산회원구 내서읍 삼계1길 47,경상남도 창원시 마산회원구 내서읍 삼계리 40,35.22812113,128.503151,경상남도 창원시,마산동부경찰서,Y,6,8,2021-09-30,6480000,경상남도
유치원,명성유치원,경상남도 창원시 마산회원구 내서읍 삼풍로 93,경상남도 창원시 마산회원구 내서읍 삼계리 11,35.23398341,128.5013837,경상남도 창원시,마산동부경찰서,Y,3,9,2021-09-30,6480000,경상남도
초등학교,안계초등학교,경상남도 창원시 마산회원구 내서읍 삼계숲길 246,경상남도 창원시 마산회원구 내서읍 삼계리 503,35.2314203,128.4944476,경상남도 창원시,마산동부경찰서,Y,5,7,2021-09-30,6480000,경상남도
초등학교,호계초등학교,경상남도 창원시 마산회원구 내서읍 광려천북로 182,경상남도 창원시 마산회원구 내서읍 호계리 72-5,35.26562266,128.5228618,경상남도 창원시,마산동부경찰서,Y,5,6,2021-09-30,6480000,경상남도
초등학교,중앙초등학교,경상남도 창원시 마산회원구 팔용로 280,경상남도 창원시 마산회원구 구암2동 114-2,35.24832304,128.6025042,경상남도 창원시,마산동부경찰서,Y,7,16,2021-09-30,6480000,경상남도
초등학교,전안초등학교,경상남도 창원시 마산회원구 내서읍 광려로 100,경상남도 창원시 마산회원구 내서읍 신감리 1373,35.2179718,128.5020755,경상남도 창원시,마산동부경찰서,Y,4,7,2021-09-30,6480000,경상남도
어린이집,원계자연어린이집,경상남도 창원시 마산회원구 내서읍 원계증산길 46-34,경상남도 창원시 마산회원구 내서읍 원계리 497,35.2310285,128.5074374,경상남도 창원시,마산동부경찰서,Y,4,8,2021-09-30,6480000,경상남도
어린이집,꽃내음풀내음해돋이어린이집,경상남도 창원시 마산회원구 내서읍 광려로 183,경상남도 창원시 마산회원구 내서읍 신감리 1308-1,35.2124502,128.5078929,경상남도 창원시,마산동부경찰서,Y,2,8,2021-09-30,6480000,경상남도
유치원,그루터기어린이집,경상남도 창원시 마산회원구 내서읍 삼계로 175-30,경상남도 창원시 마산회원구 내서읍 삼계리 1048-1,35.2360528,128.4878961,경상남도 창원시,마산동부경찰서,Y,1,8,2021-09-30,6480000,경상남도
유치원,천사유치원,경상남도 창원시 마산회원구 구암서2길 110,경상남도 창원시 마산회원구 구암1동 10-47,35.2495781,128.5944968,경상남도 창원시,마산동부경찰서,Y,3,7,2021-09-30,6480000,경상남도
유치원,소명유치원,경상남도 창원시 마산회원구 소계천서길 113,경상남도 창원시 마산회원구 구암1동 1340-1,35.2591099,128.5954362,경상남도 창원시,마산동부경찰서,Y,4,6,2021-09-30,6480000,경상남도
유치원,성운유치원,경상남도 창원시 마산회원구 내서읍 함마대로 2694-93,경상남도 창원시 마산회원구 내서읍 중리 931-2,35.2538859,128.5082325,경상남도 창원시,마산동부경찰서,Y,1,18,2021-09-30,6480000,경상남도
유치원,숲속유치원,경상남도 창원시 마산회원구 내서읍 삼계숲길 225,경상남도 창원시 마산회원구 내서읍 삼계리 825,35.2301369,128.4943761,경상남도 창원시,마산동부경찰서,Y,4,7,2021-09-30,6480000,경상남도
유치원,삼계유치원,경상남도 창원시 마산회원구 내서읍 삼계로 127-11,경상남도 창원시 마산회원구 내서읍 삼계리 755,35.2328472,128.4911897,경상남도 창원시,마산동부경찰서,Y,2,8,2021-09-30,6480000,경상남도
유치원,유성유치원,경상남도 창원시 마산회원구 무학로 559,경상남도 창원시 마산회원구 회원2동 646-3,35.2178607,128.5603657,경상남도 창원시,마산동부경찰서,Y,2,6,2021-09-30,6480000,경상남도
유치원,새싹유치원,경상남도 창원시 마산회원구 합성서1길 94,경상남도 창원시 마산회원구 합성1동 84-5,35.2406344,128.5834854,경상남도 창원시,마산동부경찰서,Y,1,8,2021-09-30,6480000,경상남도
유치원,석화유치원,경상남도 창원시 마산회원구 구암반계길 24,경상남도 창원시 마산회원구 구암2동 1326,35.24960928,128.6040014,경상남도 창원시,마산동부경찰서,Y,2,7.5,2021-09-30,6480000,경상남도
유치원,죽왕초교병설유치원,강원도 고성군 죽왕면 송지호로 6,강원도 고성군 죽왕면 오호리 225,38.33033639,128.5224096,강원도 고성군청,고성경찰서,N,0,12,2021-10-20,4340000,강원도 고성군
초등학교,천진초등학교,강원도 고성군 토성면 천진1길 14,강원도 고성군 토성면 천진리 181,38.25743795,128.5570899,강원도 고성군청,고성경찰서,Y,4,10,2021-10-20,4340000,강원도 고성군
유치원,천진초등학교병설유치원,강원도 고성군 토성면 천진1길 14,강원도 고성군 토성면 천진리 181,38.25743795,128.5570899,강원도 고성군청,고성경찰서,N,0,10,2021-10-20,4340000,강원도 고성군
초등학교,거진초등학교,강원도 고성군 거진읍 자산길 19,강원도 고성군 거진읍 자산리 72,38.43847289,128.4448362,강원도 고성군청,고성경찰서,Y,2,20,2021-10-20,4340000,강원도 고성군
유치원,거진초등학교 병설유치원,강원도 고성군 거진읍 자산길 19,강원도 고성군 거진읍 자산리 72,38.43847289,128.4448362,강원도 고성군청,고성경찰서,Y,2,20,2021-10-20,4340000,강원도 고성군
초등학교,아야진초등학교,강원도 고성군 토성면 아야진길 15,강원도 고성군 토성면 아야진리 200,38.27348966,128.5493078,강원도 고성군청,고성경찰서,Y,5,20,2021-10-20,4340000,강원도 고성군
초등학교,대진초등학교,강원도 고성군 현내면 대진3길 15,강원도 고성군 현내면 대진리 148,38.4969627401,128.4235749227,강원도 고성군청,고성경찰서,Y,2,10,2021-10-20,4340000,강원도 고성군
유치원,대진초등학교 병설유치원,강원도 고성군 현내면 대진3길 15,강원도 고성군 현내면 대진리 148,38.4969627401,128.4235749227,강원도 고성군청,고성경찰서,Y,2,10,2021-10-20,4340000,강원도 고성군
초등학교,거성초등학교,강원도 고성군 거진읍 거성길 38,강원도 고성군 거진읍 거진리 180,38.4525810779,128.4571605717,강원도 고성군청,고성경찰서,Y,3,10,2021-10-20,4340000,강원도 고성군
유치원,거성초등학교 병설유치원,강원도 고성군 거진읍 거성길 38,강원도 고성군 거진읍 거진리 180,38.4525810779,128.4571605717,강원도 고성군청,고성경찰서,Y,3,10,2021-10-20,4340000,강원도 고성군
초등학교,동광초등학교,강원도 고성군 토성면 교암1길 15,강원도 고성군 토성면 교암리 86,38.2884329085,128.5434932353,강원도 고성군청,고성경찰서,Y,1,8,2021-10-20,4340000,강원도 고성군
유치원,동광초등학교 병설유치원,강원도 고성군 토성면 교암1길 15,강원도 고성군 토성면 교암리 86,38.2884329085,128.5434932353,강원도 고성군청,고성경찰서,Y,1,8,2021-10-20,4340000,강원도 고성군
유치원,명륜자연유치원,부산광역시 동래구 명륜로250번길 43 (명륜동) 명륜자연유치원,부산광역시 동래구 명륜동 32-71,35.21515222,129.0870207,부산광역시 동래구,동래경찰서,N,,5,2021-11-06,3300000,부산광역시 동래구
초등학교,명륜초등학교,부산광역시 동래구 동래로 91 (명륜동) 명륜초등학교,부산광역시 동래구 명륜동 228,35.20803548,129.0832699795,부산광역시 동래구,동래경찰서,Y,1,12,2021-11-06,3300000,부산광역시 동래구
초등학교,명서초등학교,부산광역시 동래구 명서로 121 (명장동) 명서초등학교,부산광역시 동래구 명장동 502-1,35.21207663,129.1008778,부산광역시 동래구,동래경찰서,Y,1,10,2021-11-06,3300000,부산광역시 동래구
초등학교,명장초등학교,부산광역시 동래구 복천로 121 (명장동) 명장초등학교,부산광역시 동래구 명장동 273-1,35.20819025,129.0965594,부산광역시 동래구,동래경찰서,Y,1,12,2021-11-06,3300000,부산광역시 동래구
초등학교,미남초등학교,부산광역시 동래구 충렬대로100번길 83 (온천동) 미남초등학교,부산광역시 동래구 온천동 1460-1,35.20368445,129.0728408,부산광역시 동래구,동래경찰서,N,,8,2021-11-06,3300000,부산광역시 동래구
유치원,법륜유치원,부산광역시 동래구 동래로 160 (칠산동) 법륜유치원,부산광역시 동래구 칠산동 239-10,35.20358527,129.0879172,부산광역시 동래구,동래경찰서,N,,9,2021-11-06,3300000,부산광역시 동래구
어린이집,부산경찰청직장어린이집,부산광역시 동래구 쇠미로17번길 8 (사직동) 부산경찰청어린이집,부산광역시 동래구 사직동 981-62,35.19585803,129.0534731,부산광역시 동래구,동래경찰서,N,,14,2021-11-06,3300000,부산광역시 동래구
특수학교,부산맹학교,부산광역시 동래구 충렬사로67번길 56 (명장동) 부산맹학교,부산광역시 동래구 명장동 263-5,35.20686112,129.0970552,부산광역시 동래구,동래경찰서,N,,10,2021-11-06,3300000,부산광역시 동래구
유치원,쁘띠쁘아유치원,부산광역시 동래구 쇠미로129번길 102-13 (온천동) 쁘띠쁘아유치원,부산광역시 동래구 온천동 1657-7,35.20713307,129.0577378,부산광역시 동래구,동래경찰서,N,,6,2021-11-06,3300000,부산광역시 동래구
유치원,사직유치원,부산광역시 동래구 사직북로34번길 62 (사직동) 사직유치원,부산광역시 동래구 사직동 54-8,35.2005247,129.0627414,부산광역시 동래구,동래경찰서,N,,5,2021-11-06,3300000,부산광역시 동래구
유치원,사직자연유치원,"부산광역시 동래구 사직로 80 (사직동, 사직 쌍용 예가) 사직자연유치원",부산광역시 동래구 사직동 1017,35.19662799,129.057506,부산광역시 동래구,동래경찰서,N,,15,2021-11-06,3300000,부산광역시 동래구
초등학교,사직초등학교,부산광역시 동래구 쇠미로81번길 7 (사직동) 사직초등학교,부산광역시 동래구 사직동 592,35.20088135,129.0541694,부산광역시 동래구,동래경찰서,Y,1,8,2021-11-06,3300000,부산광역시 동래구
유치원,세명유치원,부산광역시 동래구 안락로101번길 42 (명장동) 세명유치원,부산광역시 동래구 명장동 612-5,35.20129139,129.1082182,부산광역시 동래구,동래경찰서,N,,8,2021-11-06,3300000,부산광역시 동래구
유치원,수안유치원,부산광역시 동래구 충렬대로237번길 57 (수안동) 수안유치원,부산광역시 동래구 수안동 476-7,35.20376806,129.0847206,부산광역시 동래구,동래경찰서,N,,12,2021-11-06,3300000,부산광역시 동래구
초등학교,수안초등학교,부산광역시 동래구 온천천로 215 (수안동) 수안초등학교,부산광역시 동래구 수안동 7-1,35.20047925,129.0804245,부산광역시 동래구,동래경찰서,N,,8,2021-11-06,3300000,부산광역시 동래구
어린이집,스펀지어린이집,부산광역시 동래구 충렬대로410번길 41 (안락동) 스펀지어린이집,부산광역시 동래구 안락동 628-86,35.19467085,129.1025964,부산광역시 동래구,동래경찰서,N,,5,2021-11-06,3300000,부산광역시 동래구
유치원,스펀지유치원,"부산광역시 동래구 안남로 36 (낙민동, 중앙하이츠2단지) 스펀지유치원",부산광역시 동래구 낙민동 90-6,35.1942212,129.0957756,부산광역시 동래구,동래경찰서,N,,12,2021-11-06,3300000,부산광역시 동래구
어린이집,승원어린이집,부산광역시 동래구 아시아드대로108번길 75 (사직동) 승원어린이집,부산광역시 동래구 사직동 131-10,35.19514705,129.0705599,부산광역시 동래구,동래경찰서,N,,8,2021-11-06,3300000,부산광역시 동래구
유치원,승원유치원,부산광역시 동래구 아시아드대로108번길 85 (사직동) 승원유치원,부산광역시 동래구 사직동 131-5,35.19526435,129.071029,부산광역시 동래구,동래경찰서,N,,8,2021-11-06,3300000,부산광역시 동래구
유치원,아이숲유치원,부산광역시 동래구 옥봉로14번길 25 (명장동) 아이숲유치원,부산광역시 동래구 명장동 477-1,35.20988242,129.106808,부산광역시 동래구,동래경찰서,N,,8,2021-11-06,3300000,부산광역시 동래구
초등학교,안남초등학교,부산광역시 동래구 연안로 46 (안락동) 안남초등학교,부산광역시 동래구 안락동 175-16,35.19170351,129.1077338,부산광역시 동래구,동래경찰서,N,,12,2021-11-06,3300000,부산광역시 동래구
초등학교,안락초등학교,부산광역시 동래구 명안로53번길 22 (명장동) 안락초등학교,부산광역시 동래구 명장동 104-5,35.20200573,129.1030796,부산광역시 동래구,동래경찰서,Y,1,8,2021-11-06,3300000,부산광역시 동래구
유치원,안락초등학교병설유치원,부산광역시 동래구 명안로53번길 22 (명장동) 안락초등학교병설유치원,부산광역시 동래구 명장동 104-5,35.20200573,129.1030796,부산광역시 동래구,동래경찰서,N,,8,2021-11-06,3300000,부산광역시 동래구
초등학교,안민초등학교,부산광역시 동래구 온천천로381번길 19 (낙민동) 안민초등학교,부산광역시 동래구 낙민동 85-10,35.19402913,129.0937899,부산광역시 동래구,동래경찰서,Y,1,12,2021-11-06,3300000,부산광역시 동래구
유치원,안성자연유치원,부산광역시 동래구 명안로77번길 35 (명장동) 안성자연유치원,부산광역시 동래구 명장동 64-4,35.20377358,129.1023286,부산광역시 동래구,동래경찰서,N,,8,2021-11-06,3300000,부산광역시 동래구
초등학교,어론초등학교,강원도 인제군 남면 설악로 198,강원도 인제군 남면 어론리 13,37.93310351,128.0620306,강원도 인제군청,인제경찰서,Y,2,8,2021-11-24,4330000,강원도 인제군
초등학교,안진초등학교,부산광역시 동래구 안남로 63 (안락동) 안진초등학교,부산광역시 동래구 안락동 1252,35.19474507,129.0991293,부산광역시 동래구,동래경찰서,Y,1,10,2021-11-06,3300000,부산광역시 동래구
어린이집,양덕어린이집,부산광역시 동래구 여고로 46 (사직동) 양덕어린이집,부산광역시 동래구 사직동 115-3,35.1955337,129.0689369,부산광역시 동래구,동래경찰서,N,,6,2021-11-06,3300000,부산광역시 동래구
유치원,여고유치원,부산광역시 동래구 여고북로60번길 18 (사직동) 여고유치원,부산광역시 동래구 사직동 388,35.19981904,129.0678252,부산광역시 동래구,동래경찰서,N,,6,2021-11-06,3300000,부산광역시 동래구
초등학교,여고초등학교,부산광역시 동래구 여고로63번가길 12 (사직동) 여고초등학교,부산광역시 동래구 사직동 126-1,35.1979099,129.0689614,부산광역시 동래구,동래경찰서,Y,1,6,2021-11-06,3300000,부산광역시 동래구
초등학교,가례초등학교,경상남도 의령군 가례면 가례로 128,경상남도 의령군 가례면 수성리 199-2,35.33308447,128.2468385,경상남도 의령군청,의령경찰서,Y,1,7,2021-11-23,5390000,경상남도 의령군
초등학교,궁류초등학교,경상남도 의령군 궁류면 궁류로5길 14,경상남도 의령군 궁류면 토곡리 482-2,35.447797,128.246245,경상남도 의령군청,의령경찰서,Y,1,7,2021-11-23,5390000,경상남도 의령군
초등학교,낙서초등학교,경상남도 의령군 낙서면 낙동강로 773-6,경상남도 의령군 낙서면 정곡리 167-2,35.48170052,128.4138517,경상남도 의령군청,의령경찰서,Y,1,7,2021-11-23,5390000,경상남도 의령군
초등학교,"남산초등학교, 의령초등학교 통합지정",경상남도 의령군 의령읍 남산로 37,경상남도 의령군 의령읍 동동리 1002,35.321074,128.267185,경상남도 의령군청,의령경찰서,Y,7,7~23,2021-11-23,5390000,경상남도 의령군
초등학교,대의초등학교,경상남도 의령군 대의면 대의로 31-6,경상남도 의령군 대의면 마쌍리 439-1,35.371042,128.108749,경상남도 의령군청,의령경찰서,Y,1,7,2021-11-23,5390000,경상남도 의령군
초등학교,봉수초등학교,경상남도 의령군 봉수면 한지9길 6,경상남도 의령군 봉수면 서암리 336,35.479088,128.240434,경상남도 의령군청,의령경찰서,Y,1,7,2021-11-23,5390000,경상남도 의령군
초등학교,부림초등학교,경상남도 의령군 부림면 대한로 1721,경상남도 의령군 부림면 신반리 253-1,35.465202,128.320703,경상남도 의령군청,의령경찰서,Y,1,7,2021-11-23,5390000,경상남도 의령군
초등학교,용덕초등학교,경상남도 의령군 용덕면 용암로 39,경상남도 의령군 용덕면 운곡리 234-2,35.348623,128.290823,경상남도 의령군청,의령경찰서,Y,1,7,2021-11-23,5390000,경상남도 의령군
초등학교,유곡초등학교,경상남도 의령군 유곡면 마장로 6-3,경상남도 의령군 유곡면 칠곡리 330,35.433779,128.313972,경상남도 의령군청,의령경찰서,Y,1,7,2021-11-23,5390000,경상남도 의령군
초등학교,경남은광학교,경상남도 의령군 가례면 홍의로 236,경상남도 의령군 가례면 운암리 117,35.329604,128.226315,경상남도 의령군청,의령경찰서,Y,1,7,2021-11-23,5390000,경상남도 의령군
초등학교,의령초등학교,경상남도 의령군 의령읍 의병로19길 20,경상남도 의령군 의령읍 중동리 246,35.321965,128.260682,경상남도 의령군청,의령경찰서,Y,5,7,2021-11-23,5390000,경상남도 의령군
초등학교,정곡초등학교,경상남도 의령군 정곡면 법정로 937-6,경상남도 의령군 정곡면 중교리 428-1,35.379249,128.324794,경상남도 의령군청,의령경찰서,Y,1,7,2021-11-23,5390000,경상남도 의령군
초등학교,지정초등학교,경상남도 의령군 지정면 함의로4길 5,경상남도 의령군 지정면 봉곡리 775-1,35.383184,128.387114,경상남도 의령군청,의령경찰서,Y,1,7,2021-11-23,5390000,경상남도 의령군
초등학교,칠곡초등학교,경상남도 의령군 칠곡면 칠곡로 59,경상남도 의령군 칠곡면 외조리 85-1,35.340953,128.195697,경상남도 의령군청,의령경찰서,Y,1,7,2021-11-23,5390000,경상남도 의령군
초등학교,화정초등학교,경상남도 의령군 화정면 화정로 314,경상남도 의령군 화정면 상정리 642-1,35.276387,128.211247,경상남도 의령군청,의령경찰서,Y,1,7,2021-11-23,5390000,경상남도 의령군
