시설종류,대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자,제공기관코드,제공기관명
어린이집,삼도어린이집,제주특별자치도 제주시 남성로26길 30,제주특별자치도 제주시 삼도이동 235-25,33.50688847,126.523851,자치경찰단 교통정보센터,동부경찰서,Y,2,15,2021-07-06,6500000,제주특별자치도
어린이집,제주관광대학부속어린이집,제주특별자치도 제주시 신대로20길 23,제주특별자치도 제주시 연동 297,33.48355169,126.4938771,자치경찰단 교통정보센터,서부경찰서,Y,6,11~18,2021-07-06,6500000,제주특별자치도
어린이집,제주어린이집,제주특별자치도 제주시 아봉로 77,제주특별자치도 제주시 아라이동 938-2,33.47851287,126.5523432,자치경찰단 교통정보센터,동부경찰서,Y,1,9~15,2021-07-06,6500000,제주특별자치도
초등학교,월랑초등학교,제주특별자치도 제주시 남녕로 63,제주특별자치도 제주시 노형동 3764-9,33.49312138,126.4784428,자치경찰단 교통정보센터,서부경찰서,Y,4,7,2021-07-06,6500000,제주특별자치도
유치원,월랑초등학교 병설유치원,제주특별자치도 제주시 남녕로 63,제주특별자치도 제주시 노형동 3764-9,33.49312138,126.4784428,자치경찰단 교통정보센터,서부경찰서,Y,3,8~35,2021-07-06,6500000,제주특별자치도
초등학교,납읍초등학교,제주특별자치도 제주시 애월읍 납읍로2길 47,제주특별자치도 제주시 애월읍 납읍리 1504-2,33.43543559,126.3306486,자치경찰단 교통정보센터,서부경찰서,Y,3,15,2021-07-06,6500000,제주특별자치도
유치원,납읍초등학교 병설유치원,제주특별자치도 제주시 애월읍 납읍로2길 47,제주특별자치도 제주시 애월읍 납읍리 1504-2,33.43543559,126.3306486,자치경찰단 교통정보센터,서부경찰서,Y,2,10~15,2021-07-06,6500000,제주특별자치도
초등학교,추자초등학교,제주특별자치도 제주시 추자면 대서3길 10,제주특별자치도 제주시 추자면 대서리 57,33.96434138,126.2962962,자치경찰단 교통정보센터,동부경찰서,N,1,23,2021-07-06,6500000,제주특별자치도
유치원,추자초등학교 병설유치원,제주특별자치도 제주시 추자면 대서3길 10,제주특별자치도 제주시 추자면 대서리 57,33.96434138,126.2962962,자치경찰단 교통정보센터,동부경찰서,N,1,9~14,2021-07-06,6500000,제주특별자치도
어린이집,둥지어린이집,제주특별자치도 제주시 애월읍 하광로 199,제주특별자치도 제주시 애월읍 하귀1리 1101-2,33.4703078,126.419494,자치경찰단 교통정보센터,서부경찰서,Y,1,6~17,2021-07-06,6500000,제주특별자치도
어린이집,선덕어린이집,제주특별자치도 제주시 정실3길 57,제주특별자치도 제주시 오라이동 872-1,33.47608158,126.5115052,자치경찰단 교통정보센터,서부경찰서,Y,2,24,2021-07-06,6500000,제주특별자치도
어린이집,동연어린이집,제주특별자치도 제주시 고사마루길 59,제주특별자치도 제주시 노형동 2197-1,33.4755071,126.472209,자치경찰단 교통정보센터,서부경찰서,N,3,4~10,2021-07-06,6500000,제주특별자치도
어린이집,청록어린이집,제주특별자치도 제주시 고사마루길 55,제주특별자치도 제주시 노형동 2194-4,33.47587131,126.4719274,자치경찰단 교통정보센터,서부경찰서,Y,3,4~14,2021-07-06,6500000,제주특별자치도
어린이집,삼화어린이집,제주특별자치도 제주시 선사로6길 85-1,제주특별자치도 제주시 삼양일동 1579-9,33.52914555,126.5929841,자치경찰단 교통정보센터,동부경찰서,Y,5,8,2021-07-06,6500000,제주특별자치도
초등학교,느리울초등학교,대전광역시 서구 관저로196,대전광역시 서구 관저동 1396,36.29888811,127.3442527,대전광역시 서구청,서부경찰서,Y,3,25,2021-10-27,3660000,대전광역시 서구
초등학교,느리울초등학교,대전광역시 서구 관저로196,대전광역시 서구 관저동 1396,36.29888811,127.3442527,대전광역시 서구청,서부경찰서,Y,3,25,2021-10-27,3660000,대전광역시 서구
초등학교,느리울초등학교,대전광역시 서구 관저로196,대전광역시 서구 관저동 1396,36.29888811,127.3442527,대전광역시 서구청,서부경찰서,Y,3,25,2021-10-27,3660000,대전광역시 서구
유치원,한양유치원,대전광역시 서구 계룡로571번길 65,,36.3438214000,127.3867480708,대전광역시 서구청,둔산경찰서,Y,1,10~20,2021-10-27,3660000,대전광역시 서구
유치원,한양유치원,대전광역시 서구 계룡로571번길 65,,36.3438214000,127.3867480708,대전광역시 서구청,둔산경찰서,Y,1,10~20,2021-10-27,3660000,대전광역시 서구
유치원,한양유치원,대전광역시 서구 계룡로571번길 65,,36.3438214000,127.3867480708,대전광역시 서구청,둔산경찰서,Y,1,10~20,2021-10-27,3660000,대전광역시 서구
유치원,명화유치원,대전광역시 서구 조달청길 180,대전광역시 서구 도마동 499,36.3189113746,127.3819942304,대전광역시 서구청,서부경찰서,Y,1,10,2021-10-27,3660000,대전광역시 서구
유치원,명화유치원,대전광역시 서구 조달청길 180,대전광역시 서구 도마동 499,36.3189113746,127.3819942304,대전광역시 서구청,서부경찰서,Y,1,10,2021-10-27,3660000,대전광역시 서구
유치원,명화유치원,대전광역시 서구 조달청길 180,대전광역시 서구 도마동 499,36.3189113746,127.3819942304,대전광역시 서구청,서부경찰서,Y,1,10,2021-10-27,3660000,대전광역시 서구
유치원,무지개유치원,대전광역시 서구 도솔로 173,대전광역시 서구 도마동 19-1,36.3261183121,127.3736692,대전광역시 서구청,서부경찰서,Y,1,6~12,2021-10-27,3660000,대전광역시 서구
유치원,무지개유치원,대전광역시 서구 도솔로 173,대전광역시 서구 도마동 19-1,36.3261183121,127.3736692,대전광역시 서구청,서부경찰서,Y,1,6~12,2021-10-27,3660000,대전광역시 서구
유치원,무지개유치원,대전광역시 서구 도솔로 173,대전광역시 서구 도마동 19-1,36.3261183121,127.3736692,대전광역시 서구청,서부경찰서,Y,1,6~12,2021-10-27,3660000,대전광역시 서구
유치원,옥토유치원,대전광역시 서구 정림로 11,,36.3019971552,127.3654013497,대전광역시 서구청,서부경찰서,Y,2,6~8,2021-10-27,3660000,대전광역시 서구
유치원,옥토유치원,대전광역시 서구 정림로 11,,36.3019971552,127.3654013497,대전광역시 서구청,서부경찰서,Y,2,6~8,2021-10-27,3660000,대전광역시 서구
유치원,옥토유치원,대전광역시 서구 정림로 11,,36.3019971552,127.3654013497,대전광역시 서구청,서부경찰서,Y,2,6~8,2021-10-27,3660000,대전광역시 서구
어린이집,공립새솔어린이집,제주특별자치도 제주시 애월읍 하귀11길 32,제주특별자치도 제주시 애월읍 하귀1리 201-6,33.48335502,126.4136057,자치경찰단 교통정보센터,서부경찰서,Y,2,14,2021-07-06,6500000,제주특별자치도
어린이집,애육어린이집,제주특별자치도 제주시 다랑곶6길 61,제주특별자치도 제주시 노형동 1035-16,33.49176183,126.4777899,자치경찰단 교통정보센터,서부경찰서,Y,2,13,2021-07-06,6500000,제주특별자치도
어린이집,전원어린이집,제주특별자치도 제주시 구남동8길 1-2,제주특별자치도 제주시 이도이동 2020-4,33.48768139,126.5395734,자치경찰단 교통정보센터,동부경찰서,Y,,,2021-07-06,6500000,제주특별자치도
어린이집,제주영락어린이집,제주특별자치도 제주시 동광로23길 15,제주특별자치도 제주시 일도이동 153-5,33.51135415,126.542957,자치경찰단 교통정보센터,동부경찰서,Y,,,2021-07-06,6500000,제주특별자치도
어린이집,딸기아트어린이집,제주특별자치도 제주시 황새왓길 29-1,제주특별자치도 제주시 일도이동 8-1,33.49818135,126.5523676,자치경찰단 교통정보센터,동부경찰서,Y,,,2021-07-06,6500000,제주특별자치도
초등학교,더럭초등학교,제주특별자치도 제주시 애월읍 하가로 195,제주특별자치도 제주시 애월읍 하가리 1580-1,33.45359494,126.3451713,자치경찰단 교통정보센터,서부경찰서,Y,,,2021-07-06,6500000,제주특별자치도
초등학교,조천초등학교교래분교,제주특별자치도 제주시 조천읍 비자림로 672,제주특별자치도 제주시 조천읍 교래리 564,33.43650075,126.6780473,자치경찰단 교통정보센터,동부경찰서,Y,,,2021-07-06,6500000,제주특별자치도
초등학교,함덕초등학교선흘분교,제주특별자치도 제주시 조천읍 선흘동1길 41,제주특별자치도 제주시 조천읍 선흘리 1019,33.51505511,126.7046052,자치경찰단 교통정보센터,동부경찰서,Y,,,2021-07-06,6500000,제주특별자치도
초등학교,함덕초등학교선인분교,제주특별자치도 제주시 조천읍 선진길 7-18,제주특별자치도 제주시 조천읍 선흘리 1947-15,33.45942788,126.704213,자치경찰단 교통정보센터,동부경찰서,Y,,,2021-07-06,6500000,제주특별자치도
초등학교,추자초등학교신양분교,제주특별자치도 제주시 추자면 추자로 553-10,제주특별자치도 제주시 추자면 신양리 486,33.94464889,126.3252092,자치경찰단 교통정보센터,동부경찰서,N,,,2021-07-06,6500000,제주특별자치도
유치원,추자초등학교신양분교 병설유치원,제주특별자치도 제주시 추자면 추자로 553-10,제주특별자치도 제주시 추자면 신양리 486,33.94464889,126.3252092,자치경찰단 교통정보센터,동부경찰서,N,,,2021-07-06,6500000,제주특별자치도
유치원,원명유치원,제주특별자치도 제주시 원두길 34,제주특별자치도 제주시 화북일동 4684-2,33.51564375,126.5542156,자치경찰단 교통정보센터,동부경찰서,Y,,,2021-07-06,6500000,제주특별자치도
유치원,마야유치원,제주특별자치도 제주시 거로남6길 48,제주특별자치도 제주시 화북이동 3416,33.50788615,126.5647548,자치경찰단 교통정보센터,동부경찰서,Y,,,2021-07-06,6500000,제주특별자치도
유치원,제주엔젤유치원,제주특별자치도 제주시 월평9길 2-8,제주특별자치도 제주시 월평동 416-3,33.47131062,126.5810435,자치경찰단 교통정보센터,서부경찰서,Y,,,2021-07-06,6500000,제주특별자치도
유치원,제주한라대학부설유치원,제주특별자치도 제주시 진군남2길 18,제주특별자치도 제주시 노형동 1576-5,33.47491185,126.4771396,자치경찰단 교통정보센터,서부경찰서,N,,,2021-07-06,6500000,제주특별자치도
유치원,새순유치원,제주특별자치도 제주시 수덕로 66,제주특별자치도 제주시 노형동 2585-4,33.48522803,126.4704248,자치경찰단 교통정보센터,서부경찰서,Y,,,2021-07-06,6500000,제주특별자치도
유치원,한림성모유치원,제주특별자치도 제주시 한림읍 한수풀로 28-4,제주특별자치도 제주시 한림읍 한림리 1308-3,33.41731966,126.2662426,자치경찰단 교통정보센터,서부경찰서,Y,,,2021-07-06,6500000,제주특별자치도
유치원,천서초등학교병설유치원,전라북도 익산시 촌포면 천서길 221,,35.9461524,127.036559,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
초등학교,용성초등학교,전라북도 익산시 낭산면 하맹길 183,,36.0565659296,126.9996541591,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
유치원,용성초등학교병설유치원,전라북도 익산시 낭산면 하맹길 183,,36.0565659296,126.9996541591,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
초등학교,이리서초등학교,전라북도 익산시 익산대로 213,,35.9452701149,126.9489539315,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
유치원,이리서초등학교병설유치원,전라북도 익산시 익산대로 213,,35.9452701149,126.9489539315,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
초등학교,이리신동초등학교,전라북도 익산시 무왕로 981,,35.9616205,126.9672177416,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
유치원,이리신동초등학교병설유치원,전라북도 익산시 무왕로 981,,35.9616205,126.9672177416,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
초등학교,미륵초등학교,전라북도 익산시 금마면 용순길 243,,36.0013819713,127.0226167053,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
유치원,미륵초등학교병설유치원,전라북도 익산시 금마면 용순길 243,,36.0013819713,127.0226167053,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
초등학교,용북초등학교,전라북도 익산시 용안면 용북로 81,,36.1343278624,126.9477188989,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
유치원,용북초등학교병설유치원,전라북도 익산시 용안면 용북로 81,,36.1343278624,126.9477188989,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
초등학교,가온초등학교,전라북도 익산시 선화로1길 106,,35.9563259305,126.938257497,전라북도 익산시청,익산경찰서,N,,,2021-09-17,4680000,전라북도 익산시
유치원,삼기초등학교병설유치원,전라북도 익산시 삼기면 황금로 523,,36.0200397240,126.9854992526,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
초등학교,오산남초등학교,전라북도 익산시 오산면 황금로 523,,36.0202399,126.984736,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
유치원,오산남초등학교병설유치원,전라북도 익산시 오산면 황금로 523,,36.0202399,126.984736,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
초등학교,용산초등학교,전라북도 익산시 황등면 용산로 193,,36.0401795492,126.9383049552,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
유치원,용산초등학교병설유치원,전라북도 익산시 황등면 용산로 193,,36.0401795492,126.9383049552,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
초등학교,춘포초등학교,전라북도 익산시 춘포면 춘포로 408,,35.9017016703,127.0107763519,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
유치원,춘포초등학교병설유치원,전라북도 익산시 춘포면 춘포로 408,,35.9017016703,127.0107763519,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
초등학교,이리고현초등학교,전라북도 익산시 선화로23길 44,,35.9521014436,126.9468976228,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
유치원,이리고현초등학교병설유치원,전라북도 익산시 선화로23길 44,,35.9521014436,126.9468976228,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
초등학교,이리남창초등학교,전라북도 익산시 인북로 171,,35.9452008189,126.9538758370,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
유치원,이리남창초등학교병설유치원,전라북도 익산시 인북로 171,,35.9452008189,126.9538758370,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
초등학교,이리동초등학교,전라북도 익산시 동서로51길 57,,35.9576409915,126.9769609061,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
유치원,이리동초등학교병설유치원,전라북도 익산시 동서로51길 57,,35.9576409915,126.9769609061,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
초등학교,이리동산초등학교,전라북도 익산시 평동로23길 46,,35.9318550642,126.9639765410,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
유치원,이리동산초등학교병설유치원,전라북도 익산시 평동로23길 46,,35.9318550642,126.9639765410,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
초등학교,이리모현초등학교,전라북도 익산시 배산로14길 12-4,,35.9455227189,126.9399638665,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
초등학교,이리부송초등학교,전라북도 익산시 부송로 2길 27,,35.9552349235,126.9937039027,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
유치원,이리부송초등학교병설유치원,전라북도 익산시 부송로 2길 27,,35.9552349235,126.9937039027,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
초등학교,이리북일초등학교,전라북도 익산시 동서로19길 100,,35.9627877615,126.9592222382,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
유치원,이리북일초등학교병설유치원,전라북도 익산시 동서로19길 100,,35.9627877615,126.9592222382,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
초등학교,이리영등초등학교,전라북도 익산시 동서로41길 37,,35.9530725365,126.9723733011,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
초등학교,이리팔봉초등학교,전라북도 익산시 무왕로31길 10,,35.9675957841,127.0130243094,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
유치원,이리팔봉초등학교병설유치원,전라북도 익산시 무왕로31길 10,,35.9675957841,127.0130243094,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
초등학교,이리삼성초등학교,전라북도 익산시 하나로15길 17-7,,35.9883264090,126.9759497365,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
초등학교,금마초등학교,전라북도 익산시 금마면 금마4길 38,,35.9910677092,127.0559199757,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
유치원,익산궁동초등학교병설유치원,전라북도 익산시 무왕로25길 26,,35.9623763599,126.9939117466,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
초등학교,익산초등학교,전라북도 익산시 동서로61길 27-38,,35.9545959876,126.9795409525,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
유치원,익산초등학교병설유치원,전라북도 익산시 동서로61길 27-38,,35.9545959876,126.9795409525,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
초등학교,한벌초등학교,전라북도 익산시 부송1로 115,,35.9588795795,126.9945283514,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
초등학교,익산옥야초등학교,전라북도 익산시 옛둑2길 52,,35.9222717689,126.9599920601,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
유치원,익산옥야초등학교병설유치원,전라북도 익산시 옛둑2길 52,,35.9222717689,126.9599920601,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
초등학교,다송초등학교,전라북도 익산시 함열읍 익산대로 1351,,36.0414341,126.9550745916,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
유치원,다송초등학교병설유치원,전라북도 익산시 함열읍 익산대로 1351,,36.0414341,126.9550745916,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
초등학교,천서초등학교,전라북도 익산시 춘포면 천서길 221,,35.9461524,127.0366528494,전라북도 익산시청,익산경찰서,Y,,,2021-09-17,4680000,전라북도 익산시
초등학교,왕궁초등학교,전라북도 익산시 왕궁면 견우길 3,,35.96632633,127.0898827,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
유치원,왕궁초등학교병설유치원,전라북도 익산시 왕궁면 견우길 3,,35.96632633,127.0898827,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
초등학교,왕궁남초등학교,전라북도 익산시 왕궁면 학호길 12,,35.9270823829,127.0755188349,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
유치원,왕궁남초등학교병설유치원,전라북도 익산시 왕궁면 학호길 12,,35.9270823829,127.0755188349,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
초등학교,오산초등학교,전라북도 익산시 오산면 오산로 38,,35.94190656,126.9158496255,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
유치원,오산초등학교병설유치원,전라북도 익산시 오산면 오산로 38,,35.94190656,126.9158496255,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
초등학교,이리초등학교,전라북도 익산시 중앙로15길 20,,35.9386634,126.9594164,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
유치원,이리초등학교병설유치원,전라북도 익산시 중앙로15길 20,,35.9386634,126.9594164,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
초등학교,이리동남초등학교,전라북도 익산시 동천로7길 18,,35.93131975,126.9707098,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
유치원,이리동남초등학교병설유치원,전라북도 익산시 동천로7길 18,,35.93131975,126.9707098,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
초등학교,왕북초등학교,전라북도 익산시 왕궁면 금광길54-12,전라북도 익산시 왕궁면 동용리 643,35.9910153208,127.1040757572,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
유치원,왕북초등학교병설유치원,전라북도 익산시 왕궁면 금광길54-12,전라북도 익산시 왕궁면 동용리 643,35.9910153208,127.1040757572,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
초등학교,성북초등학교,전라북도 익산시 망성면 신작길 17-5,전라북도 익산시 망성면 신작리 868,36.14652186,127.008107,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
유치원,성북초등학교병설유치원,전라북도 익산시 망성면 신작길 17-5,전라북도 익산시 망성면 신작리 868,36.14652186,127.008107,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
초등학교,이리계문초등학교,전라북도 익산시 계문길 79-8,,35.9736567928,126.9442256863,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
초등학교,성당초등학교,전라북도 익산시 성당면 성당로 354-16,전라북도 익산시 성당면 갈산리 615-1,36.1000013957,126.9262098808,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
유치원,성당초등학교병설유치원,전라북도 익산시 성당면 성당로 354-16,전라북도 익산시 성당면 갈산리 615-1,36.1000013957,126.9262098808,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
초등학교,이리부천초등학교,전라북도 익산시 부송1로 32,,35.95655003,126.9855161,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
유치원,이리부천초등학교병설유치원,전라북도 익산시 부송1로 32,,35.95655003,126.9855161,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
초등학교,낭산초등학교,전라북도 익산시 낭산면 우신길 142,전라북도 익산시 낭산면 호암리 318-2,36.06665528,127.0149854,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
유치원,낭산초등학교병설유치원,전라북도 익산시 낭산면 우신길 142,전라북도 익산시 낭산면 호암리 318-2,36.06665528,127.0149854,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
초등학교,용남초등학교,전라북도 익산시 용안면 입산길 13,전라북도 익산시 용안면 동지산리 76,36.09555076,126.9626139,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
초등학교,화랑초교,서울특별시 노원구 화랑로53길 22,서울특별시 노원구 공릉2동 126,37.626918,127.093803,노원구청,노원경찰서,Y,1,34,2021-09-15,3100000,서울특별시 노원구
초등학교,공릉초교,서울특별시 노원구 동일로173길 12,서울특별시 노원구 공릉동 610,37.61861498,127.0746307,노원구청,노원경찰서,Y,5,12~20,2021-09-15,3100000,서울특별시 노원구
초등학교,중원초교,서울특별시 노원구 섬밭로 316,서울특별시 노원구 중계2동 502,37.64398283,127.0627678,노원구청,노원경찰서,Y,2,12,2021-09-15,3100000,서울특별시 노원구
초등학교,원광초교,서울특별시 노원구 덕릉로76길 18,서울특별시 노원구 중계본동 357,37.65431182,127.0749157,노원구청,노원경찰서,Y,3,8~30,2021-09-15,3100000,서울특별시 노원구
학원,국풍2000학원,서울시 노원구 중계로202,서울시 노원구 중계동366-4,37.65063148,127.0767028,노원구청,노원경찰서,Y,1,12~20,2021-09-15,3100000,서울특별시 노원구
학원,모멘텀아스트라학원,서울시 노원구 중계로202,서울시 노원구 중계동366-4,37.65063148,127.0767028,노원구청,노원경찰서,Y,1,12~20,2021-09-15,3100000,서울특별시 노원구
학원,소마사고력수학학원,서울시 노원구 중계로202,서울시 노원구 중계동366-4,37.65063148,127.0767028,노원구청,노원경찰서,Y,1,12~20,2021-09-15,3100000,서울특별시 노원구
학원,아발론랭콘중계어학원,서울시 노원구 중계로202,서울시 노원구 중계동366-4,37.65063148,127.0767028,노원구청,노원경찰서,Y,1,12~20,2021-09-15,3100000,서울특별시 노원구
학원,알로곤영재센터학원,서울시 노원구 중계로202,서울시 노원구 중계동366-4,37.65063148,127.0767028,노원구청,노원경찰서,Y,1,12~20,2021-09-15,3100000,서울특별시 노원구
학원,올림피아드영재센터학원,서울시 노원구 중계로202,서울시 노원구 중계동366-4,37.65063148,127.0767028,노원구청,노원경찰서,Y,1,12~20,2021-09-15,3100000,서울특별시 노원구
어린이집,제주삼성어린이집,제주특별자치도 제주시 삼성로 17,제주특별자치도 제주시 이도일동 1692-22,33.50563721,126.527753,자치경찰단 교통정보센터,동부경찰서,Y,1,15,2021-07-06,6500000,제주특별자치도
어린이집,제주근로복지공단어린이집,제주특별자치도 제주시 지석4길 12,제주특별자치도 제주시 삼양이동 2145-9,33.52051096,126.5794221,자치경찰단 교통정보센터,동부경찰서,N,2,4~26,2021-07-06,6500000,제주특별자치도
어린이집,해든어린이집,제주특별자치도 제주시 우령6길 63,제주특별자치도 제주시 외도일동 634-10,33.48565152,126.4290659,자치경찰단 교통정보센터,서부경찰서,Y,2,5~25,2021-07-06,6500000,제주특별자치도
어린이집,성지어린이집,제주특별자치도 제주시 우정로3길 19,제주특별자치도 제주시 외도일동 435-5,33.49154167,126.4331665,자치경찰단 교통정보센터,서부경찰서,Y,9,16,2021-07-06,6500000,제주특별자치도
어린이집,제주YWCA어린이집,제주특별자치도 제주시 진남로4길 7,제주특별자치도 제주시 화북일동 1964-16,33.52043587,126.5643998,자치경찰단 교통정보센터,동부경찰서,Y,9,13,2021-07-06,6500000,제주특별자치도
유치원,아람유치원,경상남도 창원시 마산합포구 자산서13길 49,경상남도 창원시 마산합포구 자산서13길 49,35.202326,128.561084,경상남도 창원시청,마산중부경찰서,Y,2,5,2021-10-20,5670000,경상남도 창원시
유치원,한솔유치원,경상남도 창원시 마산합포구 진동면 요장1길 110,경상남도 창원시 마산합포구 진동면 요장1길 110,35.110718,128.495092,경상남도 창원시청,마산중부경찰서,Y,1,3,2021-10-20,5670000,경상남도 창원시
유치원,진선미유치원,경상남도 창원시 마산합포구 반월북1길 10,경상남도 창원시 마산합포구 반월북1길 10,35.189870,128.561953,경상남도 창원시청,마산중부경찰서,Y,1,5,2021-10-20,5670000,경상남도 창원시
유치원,한사랑유치원,경상남도 창원시 마산합포구 월영마을로 42,경상남도 창원시 마산합포구 월영마을로 42,35.170897,128.557274,경상남도 창원시청,마산중부경찰서,N,0,4.5,2021-10-20,5670000,경상남도 창원시
어린이집,백양어린이집,경상남도 창원시 마산합포구 중앙남4길 9,경상남도 창원시 마산합포구 중앙남4길 9,35.192346,128.563819,경상남도 창원시청,마산중부경찰서,Y,3,6,2021-10-20,5670000,경상남도 창원시
어린이집,추산어린이집,경상남도 창원시 마산합포구 성호서2길 5-1,경상남도 창원시 마산합포구 성호서2길 5-1,35.207529,128.570946,경상남도 창원시청,마산중부경찰서,Y,2,5,2021-10-20,5670000,경상남도 창원시
어린이집,마산삼성어린이집,경상남도 창원시 마산합포구 노산동5길 18,경상남도 창원시 마산합포구 노산동5길 18,35.212315,128.574697,경상남도 창원시청,마산중부경찰서,Y,2,7,2021-10-20,5670000,경상남도 창원시
어린이집,청운어린이집,경상남도 창원시 마산합포구 자산북1길 40,경상남도 창원시 마산합포구 자산북1길 40,35.205746,128.563552,경상남도 창원시청,마산중부경찰서,Y,4,6,2021-10-20,5670000,경상남도 창원시
