연도,대상사고 구분명,법정동코드,행정구,사고건수,사고건수 구성비,사망자수,사망자수 구성비,치사율,부상자수,부상자수 구성비,인구10만명당 사고건수,자동차1만대당 사고건수,과속,중앙선 침범,신호위반,안전거리 미확보,안전운전 의무 불이행,보행자 보호의무 위반,기타,차대사람,차대차,차량단독,철길건널목
2019,PM사고,1121,중랑구,5,1.12,0,0,0,5,1.06,,,,,,,,,,,,,
2019,뺑소니사고,1121,중랑구,25,0.35,0,0,0,27,0.26,,,,,,,,,,,,,
2019,무면허사고,1121,중랑구,19,0.37,0,0,0,26,0.35,,,,,,,,,,,,,
2020,전체,1121,중랑구,1447,0.69,4,0.13,0.28,1952,0.64,362.15,104.27,2,46,169,187,691,131,179,358,1032,57,0
2020,어린이사고,1121,중랑구,62,0.74,0,0,0,70,0.67,,,,,,,,,,,,,
2020,노인사고,1121,중랑구,242,0.69,3,0.22,1.24,260,0.68,,,,,,,,,,,,,
2020,보행자사고,1121,중랑구,357,0.98,4,0.37,1.12,359,0.97,,,,,,,,,,,,,
2020,자전거사고,1121,중랑구,194,1.51,1,0.51,0.52,213,1.59,,,,,,,,,,,,,
2020,야간사고,1121,중랑구,648,0.78,3,0.21,0.46,936,0.77,,,,,,,,,,,,,
2020,어린이보행사고,1121,중랑구,9,0.43,0,0,0,9,0.42,,,,,,,,,,,,,
2020,스쿨존내어린이사고,1121,중랑구,1,0.21,0,0,0,1,0.2,,,,,,,,,,,,,
2020,고령운전사고,1121,중랑구,219,0.7,2,0.28,0.91,277,0.63,,,,,,,,,,,,,
2020,고령보행사고,1121,중랑구,99,1.02,3,0.48,3.03,97,1.05,,,,,,,,,,,,,
2020,PM사고,1121,중랑구,5,0.56,0,0,0,5,0.51,,,,,,,,,,,,,
2020,뺑소니사고,1121,중랑구,26,0.35,0,0,0,40,0.38,,,,,,,,,,,,,
2020,무면허사고,1121,중랑구,24,0.45,0,0,0,34,0.45,,,,,,,,,,,,,
2016,전체,1122,노원구,1535,0.69,13,0.3,0.85,2216,0.67,268.73,89.78,0,65,199,243,736,104,131,387,1097,51,0
2016,어린이사고,1122,노원구,90,0.8,0,0,0,108,0.76,,,,,,,,,,,,,
2016,노인사고,1122,노원구,228,0.64,5,0.29,2.19,244,0.64,,,,,,,,,,,,,
2016,보행자사고,1122,노원구,394,0.8,6,0.35,1.52,406,0.82,,,,,,,,,,,,,
2016,자전거사고,1122,노원구,91,1.53,0,0,0,94,1.49,,,,,,,,,,,,,
2016,야간사고,1122,노원구,701,0.74,4,0.19,0.57,1032,0.72,,,,,,,,,,,,,
2016,어린이보행사고,1122,노원구,41,0.96,0,0,0,43,0.98,,,,,,,,,,,,,
2016,스쿨존내어린이사고,1122,노원구,2,0.42,0,0,0,4,0.78,,,,,,,,,,,,,
2016,고령운전사고,1122,노원구,178,0.73,2,0.26,1.12,258,0.72,,,,,,,,,,,,,
2016,고령보행사고,1122,노원구,96,0.84,2,0.23,2.08,95,0.89,,,,,,,,,,,,,
2016,뺑소니사고,1122,노원구,32,0.38,0,0,0,60,0.49,,,,,,,,,,,,,
2016,무면허사고,1122,노원구,17,0.43,0,0,0,27,0.47,,,,,,,,,,,,,
2017,전체,1122,노원구,1499,0.69,11,0.26,0.73,2055,0.64,268.6,88.33,1,38,184,210,833,51,116,376,1075,48,0
2017,어린이사고,1122,노원구,76,0.69,0,0,0,90,0.67,,,,,,,,,,,,,
2017,노인사고,1122,노원구,212,0.56,2,0.11,0.94,225,0.55,,,,,,,,,,,,,
2017,보행자사고,1122,노원구,378,0.8,5,0.3,1.32,393,0.82,,,,,,,,,,,,,
2017,자전거사고,1122,노원구,77,1.36,0,0,0,82,1.38,,,,,,,,,,,,,
2017,야간사고,1122,노원구,657,0.72,9,0.43,1.37,926,0.68,,,,,,,,,,,,,
2017,어린이보행사고,1122,노원구,35,0.87,0,0,0,35,0.85,,,,,,,,,,,,,
2017,스쿨존내어린이사고,1122,노원구,2,0.42,0,0,0,2,0.41,,,,,,,,,,,,,
2017,고령운전사고,1122,노원구,207,0.77,2,0.24,0.97,290,0.75,,,,,,,,,,,,,
2017,고령보행사고,1122,노원구,86,0.72,2,0.22,2.33,84,0.75,,,,,,,,,,,,,
2017,PM사고,1122,노원구,1,0.85,0,0,0,1,0.81,,,,,,,,,,,,,
2017,뺑소니사고,1122,노원구,19,0.24,0,0,0,27,0.24,,,,,,,,,,,,,
2017,무면허사고,1122,노원구,19,0.37,0,0,0,26,0.35,,,,,,,,,,,,,
2018,전체,1122,노원구,1569,0.72,14,0.37,0.89,2227,0.69,286.23,93.07,1,55,170,182,933,39,124,383,1138,48,0
2018,어린이사고,1122,노원구,73,0.73,0,0,0,87,0.69,,,,,,,,,,,,,
2018,노인사고,1122,노원구,245,0.63,8,0.48,3.27,248,0.59,,,,,,,,,,,,,
2018,보행자사고,1122,노원구,388,0.84,10,0.67,2.58,392,0.84,,,,,,,,,,,,,
2018,자전거사고,1122,노원구,86,1.8,1,1.1,1.16,88,1.75,,,,,,,,,,,,,
2018,야간사고,1122,노원구,702,0.78,8,0.43,1.14,1041,0.78,,,,,,,,,,,,,
2018,어린이보행사고,1122,노원구,29,0.81,0,0,0,29,0.78,,,,,,,,,,,,,
2018,스쿨존내어린이사고,1122,노원구,2,0.46,0,0,0,2,0.42,,,,,,,,,,,,,
2018,고령운전사고,1122,노원구,256,0.85,4,0.47,1.56,374,0.86,,,,,,,,,,,,,
2018,고령보행사고,1122,노원구,95,0.8,7,0.83,7.37,88,0.79,,,,,,,,,,,,,
2018,PM사고,1122,노원구,1,0.44,0,0,0,1,0.42,,,,,,,,,,,,,
2018,뺑소니사고,1122,노원구,27,0.36,1,0.93,3.7,48,0.43,,,,,,,,,,,,,
2018,무면허사고,1122,노원구,16,0.31,0,0,0,21,0.28,,,,,,,,,,,,,
2019,전체,1122,노원구,1703,0.74,8,0.24,0.47,2302,0.67,318.83,101.99,7,42,225,217,956,48,136,415,1254,34,0
2019,어린이사고,1122,노원구,74,0.67,0,0,0,83,0.59,,,,,,,,,,,,,
2019,노인사고,1122,노원구,297,0.73,2,0.13,0.67,311,0.7,,,,,,,,,,,,,
2019,보행자사고,1122,노원구,415,0.89,6,0.46,1.45,430,0.91,,,,,,,,,,,,,
2019,자전거사고,1122,노원구,119,2.11,0,0,0,126,2.09,,,,,,,,,,,,,
2019,야간사고,1122,노원구,681,0.75,5,0.31,0.73,896,0.67,,,,,,,,,,,,,
2019,어린이보행사고,1122,노원구,28,0.73,0,0,0,28,0.71,,,,,,,,,,,,,
2019,스쿨존내어린이사고,1122,노원구,6,1.06,0,0,0,6,1.02,,,,,,,,,,,,,
2019,고령운전사고,1122,노원구,287,0.86,1,0.13,0.35,373,0.77,,,,,,,,,,,,,
2019,고령보행사고,1122,노원구,112,0.91,2,0.27,1.79,113,0.97,,,,,,,,,,,,,
2019,PM사고,1122,노원구,3,0.67,0,0,0,3,0.63,,,,,,,,,,,,,
2019,뺑소니사고,1122,노원구,49,0.69,0,0,0,62,0.6,,,,,,,,,,,,,
2019,무면허사고,1122,노원구,19,0.37,0,0,0,25,0.34,,,,,,,,,,,,,
2020,전체,1122,노원구,1462,0.7,5,0.16,0.34,2016,0.66,277.4,87.09,6,53,168,203,807,73,100,286,1142,34,0
2020,어린이사고,1122,노원구,54,0.64,0,0,0,67,0.64,,,,,,,,,,,,,
2020,노인사고,1122,노원구,244,0.69,3,0.22,1.23,258,0.68,,,,,,,,,,,,,
2020,보행자사고,1122,노원구,285,0.78,3,0.27,1.05,293,0.79,,,,,,,,,,,,,
2020,자전거사고,1122,노원구,191,1.48,1,0.51,0.52,200,1.49,,,,,,,,,,,,,
2020,야간사고,1122,노원구,608,0.73,5,0.34,0.82,820,0.67,,,,,,,,,,,,,
2020,어린이보행사고,1122,노원구,11,0.53,0,0,0,11,0.52,,,,,,,,,,,,,
2020,스쿨존내어린이사고,1122,노원구,1,0.21,0,0,0,2,0.39,,,,,,,,,,,,,
2020,고령운전사고,1122,노원구,227,0.73,1,0.14,0.44,296,0.67,,,,,,,,,,,,,
2020,고령보행사고,1122,노원구,77,0.79,2,0.32,2.6,77,0.83,,,,,,,,,,,,,
2020,PM사고,1122,노원구,7,0.78,0,0,0,8,0.81,,,,,,,,,,,,,
2020,뺑소니사고,1122,노원구,32,0.43,0,0,0,44,0.42,,,,,,,,,,,,,
2020,무면허사고,1122,노원구,23,0.43,0,0,0,34,0.45,,,,,,,,,,,,,
2016,전체,1123,광진구,1045,0.47,9,0.21,0.86,1466,0.44,280.84,90.39,0,47,118,138,584,36,81,294,709,42,0
2016,어린이사고,1123,광진구,49,0.44,0,0,0,56,0.39,,,,,,,,,,,,,
2016,노인사고,1123,광진구,113,0.32,3,0.17,2.65,113,0.29,,,,,,,,,,,,,
2016,보행자사고,1123,광진구,300,0.61,4,0.23,1.33,309,0.62,,,,,,,,,,,,,
2016,자전거사고,1123,광진구,62,1.04,0,0,0,66,1.05,,,,,,,,,,,,,
2016,야간사고,1123,광진구,532,0.56,7,0.32,1.32,779,0.55,,,,,,,,,,,,,
2016,어린이보행사고,1123,광진구,22,0.51,0,0,0,22,0.5,,,,,,,,,,,,,
2016,스쿨존내어린이사고,1123,광진구,4,0.83,0,0,0,4,0.78,,,,,,,,,,,,,
2016,고령운전사고,1123,광진구,119,0.49,0,0,0,161,0.45,,,,,,,,,,,,,
2016,고령보행사고,1123,광진구,53,0.46,3,0.35,5.66,50,0.47,,,,,,,,,,,,,
2016,뺑소니사고,1123,광진구,31,0.37,0,0,0,41,0.33,,,,,,,,,,,,,
2016,무면허사고,1123,광진구,13,0.33,0,0,0,17,0.29,,,,,,,,,,,,,
2017,전체,1123,광진구,1064,0.49,16,0.38,1.5,1441,0.45,285.79,90.88,6,31,116,160,600,33,95,283,744,37,0
2017,어린이사고,1123,광진구,42,0.38,0,0,0,45,0.33,,,,,,,,,,,,,
2017,노인사고,1123,광진구,146,0.39,3,0.17,2.05,150,0.37,,,,,,,,,,,,,
2017,보행자사고,1123,광진구,291,0.61,5,0.3,1.72,304,0.64,,,,,,,,,,,,,
2017,자전거사고,1123,광진구,60,1.06,1,0.79,1.67,62,1.05,,,,,,,,,,,,,
2017,야간사고,1123,광진구,534,0.59,8,0.38,1.5,732,0.54,,,,,,,,,,,,,
2017,어린이보행사고,1123,광진구,23,0.57,0,0,0,24,0.59,,,,,,,,,,,,,
2017,스쿨존내어린이사고,1123,광진구,4,0.84,0,0,0,5,1.03,,,,,,,,,,,,,
2017,고령운전사고,1123,광진구,134,0.5,2,0.24,1.49,191,0.49,,,,,,,,,,,,,
2017,고령보행사고,1123,광진구,59,0.49,1,0.11,1.69,58,0.52,,,,,,,,,,,,,
2017,PM사고,1123,광진구,3,2.56,1,25,33.33,3,2.42,,,,,,,,,,,,,
2017,뺑소니사고,1123,광진구,28,0.36,0,0,0,47,0.41,,,,,,,,,,,,,
2017,무면허사고,1123,광진구,27,0.53,0,0,0,35,0.47,,,,,,,,,,,,,
2018,전체,1123,광진구,1108,0.51,10,0.26,0.9,1474,0.46,298.6,93.19,2,34,89,131,682,38,107,266,810,32,0
2018,어린이사고,1123,광진구,43,0.43,0,0,0,51,0.41,,,,,,,,,,,,,
2018,노인사고,1123,광진구,133,0.34,4,0.24,3.01,131,0.31,,,,,,,,,,,,,
2018,보행자사고,1123,광진구,270,0.59,6,0.4,2.22,282,0.61,,,,,,,,,,,,,
2018,자전거사고,1123,광진구,70,1.47,2,2.2,2.86,72,1.43,,,,,,,,,,,,,
2018,야간사고,1123,광진구,539,0.6,2,0.11,0.37,737,0.55,,,,,,,,,,,,,
2018,어린이보행사고,1123,광진구,20,0.56,0,0,0,21,0.57,,,,,,,,,,,,,
2018,스쿨존내어린이사고,1123,광진구,2,0.46,0,0,0,2,0.42,,,,,,,,,,,,,
2018,고령운전사고,1123,광진구,168,0.56,4,0.47,2.38,231,0.53,,,,,,,,,,,,,
2018,고령보행사고,1123,광진구,56,0.47,2,0.24,3.57,54,0.49,,,,,,,,,,,,,
2018,PM사고,1123,광진구,4,1.78,0,0,0,5,2.1,,,,,,,,,,,,,
2018,뺑소니사고,1123,광진구,32,0.42,0,0,0,51,0.46,,,,,,,,,,,,,
2018,무면허사고,1123,광진구,13,0.25,0,0,0,18,0.24,,,,,,,,,,,,,
2019,전체,1123,광진구,973,0.42,3,0.09,0.31,1316,0.39,271.54,82.75,1,16,113,102,549,64,104,260,682,31,0
2019,어린이사고,1123,광진구,45,0.41,0,0,0,54,0.38,,,,,,,,,,,,,
2019,노인사고,1123,광진구,128,0.31,1,0.07,0.78,133,0.3,,,,,,,,,,,,,
2019,보행자사고,1123,광진구,263,0.56,3,0.23,1.14,266,0.56,,,,,,,,,,,,,
2019,자전거사고,1123,광진구,61,1.08,0,0,0,65,1.08,,,,,,,,,,,,,
2019,야간사고,1123,광진구,440,0.48,3,0.19,0.68,623,0.46,,,,,,,,,,,,,
2019,어린이보행사고,1123,광진구,29,0.75,0,0,0,30,0.76,,,,,,,,,,,,,
2019,스쿨존내어린이사고,1123,광진구,6,1.06,0,0,0,6,1.02,,,,,,,,,,,,,
2019,고령운전사고,1123,광진구,146,0.44,0,0,0,192,0.4,,,,,,,,,,,,,
2019,고령보행사고,1123,광진구,42,0.34,1,0.13,2.38,43,0.37,,,,,,,,,,,,,
2019,PM사고,1123,광진구,9,2.01,0,0,0,10,2.11,,,,,,,,,,,,,
2019,뺑소니사고,1123,광진구,29,0.41,1,1.11,3.45,45,0.44,,,,,,,,,,,,,
2019,무면허사고,1123,광진구,16,0.31,0,0,0,22,0.3,,,,,,,,,,,,,
2020,전체,1123,광진구,869,0.41,4,0.13,0.46,1145,0.37,241.32,73.94,3,23,101,131,492,32,62,190,649,30,0
2020,어린이사고,1123,광진구,22,0.26,0,0,0,25,0.24,,,,,,,,,,,,,
2020,노인사고,1123,광진구,102,0.29,2,0.15,1.96,106,0.28,,,,,,,,,,,,,
2020,보행자사고,1123,광진구,193,0.53,3,0.27,1.55,199,0.54,,,,,,,,,,,,,
2020,자전거사고,1123,광진구,81,0.63,0,0,0,85,0.63,,,,,,,,,,,,,
2020,야간사고,1123,광진구,421,0.51,3,0.21,0.71,598,0.49,,,,,,,,,,,,,
2020,어린이보행사고,1123,광진구,11,0.53,0,0,0,12,0.56,,,,,,,,,,,,,
2020,스쿨존내어린이사고,1123,광진구,4,0.83,0,0,0,4,0.79,,,,,,,,,,,,,
2020,고령운전사고,1123,광진구,117,0.38,1,0.14,0.85,151,0.34,,,,,,,,,,,,,
2020,고령보행사고,1123,광진구,31,0.32,2,0.32,6.45,29,0.31,,,,,,,,,,,,,
2020,PM사고,1123,광진구,24,2.68,0,0,0,25,2.54,,,,,,,,,,,,,
2020,뺑소니사고,1123,광진구,31,0.42,0,0,0,52,0.5,,,,,,,,,,,,,
2020,무면허사고,1123,광진구,21,0.4,0,0,0,23,0.3,,,,,,,,,,,,,
2016,전체,1124,강북구,1227,0.56,15,0.35,1.22,1678,0.51,371.03,124.18,1,55,143,139,679,53,124,398,783,46,0
2016,어린이사고,1124,강북구,42,0.37,0,0,0,49,0.34,,,,,,,,,,,,,
2016,노인사고,1124,강북구,216,0.6,8,0.46,3.7,218,0.57,,,,,,,,,,,,,
2016,보행자사고,1124,강북구,406,0.82,8,0.47,1.97,421,0.85,,,,,,,,,,,,,
2016,자전거사고,1124,강북구,41,0.69,1,0.88,2.44,48,0.76,,,,,,,,,,,,,
2016,야간사고,1124,강북구,593,0.62,9,0.42,1.52,856,0.6,,,,,,,,,,,,,
2016,어린이보행사고,1124,강북구,24,0.56,0,0,0,24,0.55,,,,,,,,,,,,,
2016,스쿨존내어린이사고,1124,강북구,5,1.04,0,0,0,5,0.98,,,,,,,,,,,,,
2016,고령운전사고,1124,강북구,162,0.66,5,0.66,3.09,220,0.62,,,,,,,,,,,,,
2016,고령보행사고,1124,강북구,108,0.95,5,0.58,4.63,103,0.96,,,,,,,,,,,,,
2016,뺑소니사고,1124,강북구,25,0.3,0,0,0,52,0.42,,,,,,,,,,,,,
2016,무면허사고,1124,강북구,10,0.25,0,0,0,13,0.22,,,,,,,,,,,,,
2017,전체,1124,강북구,1202,0.56,9,0.22,0.75,1567,0.49,366.46,120.51,2,40,148,118,684,44,125,431,732,39,0
2017,어린이사고,1124,강북구,47,0.43,0,0,0,53,0.39,,,,,,,,,,,,,
2017,노인사고,1124,강북구,200,0.53,2,0.11,1,211,0.52,,,,,,,,,,,,,
2017,보행자사고,1124,강북구,437,0.92,5,0.3,1.14,449,0.94,,,,,,,,,,,,,
2017,자전거사고,1124,강북구,46,0.81,0,0,0,53,0.89,,,,,,,,,,,,,
2017,야간사고,1124,강북구,607,0.67,7,0.33,1.15,806,0.59,,,,,,,,,,,,,
2017,어린이보행사고,1124,강북구,23,0.57,0,0,0,25,0.61,,,,,,,,,,,,,
2017,고령운전사고,1124,강북구,145,0.54,1,0.12,0.69,186,0.48,,,,,,,,,,,,,
2017,고령보행사고,1124,강북구,100,0.83,2,0.22,2,98,0.87,,,,,,,,,,,,,
2017,뺑소니사고,1124,강북구,26,0.33,0,0,0,33,0.29,,,,,,,,,,,,,
2017,무면허사고,1124,강북구,27,0.53,0,0,0,37,0.49,,,,,,,,,,,,,
2018,전체,1124,강북구,1216,0.56,13,0.34,1.07,1633,0.51,376.57,122.65,1,51,159,127,660,39,122,396,778,42,0
2018,어린이사고,1124,강북구,42,0.42,0,0,0,52,0.41,,,,,,,,,,,,,
2018,노인사고,1124,강북구,246,0.64,8,0.48,3.25,249,0.6,,,,,,,,,,,,,
2018,보행자사고,1124,강북구,401,0.87,9,0.61,2.24,407,0.88,,,,,,,,,,,,,
2018,자전거사고,1124,강북구,41,0.86,1,1.1,2.44,41,0.81,,,,,,,,,,,,,
2018,야간사고,1124,강북구,584,0.65,8,0.43,1.37,845,0.63,,,,,,,,,,,,,
2018,어린이보행사고,1124,강북구,14,0.39,0,0,0,15,0.41,,,,,,,,,,,,,
2018,고령운전사고,1124,강북구,204,0.68,4,0.47,1.96,257,0.59,,,,,,,,,,,,,
2018,고령보행사고,1124,강북구,110,0.93,6,0.71,5.45,106,0.95,,,,,,,,,,,,,
2018,PM사고,1124,강북구,1,0.44,0,0,0,1,0.42,,,,,,,,,,,,,
2018,뺑소니사고,1124,강북구,26,0.34,1,0.93,3.85,44,0.4,,,,,,,,,,,,,
2018,무면허사고,1124,강북구,26,0.5,0,0,0,40,0.53,,,,,,,,,,,,,
2019,전체,1124,강북구,1277,0.56,7,0.21,0.55,1706,0.5,404.51,129.97,1,48,150,123,727,34,144,398,827,52,0
2019,어린이사고,1124,강북구,59,0.53,0,0,0,69,0.49,,,,,,,,,,,,,
2019,노인사고,1124,강북구,217,0.53,3,0.2,1.38,226,0.51,,,,,,,,,,,,,
2019,보행자사고,1124,강북구,401,0.86,2,0.15,0.5,410,0.87,,,,,,,,,,,,,
2019,자전거사고,1124,강북구,57,1.01,2,2.53,3.51,62,1.03,,,,,,,,,,,,,
2019,야간사고,1124,강북구,608,0.67,5,0.31,0.82,835,0.62,,,,,,,,,,,,,
2019,어린이보행사고,1124,강북구,22,0.57,0,0,0,22,0.56,,,,,,,,,,,,,
2019,스쿨존내어린이사고,1124,강북구,5,0.88,0,0,0,6,1.02,,,,,,,,,,,,,
2019,고령운전사고,1124,강북구,193,0.58,1,0.13,0.52,257,0.53,,,,,,,,,,,,,
2019,고령보행사고,1124,강북구,99,0.81,2,0.27,2.02,98,0.84,,,,,,,,,,,,,
2019,PM사고,1124,강북구,1,0.22,0,0,0,1,0.21,,,,,,,,,,,,,
2019,뺑소니사고,1124,강북구,20,0.28,0,0,0,27,0.26,,,,,,,,,,,,,
2019,무면허사고,1124,강북구,14,0.27,0,0,0,23,0.31,,,,,,,,,,,,,
2020,전체,1124,강북구,1087,0.52,3,0.1,0.28,1420,0.46,348.88,110.94,3,37,121,148,619,31,91,272,776,39,0
2020,어린이사고,1124,강북구,33,0.39,0,0,0,43,0.41,,,,,,,,,,,,,
2020,노인사고,1124,강북구,161,0.46,0,0,0,171,0.45,,,,,,,,,,,,,
2020,보행자사고,1124,강북구,275,0.75,2,0.18,0.73,284,0.77,,,,,,,,,,,,,
2020,자전거사고,1124,강북구,72,0.56,0,0,0,77,0.57,,,,,,,,,,,,,
2020,야간사고,1124,강북구,481,0.58,1,0.07,0.21,628,0.52,,,,,,,,,,,,,
2020,어린이보행사고,1124,강북구,8,0.38,0,0,0,8,0.37,,,,,,,,,,,,,
2020,스쿨존내어린이사고,1124,강북구,1,0.21,0,0,0,1,0.2,,,,,,,,,,,,,
2020,고령운전사고,1124,강북구,173,0.56,0,0,0,239,0.54,,,,,,,,,,,,,
2020,고령보행사고,1124,강북구,58,0.6,0,0,0,59,0.64,,,,,,,,,,,,,
2020,PM사고,1124,강북구,3,0.33,0,0,0,3,0.3,,,,,,,,,,,,,
2020,뺑소니사고,1124,강북구,18,0.24,0,0,0,25,0.24,,,,,,,,,,,,,
2020,무면허사고,1124,강북구,10,0.19,0,0,0,18,0.24,,,,,,,,,,,,,
2016,전체,1125,금천구,799,0.36,15,0.35,1.88,1133,0.34,313.76,82.75,1,33,111,80,503,6,39,251,524,24,0
2016,어린이사고,1125,금천구,37,0.33,0,0,0,39,0.27,,,,,,,,,,,,,
2016,노인사고,1125,금천구,108,0.3,6,0.35,5.56,109,0.28,,,,,,,,,,,,,
2016,보행자사고,1125,금천구,253,0.51,9,0.53,3.56,256,0.51,,,,,,,,,,,,,
2016,자전거사고,1125,금천구,31,0.52,0,0,0,33,0.52,,,,,,,,,,,,,
2016,야간사고,1125,금천구,408,0.43,4,0.19,0.98,604,0.42,,,,,,,,,,,,,
2016,어린이보행사고,1125,금천구,23,0.54,0,0,0,23,0.52,,,,,,,,,,,,,
2016,스쿨존내어린이사고,1125,금천구,6,1.25,0,0,0,6,1.18,,,,,,,,,,,,,
2016,고령운전사고,1125,금천구,73,0.3,2,0.26,2.74,104,0.29,,,,,,,,,,,,,
2016,고령보행사고,1125,금천구,48,0.42,5,0.58,10.42,44,0.41,,,,,,,,,,,,,
2016,뺑소니사고,1125,금천구,19,0.23,0,0,0,28,0.23,,,,,,,,,,,,,
2016,무면허사고,1125,금천구,8,0.2,0,0,0,10,0.17,,,,,,,,,,,,,
2017,전체,1125,금천구,824,0.38,6,0.14,0.73,1228,0.38,325.06,84,4,23,122,85,473,12,66,250,550,24,0
2017,어린이사고,1125,금천구,44,0.4,0,0,0,51,0.38,,,,,,,,,,,,,
2017,노인사고,1125,금천구,114,0.3,2,0.11,1.75,119,0.29,,,,,,,,,,,,,
2017,보행자사고,1125,금천구,255,0.54,4,0.24,1.57,265,0.56,,,,,,,,,,,,,
2017,자전거사고,1125,금천구,26,0.46,0,0,0,27,0.46,,,,,,,,,,,,,
2017,야간사고,1125,금천구,409,0.45,1,0.05,0.24,626,0.46,,,,,,,,,,,,,
2017,어린이보행사고,1125,금천구,18,0.45,0,0,0,18,0.44,,,,,,,,,,,,,
2017,고령운전사고,1125,금천구,89,0.33,2,0.24,2.25,120,0.31,,,,,,,,,,,,,
2017,고령보행사고,1125,금천구,49,0.41,1,0.11,2.04,48,0.43,,,,,,,,,,,,,
2017,뺑소니사고,1125,금천구,25,0.32,0,0,0,41,0.36,,,,,,,,,,,,,
2017,무면허사고,1125,금천구,21,0.41,0,0,0,24,0.32,,,,,,,,,,,,,
2018,전체,1125,금천구,932,0.43,6,0.16,0.64,1326,0.41,366.9,94.52,1,29,117,105,565,13,58,266,629,37,0
2018,어린이사고,1125,금천구,26,0.26,0,0,0,36,0.29,,,,,,,,,,,,,
2018,노인사고,1125,금천구,143,0.37,3,0.18,2.1,148,0.35,,,,,,,,,,,,,
2018,보행자사고,1125,금천구,269,0.59,5,0.34,1.86,275,0.59,,,,,,,,,,,,,
2018,자전거사고,1125,금천구,25,0.52,0,0,0,26,0.52,,,,,,,,,,,,,
2018,야간사고,1125,금천구,472,0.52,4,0.21,0.85,659,0.49,,,,,,,,,,,,,
2018,어린이보행사고,1125,금천구,7,0.2,0,0,0,7,0.19,,,,,,,,,,,,,
2018,스쿨존내어린이사고,1125,금천구,1,0.23,0,0,0,1,0.21,,,,,,,,,,,,,
2018,고령운전사고,1125,금천구,127,0.42,1,0.12,0.79,165,0.38,,,,,,,,,,,,,
2018,고령보행사고,1125,금천구,68,0.58,3,0.36,4.41,66,0.59,,,,,,,,,,,,,
2018,뺑소니사고,1125,금천구,36,0.47,0,0,0,46,0.41,,,,,,,,,,,,,
2018,무면허사고,1125,금천구,13,0.25,0,0,0,16,0.21,,,,,,,,,,,,,
2019,전체,1125,금천구,920,0.4,9,0.27,0.98,1353,0.4,373.11,92.79,2,32,133,102,547,6,59,259,626,35,0
2019,어린이사고,1125,금천구,30,0.27,0,0,0,32,0.23,,,,,,,,,,,,,
2019,노인사고,1125,금천구,140,0.34,3,0.2,2.14,148,0.33,,,,,,,,,,,,,
2019,보행자사고,1125,금천구,265,0.57,5,0.38,1.89,270,0.57,,,,,,,,,,,,,
2019,자전거사고,1125,금천구,40,0.71,1,1.27,2.5,48,0.8,,,,,,,,,,,,,
2019,야간사고,1125,금천구,451,0.5,4,0.25,0.89,698,0.52,,,,,,,,,,,,,
2019,어린이보행사고,1125,금천구,18,0.47,0,0,0,18,0.46,,,,,,,,,,,,,
2019,스쿨존내어린이사고,1125,금천구,1,0.18,0,0,0,1,0.17,,,,,,,,,,,,,
2019,고령운전사고,1125,금천구,125,0.38,2,0.26,1.6,172,0.36,,,,,,,,,,,,,
2019,고령보행사고,1125,금천구,54,0.44,2,0.27,3.7,52,0.45,,,,,,,,,,,,,
2019,PM사고,1125,금천구,5,1.12,0,0,0,5,1.06,,,,,,,,,,,,,
2019,뺑소니사고,1125,금천구,30,0.42,0,0,0,40,0.39,,,,,,,,,,,,,
2019,무면허사고,1125,금천구,24,0.46,0,0,0,31,0.42,,,,,,,,,,,,,
2020,전체,1125,금천구,810,0.39,6,0.19,0.74,1084,0.35,326.83,80.76,0,26,122,78,491,9,48,197,563,50,0
2020,어린이사고,1125,금천구,20,0.24,0,0,0,23,0.22,,,,,,,,,,,,,
2020,노인사고,1125,금천구,130,0.37,4,0.3,3.08,133,0.35,,,,,,,,,,,,,
2020,보행자사고,1125,금천구,201,0.55,3,0.27,1.49,206,0.56,,,,,,,,,,,,,
2020,자전거사고,1125,금천구,54,0.42,1,0.51,1.85,60,0.45,,,,,,,,,,,,,
2020,야간사고,1125,금천구,393,0.47,5,0.34,1.27,518,0.42,,,,,,,,,,,,,
2020,어린이보행사고,1125,금천구,7,0.34,0,0,0,7,0.33,,,,,,,,,,,,,
2020,스쿨존내어린이사고,1125,금천구,1,0.21,0,0,0,1,0.2,,,,,,,,,,,,,
2020,고령운전사고,1125,금천구,112,0.36,2,0.28,1.79,130,0.29,,,,,,,,,,,,,
2020,고령보행사고,1125,금천구,53,0.54,2,0.32,3.77,54,0.58,,,,,,,,,,,,,
2020,PM사고,1125,금천구,7,0.78,0,0,0,10,1.02,,,,,,,,,,,,,
2020,뺑소니사고,1125,금천구,34,0.46,0,0,0,42,0.4,,,,,,,,,,,,,
2020,무면허사고,1125,금천구,15,0.28,0,0,0,21,0.28,,,,,,,,,,,,,
