,시설종류,대상시설명,행정구역,경도,위도,다발지역사고건수,다발지역KSI,스쿨존사고건수,스쿨존KSI,ARI
144,유치원,길원병설유치원,성북구,127.0167359,37.60906528,3,1,2,1,1.08
294,어린이집,구립해나어린이집,강동구,127.1347874,37.55586966,4,0,1,1,1.02
918,어린이집,신이화어린이집,영등포구,126.885316,37.516057,5,1,0,0,1.02
479,어린이집,암사무지개어린이집,강동구,127.1305028,37.55371233,4,0,1,1,1.02
478,어린이집,암사어린이집,강동구,127.1249616,37.55061052,4,0,1,1,1.02
609,초등학교,서울중흥초등학교,중랑구,127.0841443,37.601635,3,0,2,1,1.02
588,유치원,예슬유치원,강동구,127.12568290000002,37.55344749,4,0,1,1,1.02
585,유치원,서울유치원,강동구,127.1279082,37.55220582,4,0,1,1,1.02
547,초등학교,선사초등학교,강동구,127.128196,37.5558399,4,0,1,1,1.02
471,유치원,한울유치원,강동구,127.1316795,37.55547042,4,0,1,1,1.02
706,초등학교,신도림초등학교,구로구,126.8832548,37.51198583,5,1,0,0,1.02
99,초등학교,장곡초등학교,성북구,127.0481563,37.61683038,0,0,5,0,1.0
172,어린이집,종암어린이집,성북구,127.0333264,37.5997311,3,0,2,0,1.0
1036,어린이집,청솔어린이집,양천구,126.864345,37.540751,4,3,0,0,1.0
352,초등학교,대도초등학교,강남구,127.0533776,37.49264543,3,0,2,0,1.0
711,유치원,파란나라유치원,영등포구,126.8972605,37.50321946,3,0,2,0,1.0
575,초등학교,명일초등학교,강동구,127.1425695,37.55454236,3,2,1,1,1.0
915,어린이집,해태어린이집,영등포구,126.894845,37.49804915,3,0,2,0,1.0
734,초등학교,신영초등학교,영등포구,126.89609640000002,37.50100557,3,0,2,0,1.0
712,유치원,큰나무유치원,영등포구,126.895153,37.506234,3,0,2,0,1.0
1111,초등학교,등마초등학교,강서구,126.8616338,37.5420258,4,3,0,0,1.0
371,어린이집,삼성어린이집,강남구,127.058851,37.49663609,3,0,2,0,1.0
835,초등학교,서울면북초등학교,중랑구,127.1035487,37.594475,3,0,2,0,1.0
161,어린이집,목화어린이집,성북구,127.0400044,37.60440698,3,0,2,0,1.0
390,유치원,도곡렉슬유치원,강남구,127.0535103,37.49432124,3,0,2,0,1.0
383,유치원,묘동유치원,강남구,127.058723,37.49740739,3,0,2,0,1.0
829,초등학교,서울면일초등학교,중랑구,127.0997953,37.59204241,3,0,2,0,1.0
179,어린이집,영광어린이집,성북구,127.0383055,37.6056621,3,0,2,0,1.0
735,초등학교,도신초등학교,영등포구,126.9007128,37.49926879,3,0,2,0,1.0
190,어린이집,소리어린이집,성북구,127.0358485,37.61121979,3,0,2,0,1.0
162,어린이집,새싹어린이집,성북구,127.0370454,37.60412684,3,0,2,0,1.0
825,유치원,동원초등학교병설유치원,중랑구,127.104928,37.59497800000001,3,0,2,0,1.0
461,어린이집,보람어린이집,강남구,127.0613399644,37.49438501,3,0,2,0,1.0
1024,어린이집,예뜰어린이집,양천구,126.857032,37.526346,3,0,2,0,1.0
929,유치원,도신초등학교병설유치원,영등포구,126.9007128,37.49926879,3,0,2,0,1.0
146,유치원,예린유치원,성북구,127.0323416,37.60000168,3,0,2,0,1.0
544,유치원,명일초병설유치원,강동구,127.1425695,37.55454236,3,2,1,1,1.0
126,유치원,한마음유치원,성북구,127.0411878,37.6161682,0,0,5,0,1.0
458,어린이집,한울어린이집,강남구,127.0609998,37.49590698,3,0,2,0,1.0
122,유치원,사랑유치원,성북구,127.0363501,37.59989962,3,0,2,0,1.0
819,유치원,파랑새유치원,영등포구,126.900249,37.502352,3,0,2,0,1.0
1059,유치원,튼튼유치원,양천구,126.857291,37.525867,3,0,2,0,1.0
1325,어린이집,양문 어린이집,금천구,126.9007985,37.44909769,3,1,1,1,0.89
64,학원,중계미래탐구초등연재센터학원,노원구,127.0767028,37.65063148,4,2,0,0,0.89
1328,어린이집,자연유아 어린이집,금천구,126.908245,37.446718,3,1,1,1,0.89
1331,유치원,조형유치원,금천구,126.9036608,37.44904641,3,1,1,1,0.89
69,학원,하이레벨수학전문학원,노원구,127.0767028,37.65063148,4,2,0,0,0.89
70,학원,CMS중계중등영재2관학원,노원구,127.0767028,37.65063148,4,2,0,0,0.89
73,학원,페디아플러스 중계학원,노원구,127.0723141,37.65219729,4,2,0,0,0.89
71,학원,TOPIAenglishzone어학학원,노원구,127.0767028,37.65063148,4,2,0,0,0.89
1310,초등학교,문백초등학교,금천구,126.8986979,37.447009,3,1,1,1,0.89
1312,초등학교,백산초등학교,금천구,126.9051444,37.44678681,3,1,1,1,0.89
1320,어린이집,시흥5동 어린이집,금천구,126.907253,37.449855,3,1,1,1,0.89
72,학원,크레용미술학원,노원구,127.0723141,37.65219729,4,2,0,0,0.89
75,학원,씨앤에이논술보습학원,노원구,127.0723141,37.65219729,4,2,0,0,0.89
1491,유치원,우리유치원,노원구,127.0777004,37.652811,4,2,0,0,0.89
3,초등학교,원광초교,노원구,127.0749157,37.65431182,4,2,0,0,0.89
66,학원,청담어학원,노원구,127.0767028,37.65063148,4,2,0,0,0.89
1313,어린이집,본동 어린이집,금천구,126.9052384,37.44928529,3,1,1,1,0.89
65,학원,중계세일입시학원,노원구,127.0767028,37.65063148,4,2,0,0,0.89
74,학원,웅진북클럽 학습센터 중계학원,노원구,127.0723141,37.65219729,4,2,0,0,0.89
1493,유치원,원암유치원,노원구,127.085113,37.64981435,4,2,0,0,0.89
1321,초등학교,시흥초등학교,금천구,126.9046408,37.45533882,3,1,1,1,0.89
32,유치원,수암병설유치원,노원구,127.0814631,37.64769427,4,2,0,0,0.89
63,학원,중계덕스어학원,노원구,127.0767028,37.65063148,4,2,0,0,0.89
1485,어린이집,중계어린이집,노원구,127.08071499999998,37.650017,4,2,0,0,0.89
814,어린이집,성모자애어린이집,은평구,126.92377900000001,37.617722,4,2,0,0,0.89
1471,초등학교,중계초교,노원구,127.07331170239999,37.65784108,4,2,0,0,0.89
1588,초등학교,을지초교,노원구,127.0730898,37.65059011,4,2,0,0,0.89
1589,초등학교,불암초교,노원구,127.080671,37.65078343,4,2,0,0,0.89
68,학원,토피아,노원구,127.0767028,37.65063148,4,2,0,0,0.89
50,유치원,까치유치원,노원구,127.07278259999998,37.65624847,4,2,0,0,0.89
14,초등학교,수암초교,노원구,127.0814631,37.64769427,4,2,0,0,0.89
9,학원,올림피아드영재센터학원,노원구,127.0767028,37.65063148,4,2,0,0,0.89
8,학원,알로곤영재센터학원,노원구,127.0767028,37.65063148,4,2,0,0,0.89
7,학원,아발론랭콘중계어학원,노원구,127.0767028,37.65063148,4,2,0,0,0.89
67,학원,최선어학원,노원구,127.0767028,37.65063148,4,2,0,0,0.89
1341,어린이집,금주어린이집,금천구,126.9016607,37.45647886,3,1,1,1,0.89
62,학원,조재필 수학학원,노원구,127.0767028,37.65063148,4,2,0,0,0.89
6,학원,소마사고력수학학원,노원구,127.0767028,37.65063148,4,2,0,0,0.89
1486,어린이집,중계행복어린이집,노원구,127.0829414,37.646026,4,2,0,0,0.89
4,학원,국풍2000학원,노원구,127.0767028,37.65063148,4,2,0,0,0.89
5,학원,모멘텀아스트라학원,노원구,127.0767028,37.65063148,4,2,0,0,0.89
208,어린이집,환희어린이집,서대문구,126.9238474,37.57822438,3,3,0,0,0.85
603,초등학교,홍연초등학교,서대문구,126.9306604,37.58211871,3,3,0,0,0.85
670,어린이집,별밭어린이집,강북구,127.02448909999998,37.61968118,4,1,0,0,0.82
981,어린이집,방학3동,도봉구,127.0324535,37.6612213,4,1,0,0,0.82
1005,초등학교,동북,도봉구,127.0268289,37.655351,4,1,0,0,0.82
992,초등학교,신학초교,도봉구,127.0255131,37.6609904,4,1,0,0,0.82
637,어린이집,광진선교어린이집,구로구,126.85097140000002,37.48589964,4,1,0,0,0.82
647,어린이집,지암어린이집,구로구,126.852844,37.48722468,4,1,0,0,0.82
480,초등학교,개웅초등학교,구로구,126.8499801,37.488569,4,1,0,0,0.82
1004,초등학교,초당,도봉구,127.0221014,37.6584988,4,1,0,0,0.82
990,초등학교,신방학초교,도봉구,127.0292294,37.6659578,4,1,0,0,0.82
1141,유치원,서울마곡유치원,강서구,126.8180306,37.56927039999999,0,0,4,1,0.82
1120,유치원,국제유치원,강서구,126.82293500000002,37.57051178,0,0,4,1,0.82
987,초등학교,방학초교,도봉구,127.0321675,37.6640285,4,1,0,0,0.82
666,어린이집,아람어린이집,강북구,127.0168642,37.62170433,4,1,0,0,0.82
484,초등학교,행림초등학교,동작구,126.96603229999998,37.48221173,3,0,1,1,0.82
656,유치원,솔샘유치원,강북구,127.0124058,37.62182382,4,1,0,0,0.82
748,초등학교,서울화계초등학교,강북구,127.0297148,37.62388579,4,1,0,0,0.82
1088,초등학교,공항초등학교,강서구,126.8216478,37.56308924,0,0,4,1,0.82
1098,초등학교,송화초등학교,강서구,126.8180317,37.56815091,0,0,4,1,0.82
1010,유치원,행복한,도봉구,127.0312223,37.65857310000001,4,1,0,0,0.82
959,유치원,선희,도봉구,127.029886915,37.6575825684,4,1,0,0,0.82
339,유치원,종인유치원,관악구,126.963441,37.479052,3,0,1,1,0.82
1080,초등학교,신월초등학교,강서구,126.8394575,37.54036642,4,1,0,0,0.82
332,유치원,은아유치원,관악구,126.964435,37.47545,3,0,1,1,0.82
953,유치원,유화,도봉구,127.02745799200001,37.6598464251,4,1,0,0,0.82
749,초등학교,서울미양초등학교(미양병설유치원 중복),강북구,127.014132,37.62153170000001,4,1,0,0,0.82
525,초등학교,개명초등학교,구로구,126.85098159999998,37.48303805,4,1,0,0,0.82
514,유치원,미림유치원,구로구,126.857951,37.490828,4,1,0,0,0.82
949,어린이집,경일,도봉구,127.03490320000002,37.6664179,4,1,0,0,0.82
316,초등학교,인헌초등학교,관악구,126.959866,37.476753,3,0,1,1,0.82
1089,유치원,공항초등학교병설유치원,강서구,126.8216478,37.56308924,0,0,4,1,0.82
948,어린이집,방아골,도봉구,127.032581,37.6692804,4,1,0,0,0.82
977,어린이집,예원키즈,도봉구,127.0373617,37.6652429,4,1,0,0,0.82
978,어린이집,리라,도봉구,127.0337501,37.663909,4,1,0,0,0.82
526,초등학교,개봉초등학교,구로구,126.8579748,37.48952311,4,1,0,0,0.82
554,초등학교,천일초등학교,강동구,127.1334367,37.54436122,3,0,1,1,0.82
1066,유치원,예일유치원,관악구,126.964244,37.473911,3,0,1,1,0.82
508,유치원,개봉초병설유치원,구로구,126.8579748,37.48952311,4,1,0,0,0.82
1532,유치원,수정유치원,송파구,127.11531263129999,37.5159732783,4,1,0,0,0.82
1552,초등학교,방산초등학교,송파구,127.12187606139999,37.5093713415,4,1,0,0,0.82
1553,초등학교,방이초등학교,송파구,127.1204981982,37.5134308765,4,1,0,0,0.82
961,유치원,꿈밭,도봉구,127.02760701860001,37.6583039096,4,1,0,0,0.82
680,초등학교,서울오현초등학교,강북구,127.0465747,37.62341903,4,0,0,0,0.8
565,초등학교,보라매초등학교,동작구,126.91614640000002,37.49585333,3,2,0,0,0.72
947,어린이집,한내,도봉구,127.04508432899999,37.6614988112,0,0,3,2,0.72
975,어린이집,예그린,도봉구,127.0305925,37.6510868,0,0,3,2,0.72
1000,초등학교,창동,도봉구,127.0446861,37.6551924,0,0,3,2,0.72
984,초등학교,가인초등학교,도봉구,127.0431592,37.6599068,0,0,3,2,0.72
983,어린이집,창2동,도봉구,127.0404264,37.6573644,0,0,3,2,0.72
1210,어린이집,노아어린이집,관악구,126.912372,37.481854,3,2,0,0,0.72
476,어린이집,고일어린이집,강동구,127.1513067,37.55696418,3,2,0,0,0.72
573,초등학교,명덕초등학교,강동구,127.1450815,37.55676233,3,2,0,0,0.72
951,어린이집,신세인,도봉구,127.0405866,37.6575153,0,0,3,2,0.72
574,초등학교,명원초등학교,강동구,127.1505002,37.551224100000006,3,2,0,0,0.72
1003,초등학교,창일,도봉구,127.0476797,37.6471695,0,0,3,2,0.72
979,어린이집,세인,도봉구,127.0389515,37.6588094,0,0,3,2,0.72
542,유치원,고명초병설유치원,강동구,127.1474362,37.55297253,3,2,0,0,0.72
1002,초등학교,창원,도봉구,127.040553,37.6525531,0,0,3,2,0.72
580,유치원,은새유치원,강동구,127.1526193,37.55236741,3,2,0,0,0.72
950,어린이집,햇살마루,도봉구,127.04081229999998,37.65750170000001,0,0,3,2,0.72
997,초등학교,자운,도봉구,127.0463946,37.6577174,0,0,3,2,0.72
952,어린이집,이화,도봉구,127.0404858,37.65738270000001,0,0,3,2,0.72
1114,유치원,수미유치원,강서구,126.838533,37.532117,3,2,0,0,0.72
962,유치원,삼풍,도봉구,127.0456386,37.656749,0,0,3,2,0.72
966,유치원,청아,도봉구,127.0493335342,37.6568264215,0,0,3,2,0.72
968,유치원,한사랑,도봉구,127.04733036,37.650390623,0,0,3,2,0.72
591,초등학교,고명초등학교,강동구,127.1474362,37.55297253,3,2,0,0,0.72
1009,유치원,윤정,도봉구,127.0509338,37.649242,0,0,3,2,0.72
971,유치원,창동초병설,도봉구,127.0446861,37.6551924,0,0,3,2,0.72
78,어린이집,배다리어린이집,강서구,126.8395428,37.53127824,3,2,0,0,0.72
497,유치원,요요유치원,동작구,126.9116916,37.49527344,3,2,0,0,0.72
973,어린이집,쌍문2동,도봉구,127.0430751,37.6528547,0,0,3,2,0.72
955,유치원,선아,도봉구,127.0440451,37.6485286,0,0,3,2,0.72
974,어린이집,쌍문삼성,도봉구,127.0344914,37.6509601,0,0,3,2,0.72
1171,어린이집,푸른하늘어린이집,동대문구,127.0669403,37.56894421,3,1,0,0,0.63
1170,어린이집,장안어린이집,동대문구,127.069485,37.56411170000001,3,1,0,0,0.63
1189,어린이집,사군자어린이집,동대문구,127.0638865,37.56510957,3,1,0,0,0.63
1184,어린이집,이화어린이집,동대문구,127.0727032,37.57007078,3,1,0,0,0.63
1177,초등학교,신강초교,양천구,126.841556,37.525717,3,1,0,0,0.63
1011,초등학교,매헌,서초구,127.042077,37.471264,3,1,0,0,0.63
1159,유치원,세하유치원,동대문구,127.0729635,37.56773522,3,1,0,0,0.63
1183,어린이집,별밭어린이집,동대문구,127.0685733,37.57234503,3,1,0,0,0.63
1179,어린이집,조은어린이집,동대문구,127.0598623,37.57007076,3,1,0,0,0.63
1295,초등학교,강서초교,양천구,126.840913,37.522413,3,1,0,0,0.63
1142,유치원,우현유치원,강서구,126.83810700000001,37.557521,3,1,0,0,0.63
1137,유치원,밤비니유치원,강서구,126.8095884,37.558943,0,0,3,1,0.63
1092,초등학교,등명초등학교,강서구,126.8423834,37.56089508,3,1,0,0,0.63
1018,어린이집,이화어린이집,양천구,126.846909,37.521823,3,1,0,0,0.63
780,초등학교,은진초등,은평구,126.9209282,37.632607,0,0,3,1,0.63
960,유치원,한볕,도봉구,127.0387778224,37.642922788,3,1,0,0,0.63
1362,유치원,구룡,서초구,127.049171,37.471103,3,1,0,0,0.63
1358,유치원,우면초교병설,서초구,127.023746,37.464709,3,1,0,0,0.63
1357,초등학교,우면,서초구,127.023746,37.464709,3,1,0,0,0.63
806,유치원,진관유치원,은평구,126.930959,37.6347136,0,0,3,1,0.63
926,유치원,영중초등학교병설유치원,영등포구,126.9036935,37.52414258,3,1,0,0,0.63
920,어린이집,남서울어린이집,영등포구,126.908385,37.52867655,3,1,0,0,0.63
1055,유치원,샘터유치원,양천구,126.832489,37.518051,3,1,0,0,0.63
1342,초등학교,금천초등학교,금천구,126.9128749,37.45481034,3,1,0,0,0.63
1054,유치원,상아유치원,양천구,126.833907,37.520928593200004,3,1,0,0,0.63
1339,초등학교,금동초등학교,금천구,126.9163991,37.44773957,3,1,0,0,0.63
1040,어린이집,곰달래어린이집,양천구,126.834015,37.527705,3,1,0,0,0.63
843,유치원,티움유치원,송파구,127.115237,37.501103146999995,3,1,0,0,0.63
911,유치원,평화유치원,영등포구,126.8968009,37.532337,3,1,0,0,0.63
1322,초등학교,신흥초등학교,금천구,126.9080883,37.4593748,3,1,0,0,0.63
1319,어린이집,시흥4동어린이집,금천구,126.906171,37.45898015,3,1,0,0,0.63
865,어린이집,예아랑어린이집,광진구,127.078049,37.570679,3,1,0,0,0.63
1045,어린이집,우리또래어린이집,양천구,126.832355,37.521907,3,1,0,0,0.63
877,초등학교,중마초등학교,광진구,127.07902391629999,37.565790840300004,3,1,0,0,0.63
1305,초등학교,동광초등학교,금천구,126.9158199,37.45193626,3,1,0,0,0.63
1093,초등학교,등서초등학교,강서구,126.8550364,37.551822,0,0,3,1,0.63
1030,학원,잉글리쉬러닝베이(신월),양천구,126.835471,37.520019,3,1,0,0,0.63
1029,어린이집,신월이화어린이집,양천구,126.830175,37.522439221999996,3,1,0,0,0.63
1196,어린이집,세서울어린이집,동대문구,127.067234,37.57172101,3,1,0,0,0.63
1191,어린이집,산내들어린이집,동대문구,127.0660298,37.57387476,3,1,0,0,0.63
612,초등학교,서울봉화초등학교,중랑구,127.0924077,37.61357488,3,1,0,0,0.63
1134,어린이집,상아어린이집,강서구,126.840249,37.562025,3,1,0,0,0.63
1413,어린이집,양재목련,서초구,127.046495,37.473446,3,1,0,0,0.63
1412,어린이집,니꼴라오,서초구,127.048168,37.472065,3,1,0,0,0.63
1411,어린이집,양재별하,서초구,127.049397,37.471941,3,1,0,0,0.63
1192,어린이집,삼성어린이집,동대문구,127.0682469,37.57128823,3,1,0,0,0.63
1025,어린이집,넓은들어린이집,양천구,126.829358,37.5133510578,3,1,0,0,0.63
1026,어린이집,푸르미어린이집,양천구,126.83746200000002,37.523505,3,1,0,0,0.63
985,초등학교,누원초등학교,도봉구,127.0490694,37.6869304,3,1,0,0,0.63
692,초등학교,영중초등학교,영등포구,126.9036935,37.52414258,3,1,0,0,0.63
1096,초등학교,등촌초등학교,강서구,126.8579416,37.54761251,0,0,3,1,0.63
693,초등학교,영동초등학교,영등포구,126.907704,37.527007,3,1,0,0,0.63
697,초등학교,당서초등학교,영등포구,126.8998141,37.53202852,3,1,0,0,0.63
699,초등학교,영신초등학교,영등포구,126.9181211,37.51017349,3,1,0,0,0.63
1299,초등학교,탑동초등학교,금천구,126.9153675,37.45251781,3,1,0,0,0.63
721,유치원,영중유치원,영등포구,126.90523229999998,37.53107433,3,1,0,0,0.63
723,유치원,한영교회유치원,영등포구,126.904777,37.528458,3,1,0,0,0.63
1199,어린이집,솔향기어린이집,동대문구,127.071985,37.568331,3,1,0,0,0.63
1385,어린이집,삼성알앤디캠퍼스어린이집(진행중),서초구,127.0231267969,37.466520547600005,3,1,0,0,0.63
1203,어린이집,대림늘푸른어린이집,동대문구,127.0644009968,37.571142,3,1,0,0,0.63
1204,어린이집,장안현대어린이집,동대문구,127.074611,37.569744,3,1,0,0,0.63
1019,어린이집,신정3어린이집,양천구,126.850144,37.518814,3,1,0,0,0.63
1169,어린이집,메꽃어린이집,동대문구,127.0760464,37.57171567,3,1,0,0,0.63
273,초등학교,안평초교,동대문구,127.0720337,37.56596984,3,1,0,0,0.63
1520,유치원,가락병설유치원,송파구,127.10761399999998,37.5000219623,3,1,0,0,0.63
1556,초등학교,석촌초등학교,송파구,127.10521321110001,37.5026298225,3,1,0,0,0.63
1495,유치원,우솔초교병설,서초구,127.0192756194,37.4570942208,3,1,0,0,0.63
1494,초등학교,우솔,서초구,127.0192756194,37.4570942208,3,1,0,0,0.63
407,초등학교,포이초등학교,강남구,127.0525106,37.47591562,3,1,0,0,0.63
1561,초등학교,신가초등학교,송파구,127.1198579,37.5003769,3,1,0,0,0.63
1564,초등학교,영풍초등학교,송파구,127.14301493110001,37.4962643,3,1,0,0,0.63
1487,어린이집,청솔창의어린이집,노원구,127.0709619,37.634028,3,1,0,0,0.63
1572,초등학교,중대초등학교,송파구,127.1136050041,37.4998109131,3,1,0,0,0.63
1484,어린이집,노원어린이집,노원구,127.051145,37.67622100000001,3,1,0,0,0.63
496,유치원,열림유치원,동작구,126.929207,37.5089258,3,1,0,0,0.63
1483,어린이집,북부어린이집,노원구,127.052415,37.67970639,3,1,0,0,0.63
447,어린이집,예지어린이집,강남구,127.0535087,37.47352236,3,1,0,0,0.63
1585,초등학교,중현초교,노원구,127.065953,37.63251336,3,1,0,0,0.63
1586,초등학교,연촌초교,노원구,127.0725121,37.634416,3,1,0,0,0.63
453,어린이집,아이뜰어린이집,강남구,127.050117,37.477164,3,1,0,0,0.63
1475,어린이집,품속어린이집,노원구,127.05706399999998,37.673154,3,1,0,0,0.63
1473,특수학교,정민학교,노원구,127.0731686,37.633839,3,1,0,0,0.63
1468,초등학교,노일초교,노원구,127.0535507725,37.6726010269,3,1,0,0,0.63
1498,어린이집,금륜어린이집,송파구,127.148035,37.4994528,3,1,0,0,0.63
267,초등학교,군자초교,동대문구,127.0605231,37.56412385,3,1,0,0,0.63
1499,어린이집,뉴한가람어린이집,송파구,127.1463491,37.4996279,3,1,0,0,0.63
268,유치원,군자초교병설유치원,동대문구,127.0605231,37.56412385,3,1,0,0,0.63
1524,유치원,동삼유치원,송파구,127.14906770000002,37.4969515,3,1,0,0,0.63
1516,어린이집,행복한어린이집,송파구,127.109705,37.5059305972,3,1,0,0,0.63
1513,어린이집,천사어린이집,송파구,127.1490959483,37.4993137404,3,1,0,0,0.63
1509,어린이집,오금어린이집,송파구,127.140539,37.502546,3,1,0,0,0.63
1529,유치원,석촌유치원,송파구,127.106653,37.502878,3,1,0,0,0.63
1544,유치원,혜림유치원,송파구,127.135206,37.4943352586,3,1,0,0,0.63
1545,어린이집,가락본동어린이집,송파구,127.1246281,37.5010035386,3,1,0,0,0.63
1505,어린이집,송파제일어린이집,송파구,127.1122247,37.503654117800004,3,1,0,0,0.63
1546,어린이집,가원어린이집,송파구,127.1436758,37.4955385,3,1,0,0,0.63
275,유치원,장평초교병설유치원,동대문구,127.07389340000002,37.57399475,3,1,0,0,0.63
1503,어린이집,산성어린이집,송파구,127.148677,37.49700767,3,1,0,0,0.63
274,초등학교,장평초교,동대문구,127.07389340000002,37.57399475,3,1,0,0,0.63
1547,어린이집,거여어린이집,송파구,127.142155,37.49453270000001,3,1,0,0,0.63
388,유치원,초원유치원,강남구,127.048578,37.475915,3,1,0,0,0.63
1500,어린이집,마천어린이집,송파구,127.1516672742,37.4958073571,3,1,0,0,0.63
271,초등학교,동답초교,동대문구,127.0640336,37.57150295,3,1,0,0,0.63
1548,초등학교,마천초등학교,송파구,127.15263013170001,37.4955069831,3,1,0,0,0.63
1466,초등학교,노원초교,노원구,127.05845359999998,37.67359491,3,1,0,0,0.63
1522,유치원,기린유치원,송파구,127.107597,37.507711,3,1,0,0,0.63
30,유치원,연촌병설유치원,노원구,127.0725121,37.634416,3,1,0,0,0.63
1637,초등학교,가락초등학교,송파구,127.1076957,37.5000219623,3,1,0,0,0.63
1642,초등학교,거원초등학교,송파구,127.14493431870001,37.4876238568,3,1,0,0,0.63
1643,초등학교,남천초등학교,송파구,127.1501433,37.500535600000006,3,1,0,0,0.63
61,유치원,연지유치원,노원구,127.0604882,37.63295597,3,1,0,0,0.63
12,유치원,노일유치원,노원구,127.0535507725,37.6726010269,3,1,0,0,0.63
51,유치원,선덕유치원,노원구,127.0671226,37.6330641,3,1,0,0,0.63
43,유치원,꿈터유치원,노원구,127.06006200000002,37.672736,3,1,0,0,0.63
33,유치원,수락병설유치원,노원구,127.0551836,37.68450193,3,1,0,0,0.63
536,초등학교,영화초등학교,동작구,126.9329751,37.50890703,3,1,0,0,0.63
24,초등학교,연지초교,노원구,127.0595368,37.63319071,3,1,0,0,0.63
1640,초등학교,개롱초등학교,송파구,127.1398426,37.497352,3,1,0,0,0.63
533,초등학교,신길초등학교,동작구,126.9267292,37.51087166,3,1,0,0,0.63
1666,초등학교,신북초교,마포구,126.9053627531,37.5711039693,3,1,0,0,0.63
19,초등학교,수락초교,노원구,127.0551836,37.68450193,3,1,0,0,0.63
84,어린이집,구립엠밸리큰나무어린이집,강서구,126.8360761,37.56186182,3,1,0,0,0.63
713,유치원,우성유치원,영등포구,126.900623,37.505742,3,0,0,0,0.6
1554,초등학교,버들초등학교,송파구,127.0890283,37.5102332151,3,0,0,0,0.6
393,유치원,대현초등학교병설유치원,강남구,127.063564,37.50372276,3,0,0,0,0.6
715,어린이집,선재어린이집,영등포구,126.894421,37.5286217,3,0,0,0,0.6
716,유치원,명신유치원,영등포구,126.907811,37.507661,3,0,0,0,0.6
724,유치원,성락유치원,영등포구,126.902462,37.503707,3,0,0,0,0.6
725,초등학교,선유초등학교,영등포구,126.892794,37.532816,3,0,0,0,0.6
558,유치원,천호유치원,강동구,127.1308643,37.5416383,3,0,0,0,0.6
386,유치원,강남유치원,강남구,127.039009,37.515448,3,0,0,0,0.6
398,유치원,청담몬테소리유치원,강남구,127.046511,37.519322,3,0,0,0,0.6
413,초등학교,학동초등학교,강남구,127.0395969,37.51226034,3,0,0,0,0.6
1559,초등학교,송전초등학교,송파구,127.09512861040001,37.5088300798,3,0,0,0,0.6
1560,초등학교,송파초등학교,송파구,127.1156312815,37.5318846619,3,0,0,0,0.6
1272,유치원,강변유치원,용산구,126.9774173,37.51833758,3,0,0,0,0.6
922,어린이집,구립신길5동어린이집,영등포구,126.906102,37.497564,3,0,0,0,0.6
418,유치원,영동제일유치원,강남구,127.05343700000002,37.517579,3,0,0,0,0.6
1273,유치원,한가람유치원,용산구,126.98126299999998,37.51952037,3,0,0,0,0.6
1569,초등학교,잠일초등학교,송파구,127.0816351,37.51473995,3,0,0,0,0.6
919,어린이집,무지개영재어린이집,영등포구,126.8936102,37.525209,3,0,0,0,0.6
89,초등학교,돈암초등학교,성북구,127.0131031,37.5937453,3,0,0,0,0.6
912,어린이집,영신어린이집,영등포구,126.9106409,37.503962,3,0,0,0,0.6
909,유치원,성미유치원,영등포구,126.909256,37.50168998,3,0,0,0,0.6
587,유치원,송원유치원,강동구,127.1315545,37.5292241,3,0,0,0,0.6
1562,초등학교,신천초등학교,송파구,127.095049224,37.514012719,3,0,0,0,0.6
690,초등학교,대동초등학교,영등포구,126.9001186,37.49370368,3,0,0,0,0.6
410,초등학교,언북초등학교,강남구,127.04471409999998,37.52012607,3,0,0,0,0.6
405,초등학교,삼릉초등학교,강남구,127.046914,37.51325956,3,0,0,0,0.6
1281,초등학교,경인초교,양천구,126.885698,37.532893,3,0,0,0,0.6
567,초등학교,삼일초등학교,동작구,126.975172,37.4882193,3,0,0,0,0.6
1380,어린이집,서초구립방배열린,서초구,126.992243,37.489006,3,0,0,0,0.6
401,초등학교,대현초등학교,강남구,127.063564,37.50372276,3,0,0,0,0.6
737,초등학교,대영초등학교,영등포구,126.9063358,37.50267919,3,0,0,0,0.6
385,유치원,성요셉유치원,강남구,127.0482112,37.52627314,3,0,0,0,0.6
1534,유치원,신천병설유치원,송파구,127.095049224,37.514012719,3,0,0,0,0.6
293,어린이집,대치어린이집,강남구,127.065542,37.50185478,3,0,0,0,0.6
295,어린이집,성내참사랑어린이집,강동구,127.1291451,37.52601922,3,0,0,0,0.6
549,초등학교,성일초등학교,강동구,127.1284083,37.52970924,3,0,0,0,0.6
1507,어린이집,열매어린이집,송파구,127.1180408616,37.5274169166,3,0,0,0,0.6
301,어린이집,그린어린이집,강동구,127.1268502,37.5304122,3,0,0,0,0.6
548,초등학교,성내초등학교,강동구,127.1225001,37.53135786,3,0,0,0,0.6
313,초등학교,사당초등학교,관악구,126.973352,37.473838,3,0,0,0,0.6
1511,어린이집,주주어린이집,송파구,127.0864116891,37.5058262,3,0,0,0,0.6
818,유치원,평강유치원,영등포구,126.908145,37.49493197,3,0,0,0,0.6
1514,어린이집,풍납어린이집,송파구,127.116554,37.5288075,3,0,0,0,0.6
811,초등학교,수색초등(병설포함),은평구,126.895422,37.5850571,3,0,0,0,0.6
1515,어린이집,풍성어린이집,송파구,127.12042350000002,37.535373,3,0,0,0,0.6
