,시설종류,대상시설명,행정구역,경도,위도,다발지역사고건수,다발지역KSI,스쿨존사고건수,스쿨존KSI,ARI
1525,유치원,동화나라유치원,송파구,127.115429,37.5288178583,3,0,0,0,0.6
336,유치원,새싹유치원,관악구,126.972834,37.47456500000001,3,0,0,0,0.6
1361,초등학교,이수,서초구,126.984416,37.4783713305,3,0,0,0,0.6
786,어린이집,창4동,도봉구,127.0532892,37.6421639,3,0,0,0,0.6
798,유치원,효림유치원,은평구,126.8994297,37.5855516,3,0,0,0,0.6
1531,유치원,송전병설유치원,송파구,127.09512861040001,37.5088300798,3,0,0,0,0.6
1540,유치원,잠신병설유치원,송파구,127.0879195,37.5141325,3,0,0,0,0.6
1502,어린이집,사랑어린이집,송파구,127.1193467,37.5315061362,3,0,0,0,0.6
1541,유치원,잠일병설유치원,송파구,127.0816351,37.51473995,3,0,0,0,0.6
736,초등학교,도림초등학교,영등포구,126.90729070000002,37.50750302,3,0,0,0,0.6
424,학원,동작시사어학원,동작구,126.9778247,37.488664,3,0,0,0,0.6
1379,어린이집,서초구립예아,서초구,126.984571,37.482379,3,0,0,0,0.6
1378,어린이집,방배,서초구,126.993052,37.485092,3,0,0,0,0.6
380,어린이집,강남구청어린이집,강남구,127.0470611,37.51796636,3,0,0,0,0.6
379,어린이집,청수어린이집,강남구,127.049284,37.525052,3,0,0,0,0.6
377,어린이집,선재어린이집,강남구,127.0563559,37.50147751,3,0,0,0,0.6
375,어린이집,한티어린이집,강남구,127.066938,37.49995467,3,0,0,0,0.6
373,어린이집,선릉삼성어린이집,강남구,127.051164,37.50663400000001,3,0,0,0,0.6
372,어린이집,오르다어린이집,강남구,127.0505144,37.51279678,3,0,0,0,0.6
21,초등학교,당현초교,노원구,127.05821170000002,37.64825944,3,0,0,0,0.6
750,초등학교,수색초등,은평구,126.8954934,37.585073,3,0,0,0,0.6
369,어린이집,연화어린이집,강남구,127.03720420000002,37.517216,3,0,0,0,0.6
368,특수학교,서울아카데미(외국인),강남구,127.061603,37.49996119,3,0,0,0,0.6
367,특수학교,정애학교,강남구,127.054425,37.514363,3,0,0,0,0.6
846,초등학교,잠신초등학교,송파구,127.0879195,37.5141325,3,0,0,0,0.6
840,어린이집,세화어린이집,중랑구,127.073783,37.59993259,0,0,3,0,0.6
1570,초등학교,잠전초등학교,송파구,127.0838483213,37.5073393539,3,0,0,0,0.6
432,어린이집,사당4동어린이집,동작구,126.973077,37.480666,3,0,0,0,0.6
108,초등학교,성신초등학교,성북구,127.0231285,37.59462313,3,0,0,0,0.6
1414,어린이집,방배4동,서초구,126.991262,37.487828,3,0,0,0,0.6
1406,어린이집,아가야,서초구,126.98707353559999,37.4880817314,3,0,0,0,0.6
1255,초등학교,신용산초교,용산구,126.9753668,37.52062932,3,0,0,0,0.6
201,어린이집,서정,서초구,126.9827868583,37.4807674284,3,0,0,0,0.6
460,어린이집,아이앤어린이집,강남구,127.0518427,37.51002831,3,0,0,0,0.6
188,어린이집,느티나무어린이집,성북구,127.0081186,37.59796095,3,0,0,0,0.6
1246,어린이집,충신교회어린이집,용산구,126.9677697,37.52052298,3,0,0,0,0.6
1243,유치원,원유치원,용산구,126.9768167716,37.5196486041,3,0,0,0,0.6
462,어린이집,다문화어린이집,동작구,126.9787548,37.4830324,3,0,0,0,0.6
1242,유치원,대건유치원,용산구,126.9778555,37.52071271,3,0,0,0,0.6
121,유치원,반디유치원,성북구,127.012706,37.59447253,3,0,0,0,0.6
110,초등학교,숭덕초등학교,성북구,127.0132906,37.60381836,3,0,0,0,0.6
182,어린이집,가람어린이집,성북구,127.0074133,37.59834960000001,3,0,0,0,0.6
181,어린이집,돈암감리교회어린이집,성북구,127.017875,37.59572686,3,0,0,0,0.6
111,초등학교,정덕초등학교,성북구,127.013421,37.59823941,3,0,0,0,0.6
579,유치원,유정유치원,강동구,127.1337598,37.525911,3,0,0,0,0.6
175,유치원,성신유치원,성북구,127.02214740000002,37.59165365,3,0,0,0,0.6
1416,어린이집,도구머리,서초구,126.987193,37.478623,3,0,0,0,0.6
173,유치원,천사유치원,성북구,127.012706,37.59447253,3,0,0,0,0.6
171,유치원,정덕병설유치원,성북구,127.013421,37.59823941,3,0,0,0,0.6
584,유치원,준현유치원,강동구,127.1266259,37.53049305,3,0,0,0,0.6
1419,어린이집,방배본동 행복한,서초구,126.985489,37.495021,3,0,0,0,0.6
168,유치원,우촌유치원,성북구,127.0114006,37.59564089,3,0,0,0,0.6
123,유치원,세아유치원,성북구,127.012706,37.59447253,3,0,0,0,0.6
487,유치원,동그라미유치원,동작구,126.9793688,37.4816149,3,0,0,0,0.6
127,유치원,희망찬유치원,성북구,127.0231416,37.59899113,3,0,0,0,0.6
139,유치원,새싹유치원,성북구,127.0142327,37.60298573,3,0,0,0,0.6
138,유치원,베네딕도유치원,성북구,127.0158038,37.59965547,3,0,0,0,0.6
129,유치원,돈암병설유치원,성북구,127.0131031,37.5937453,3,0,0,0,0.6
650,어린이집,예일어린이집,송파구,127.0857213,37.50342765,3,0,0,0,0.6
132,초등학교,우촌초등학교,성북구,127.0114006,37.59564089,3,0,0,0,0.6
653,어린이집,참사랑어린이집,동작구,126.9775139,37.48280553,3,0,0,0,0.6
428,어린이집,이수어린이집,동작구,126.980752,37.491522812199996,3,0,0,0,0.6
439,어린이집,청담어린이집,강남구,127.0401134,37.52212074,3,0,0,0,0.6
436,학원,튼튼영어마스터 학원,동작구,126.971286,37.479934,3,0,0,0,0.6
1206,초등학교,남사초등학교,동작구,126.9782332,37.4819443,3,0,0,0,0.6
1405,어린이집,아람마주이야기,서초구,126.98651922229999,37.490799108800005,3,0,0,0,0.6
1403,유치원,방배초교병설,서초구,126.987137,37.486764,3,0,0,0,0.6
1573,초등학교,토성초등학교,송파구,127.1156312815,37.5318846619,3,0,0,0,0.6
440,어린이집,역삼어린이집,강남구,127.035679,37.497106,3,0,0,0,0.6
1267,초등학교,한강초교,용산구,126.9650994294,37.525226173,3,0,0,0,0.6
1207,초등학교,남성초등학교,동작구,126.9754872,37.48459633,3,0,0,0,0.6
101,초등학교,정수초등학교,성북구,127.0077189,37.60377561,3,0,0,0,0.6
1575,초등학교,풍납초등학교,송파구,127.117205578,37.5344059116,3,0,0,0,0.6
437,어린이집,신사어린이집,강남구,127.0401134,37.52212074,3,0,0,0,0.6
105,초등학교,매원초등학교,성북구,127.0191869,37.59767468,3,0,0,0,0.6
1404,유치원,새순,서초구,126.98857848280001,37.489064,3,0,0,0,0.6
930,유치원,대동초등학교병설유치원,영등포구,126.9001186,37.49370368,3,0,0,0,0.6
1268,유치원,충신유치원,용산구,126.97298059379999,37.5204903168,3,0,0,0,0.6
425,학원,미래연미술학원,동작구,126.97148500000002,37.480221,3,0,0,0,0.6
1402,초등학교,방배,서초구,126.987137,37.486764,3,0,0,0,0.6
199,초등학교,서초,서초구,127.024893,37.499048,0,0,2,2,0.57
1415,어린이집,서초1동하은,서초구,127.018267,37.493179,0,0,2,2,0.57
1347,어린이집,서초구립 서울교육대학교사향어린이집,서초구,127.018079,37.491767,0,0,2,2,0.57
1497,초등학교,서원,서초구,127.014621,37.502438,0,0,2,2,0.57
1346,어린이집,서초연꽃,서초구,127.018079,37.491767,0,0,2,2,0.57
408,초등학교,논현초등학교,강남구,127.0262217,37.50849066,0,0,2,2,0.57
1601,어린이집,서초1삼성,서초구,127.0269144605,37.4966333557,0,0,2,2,0.57
1602,어린이집,서초2삼성,서초구,127.0257035891,37.4967437284,0,0,2,2,0.57
200,유치원,예원,서초구,127.015475,37.500427,0,0,2,2,0.57
1421,유치원,원명초교병설,서초구,127.016706,37.500776,0,0,2,2,0.57
1382,어린이집,반포복지관,서초구,127.021231,37.507877,0,0,2,2,0.57
1383,어린이집,누리아미,서초구,127.022212,37.50271400000001,0,0,2,2,0.57
1354,초등학교,서이,서초구,127.025619,37.491566,0,0,2,2,0.57
1371,유치원,석문,서초구,127.0217400956,37.4928856919,0,0,2,2,0.57
1420,초등학교,원명,서초구,127.016706,37.500776,0,0,2,2,0.57
205,어린이집,샤이닝키즈,서초구,127.026805,37.495091,0,0,2,2,0.57
365,초등학교,자곡초등학교,강남구,127.0996009,37.472191,0,0,2,1,0.45
1072,초등학교,방화초등학교,강서구,126.8074988,37.56870364,0,0,2,1,0.45
364,초등학교,율현초등학교,강남구,127.108267,37.474559,0,0,2,1,0.45
363,초등학교,세명초등학교,강남구,127.0910762,37.468857,0,0,2,1,0.45
1033,유치원,세화유치원,양천구,126.871238,37.514999,0,0,2,1,0.45
1031,학원,잉글리쉬러닝베이(목동),양천구,126.8727818699,37.519742,0,0,2,1,0.45
627,초등학교,오류초등학교,구로구,126.8420281,37.49752903,0,0,2,1,0.45
1145,어린이집,구립아이솔어린이집,강서구,126.8073379,37.56443212,0,0,2,1,0.45
1279,초등학교,갈산초교,양천구,126.870229,37.512372,0,0,2,1,0.45
397,유치원,은곡유치원,강남구,127.096934,37.46682003,0,0,2,1,0.45
449,어린이집,방죽어린이집,강남구,127.104503,37.4699202,0,0,2,1,0.45
1286,초등학교,신서초교,양천구,126.862332,37.52059600000001,0,0,2,1,0.45
704,초등학교,세곡초등학교,구로구,126.8491193,37.50505628,0,0,2,1,0.45
1076,초등학교,정곡초등학교,강서구,126.818936,37.5769308,0,0,2,1,0.45
644,어린이집,세라핌어린이집,구로구,126.8450222,37.497724,0,0,2,1,0.45
1118,유치원,방화이화유치원,강서구,126.8135129,37.57409045,0,0,2,1,0.45
642,어린이집,샘소슬어린이집,구로구,126.834631,37.49359778,0,0,2,1,0.45
1285,초등학교,신목초교,양천구,126.872685,37.516610977,0,0,2,1,0.45
1284,초등학교,서정초교,양천구,126.86723700000002,37.523451,0,0,2,1,0.45
1136,어린이집,이레어린이집,강서구,126.810033,37.56950782,0,0,2,1,0.45
1283,초등학교,목동초교,양천구,126.8721195225,37.52280800000001,0,0,2,1,0.45
1077,유치원,정곡초등학교(병설유치원),강서구,126.818936,37.5769308,0,0,2,1,0.45
524,유치원,혜원유치원,구로구,126.842282,37.49940021,0,0,2,1,0.45
1078,초등학교,치현초등학교,강서구,126.814673,37.57591942,0,0,2,1,0.45
450,어린이집,푸른어린이집,강남구,127.0998275,37.47356078,0,0,2,1,0.45
510,유치원,나비유치원,구로구,126.839734,37.497362,0,0,2,1,0.45
130,유치원,동선유치원,성북구,127.02036409999998,37.58403157,0,0,2,0,0.4
124,유치원,은영유치원,성북구,127.0166844,37.5846232,0,0,2,0,0.4
119,유치원,덕수유치원,성북구,126.9952986,37.5940033,0,0,2,0,0.4
113,초등학교,광운초등학교,성북구,127.0550899,37.61905819,0,0,2,0,0.4
187,어린이집,초원어린이집,성북구,127.0371676,37.59817287,0,0,2,0,0.4
131,유치원,동신병설유치원,성북구,127.0170593,37.58328607,0,0,2,0,0.4
134,유치원,새삼선유치원,성북구,127.0059939,37.58998063,0,0,2,0,0.4
137,유치원,성북병설유치원,성북구,126.9987771,37.59405236,0,0,2,0,0.4
140,유치원,영암유치원,성북구,127.0234341,37.58236597,0,0,2,0,0.4
150,특수학교,서울다원학교,성북구,126.9913627,37.59394033,0,0,2,0,0.4
155,어린이집,성북어린이집,성북구,127.0059087,37.5896356,0,0,2,0,0.4
167,유치원,영재유치원,성북구,127.0347683,37.59743497,0,0,2,0,0.4
180,어린이집,한빛어린이집,성북구,127.0032284,37.5910096,0,0,2,0,0.4
184,어린이집,종암중앙어린이집,성북구,127.033713,37.5987021,0,0,2,0,0.4
92,초등학교,동신초등학교,성북구,127.0170593,37.58328607,0,0,2,0,0.4
1448,어린이집,창신제일어린이집,종로구,127.0085733,37.5785149,0,0,2,0,0.4
107,초등학교,성북초등학교,성북구,126.9987771,37.59405236,0,0,2,0,0.4
104,초등학교,대광초등학교,성북구,127.0234479,37.57915122,0,0,2,0,0.4
1198,어린이집,청정원어린이집,동대문구,127.025153,37.574139,0,0,2,0,0.4
116,초등학교,일신초등학교,성북구,127.04017720000002,37.59881357,0,0,2,0,0.4
1447,초등학교,창신초등학교,종로구,127.0142954992,37.576211835,0,0,2,0,0.4
635,특수학교,지구촌학교,구로구,126.8351761,37.48885919,0,0,2,0,0.4
1449,유치원,청룡유치원,종로구,127.016652,37.579411857,0,0,2,0,0.4
1445,어린이집,은행나무어린이집,종로구,127.010937,37.5787566005,0,0,2,0,0.4
415,초등학교,개일초등학교,강남구,127.057776,37.48621378,0,0,2,0,0.4
527,초등학교,고원초등학교,구로구,126.8657986,37.49761248,0,0,2,0,0.4
614,초등학교,서울면목초등학교,중랑구,127.08728870000002,37.59069723,0,0,2,0,0.4
416,유치원,돌샘유치원,강남구,127.07086979999998,37.48914032,0,0,2,0,0.4
361,초등학교,대치초등학교,강남구,127.0621966,37.49127879,0,0,2,0,0.4
1459,어린이집,동숭어린이집,종로구,127.0070179,37.579194,0,0,2,0,0.4
523,유치원,푸른동산유치원,구로구,126.831364,37.48673104,0,0,2,0,0.4
399,초등학교,대곡초등학교,강남구,127.0650265,37.49471191,0,0,2,0,0.4
362,초등학교,양전초등학교,강남구,127.069478,37.49028366,0,0,2,0,0.4
1424,유치원,한아름유치원,종로구,127.0011512,37.590282,0,0,2,0,0.4
481,초등학교,고산초등학교,구로구,126.8647738,37.49897363,0,0,2,0,0.4
1457,어린이집,도담도담어린이집,종로구,127.0218623558,37.577024,0,0,2,0,0.4
414,초등학교,개원초등학교,강남구,127.0587379,37.48161815,0,0,2,0,0.4
381,어린이집,구민회관어린이집,강남구,127.0642704,37.493887,0,0,2,0,0.4
1461,어린이집,명륜어린이집,종로구,126.994933,37.5913091,0,0,2,0,0.4
1462,초등학교,명신초등학교,종로구,127.01462255370001,37.5814519764,0,0,2,0,0.4
1441,어린이집,아동회관어린이집,종로구,127.0144680997,37.5789472325,0,0,2,0,0.4
518,유치원,서울하늘숲유치원,구로구,126.8430176,37.48509285,0,0,2,0,0.4
392,유치원,개포초등학교유치원,강남구,127.0699766,37.48680544,0,0,2,0,0.4
1454,어린이집,한빛어린이집,종로구,127.019976,37.574807,0,0,2,0,0.4
1434,초등학교,서울사대부설초등학교,종로구,127.0042973331,37.5776001536,0,0,2,0,0.4
513,유치원,미래초병설유치원,구로구,126.8880789,37.50510683,0,0,2,0,0.4
1426,초등학교,혜화초등학교,종로구,127.0002536208,37.5886355989,0,0,2,0,0.4
703,초등학교,미래초등학교,구로구,126.8880789,37.50510683,0,0,2,0,0.4
626,초등학교,오류남초등학교,구로구,126.8391137,37.489606,0,0,2,0,0.4
1428,유치원,봄샘유치원,종로구,127.00655657899999,37.5734554747,0,0,2,0,0.4
1425,유치원,혜화유치원,종로구,127.003115,37.586802,0,0,2,0,0.4
631,초등학교,하늘숲초등학교,구로구,126.84148190000002,37.48416096,0,0,2,0,0.4
643,어린이집,샛별어린이집,구로구,126.8850875,37.4999466,0,0,2,0,0.4
630,초등학교,천왕초등학교,구로구,126.8370629,37.48145598,0,0,2,0,0.4
705,초등학교,신구로초등학교,구로구,126.8897653,37.49965913,0,0,2,0,0.4
328,유치원,동원유치원,관악구,126.956671,37.482829,0,0,1,1,0.28
431,유치원,행복한숲유치원,동작구,126.9495433,37.50763224,0,0,1,1,0.28
334,유치원,명성유치원,관악구,126.929357,37.478799,0,0,1,1,0.28
935,유치원,봉천병설유치원,관악구,126.958188,37.48327000000001,0,0,1,1,0.28
490,유치원,벧엘유치원,동작구,126.9422402,37.50934081,0,0,1,1,0.28
430,특수학교,삼성특수학교,동작구,126.9466724,37.49919802,0,0,1,1,0.28
940,유치원,청룡병설유치원,관악구,126.951218,37.476725,0,0,1,1,0.28
325,초등학교,원신초등학교,관악구,126.927241,37.467198,0,0,1,1,0.28
488,유치원,동아유치원,동작구,126.9433211,37.50824932,0,0,1,1,0.28
535,초등학교,영본초등학교,동작구,126.9486722,37.51129715,0,0,1,1,0.28
652,어린이집,우리어린이집,동작구,126.9672688,37.48301937,0,0,1,1,0.28
317,초등학교,청룡초등학교,관악구,126.951218,37.476725,0,0,1,1,0.28
506,유치원,시현유치원,동작구,126.9468677,37.51030525,0,0,1,1,0.28
315,초등학교,원당초등학교,관악구,126.956249,37.481214,0,0,1,1,0.28
636,어린이집,상도어린이집,동작구,126.9464077,37.5024623,0,0,1,1,0.28
504,유치원,샛별유치원,동작구,126.9502826,37.49804586,0,0,1,1,0.28
499,유치원,강남유치원,동작구,126.94967859999998,37.50349488,0,0,1,1,0.28
500,유치원,상도유치원,동작구,126.9516555,37.50144862,0,0,1,1,0.28
1296,초등학교,신상도초등학교,동작구,126.9446175,37.50034631,0,0,1,1,0.28
309,어린이집,동심어린이집,강동구,127.1373773,37.5561083,0,0,1,1,0.28
320,초등학교,신봉초등학교,관악구,126.949391,37.485576,0,0,1,1,0.28
1014,유치원,큰솔유치원,관악구,126.960684,37.484098,0,0,1,1,0.28
322,초등학교,봉천초등학교,관악구,126.958188,37.48327000000001,0,0,1,1,0.28
1344,어린이집,꿈나래 어린이집,금천구,126.8971618,37.45454162,0,0,1,1,0.28
1015,유치원,은비유치원,관악구,126.960112,37.489072,0,0,1,1,0.28
938,유치원,원당병설유치원,관악구,126.956249,37.48128,0,0,1,1,0.28
1226,어린이집,청구어린이집,중구,127.0166957,37.55721132,0,0,0,0,0.0
1219,초등학교,흥인초등학교,중구,127.0145555,37.56087001,0,0,0,0,0.0
1422,초등학교,서래,서초구,126.990157,37.496405,0,0,0,0,0.0
1225,어린이집,성심어린이집,중구,127.0082945,37.55431549,0,0,0,0,0.0
1218,초등학교,남산초등학교,중구,126.986781,37.55978501,0,0,0,0,0.0
1221,초등학교,한성화교소학교,중구,126.983765,37.56222092,0,0,0,0,0.0
1214,초등학교,광희초등학교,중구,127.0156883,37.56729901,0,0,0,0,0.0
1215,초등학교,충무초등학교,중구,127.0012351,37.56194835,0,0,0,0,0.0
1216,초등학교,봉래초등학교,중구,126.9652506,37.55641234,0,0,0,0,0.0
1217,초등학교,장충초등학교,중구,127.0117048,37.55997122,0,0,0,0,0.0
1224,어린이집,신당어린이집,중구,127.014143,37.562236,0,0,0,0,0.0
1220,초등학교,신당초등학교,중구,127.0236739,37.56362522,0,0,0,0,0.0
1223,유치원,일신유치원,중구,126.9789005,37.55670605,0,0,0,0,0.0
1423,유치원,서래초교병설,서초구,126.990157,37.496405,0,0,0,0,0.0
1222,어린이집,회현어린이집,중구,126.98087209999998,37.55586783,0,0,0,0,0.0
1628,유치원,정님유치원,마포구,126.947796,37.550162,0,0,0,0,0.0
1234,어린이집,남산숲어린이집,중구,127.008951,37.546567,0,0,0,0,0.0
1227,어린이집,신당5동어린이집,중구,127.020756,37.563011,0,0,0,0,0.0
1619,어린이집,창전어린이집,마포구,126.932464,37.5485756,0,0,0,0,0.0
1239,유치원,약수유치원,중구,127.0163105,37.55530847,0,0,0,0,0.0
1240,유치원,한일유치원,중구,127.020337,37.56280774,0,0,0,0,0.0
1241,어린이집,단우물어린이집,중구,127.0182193,37.567262,0,0,0,0,0.0
1465,초등학교,상계초교,노원구,127.0664937,37.65962546,0,0,0,0,0.0
1418,어린이집,잠원꿈밭,서초구,127.016578,37.513722,0,0,0,0,0.0
1417,어린이집,내곡연두,서초구,127.064924,37.454949,0,0,0,0,0.0
1617,어린이집,성산어린이집,마포구,126.90866409999998,37.5685261285,0,0,0,0,0.0
1467,초등학교,상월초교,노원구,127.056986,37.65865377,0,0,0,0,0.0
1616,어린이집,샘물어린이집,마포구,126.898307914,37.5580769107,0,0,0,0,0.0
1469,초등학교,태릉초교,노원구,127.0850611,37.62310204,0,0,0,0,0.0
1472,초등학교,신계초교,노원구,127.0527686,37.62979181,0,0,0,0,0.0
1615,유치원,성결유치원,마포구,126.93733221020001,37.5463550588,0,0,0,0,0.0
1410,어린이집,서초구립 반포1동주민센터,서초구,127.0133786194,37.505094038,0,0,0,0,0.0
1614,유치원,월드유치원,마포구,126.8811065,37.5804055547,0,0,0,0,0.0
1409,초등학교,원촌,서초구,127.0146997242,37.5063251046,0,0,0,0,0.0
1244,어린이집,이촌어린이집,용산구,126.9545216,37.52695898,0,0,0,0,0.0
1245,어린이집,보광어린이집,용산구,127.0009367,37.52880939,0,0,0,0,0.0
1618,어린이집,진선미어린이집,마포구,126.9454857864,37.537997828499996,0,0,0,0,0.0
1620,어린이집,연화어린이집,마포구,126.9505002656,37.538243,0,0,0,0,0.0
1228,어린이집,동화나라어린이집,중구,127.01929540000002,37.56154292,0,0,0,0,0.0
1238,유치원,신일유치원,중구,127.011863,37.55539072,0,0,0,0,0.0
1229,어린이집,서울직장어린이집,중구,126.9731115,37.56393448,0,0,0,0,0.0
1627,유치원,홍대병설유치원,마포구,126.9191674115,37.5635098256,0,0,0,0,0.0
1230,어린이집,황학어린이집,중구,127.022328,37.56877864,0,0,0,0,0.0
1231,어린이집,약수어린이집,중구,127.0092394,37.55232648,0,0,0,0,0.0
1232,어린이집,약수교회어린이집,중구,127.0109232,37.55256170000001,0,0,0,0,0.0
1626,유치원,새현대유치원,마포구,126.9535992065,37.540387143400004,0,0,0,0,0.0
1233,어린이집,한솔어린이집,중구,127.0056761,37.54716803,0,0,0,0,0.0
1235,유치원,가명유치원,중구,126.9671388,37.55879188,0,0,0,0,0.0
1463,어린이집,무궁화어린이집,종로구,126.97110229479999,37.5847697,0,0,0,0,0.0
1625,유치원,꿈터유치원,마포구,126.909024,37.565336,0,0,0,0,0.0
1236,유치원,근화유치원,중구,127.0089631,37.55901191,0,0,0,0,0.0
1624,유치원,서일유치원,마포구,126.9080453,37.567456,0,0,0,0,0.0
1623,초등학교,일본인학교,마포구,126.8844155644,37.583609133,0,0,0,0,0.0
1622,초등학교,하늘초교,마포구,126.88086160959999,37.5858076256,0,0,0,0,0.0
1464,초등학교,동자초등학교,광진구,127.07217916530001,37.5350582094,0,0,0,0,0.0
1621,유치원,상지초교병설유치원,마포구,126.8820758168,37.579750568200005,0,0,0,0,0.0
1237,유치원,수암유치원,중구,127.0056761,37.54716803,0,0,0,0,0.0
1427,초등학교,효제초등학교,종로구,127.0034910708,37.5726879575,0,0,0,0,0.0
1519,초등학교,해누리초등학교,송파구,127.1021222752,37.4984122244,0,0,0,0,0.0
1213,초등학교,덕수초등학교,중구,126.9746581,37.56908852,0,0,0,0,0.0
1660,초등학교,염리초교,마포구,126.9459983393,37.542708491300004,0,0,0,0,0.0
1658,초등학교,성원초교,마포구,126.90508726120001,37.5669771899,0,0,0,0,0.0
1190,어린이집,예나어린이집,동대문구,127.0394775,37.58574501,0,0,0,0,0.0
1657,초등학교,성서초교,마포구,126.91092644780001,37.5605954796,0,0,0,0,0.0
1444,유치원,옥인유치원,종로구,126.970311,37.582220407,0,0,0,0,0.0
1656,초등학교,망원초교,마포구,126.9007623937,37.5608234,0,0,0,0,0.0
1451,초등학교,청운초등학교,종로구,126.9692360034,37.5859741,0,0,0,0,0.0
1655,초등학교,동교초교,마포구,126.90235039999999,37.5586245661,0,0,0,0,0.0
1654,초등학교,홍대부속초교,마포구,126.9132092807,37.5596457273,0,0,0,0,0.0
1653,초등학교,서강초교,마포구,126.9268966105,37.5486952599,0,0,0,0,0.0
1652,유치원,용강초교병설유치원,마포구,126.94401670000002,37.5491010696,0,0,0,0,0.0
1651,초등학교,용강초교,마포구,126.94401670000002,37.5491010696,0,0,0,0,0.0
1650,유치원,삼성그린유치원,마포구,126.95159022360001,37.5395033569,0,0,0,0,0.0
1649,유치원,마포초교병설유치원,마포구,126.9498166477,37.5386016165,0,0,0,0,0.0
1648,초등학교,마포초교,마포구,126.9498166477,37.5386016165,0,0,0,0,0.0
1647,유치원,공덕초교병설유치원,마포구,126.95482249,37.5458044265,0,0,0,0,0.0
1452,유치원,하나유치원,종로구,126.9775015168,37.61430900000001,0,0,0,0,0.0
1646,초등학교,공덕초교,마포구,126.95482249,37.5458044265,0,0,0,0,0.0
1659,초등학교,중동초교,마포구,126.9117752412,37.566409344,0,0,0,0,0.0
1188,어린이집,예다미어린이집,동대문구,127.0577394,37.59934457,0,0,0,0,0.0
1212,초등학교,리라초등학교,중구,126.9879807,37.5578197,0,0,0,0,0.0
1450,어린이집,청운어린이집,종로구,126.9660043,37.588398100000006,0,0,0,0,0.0
1667,초등학교,한서초교,마포구,126.9497793991,37.5536482837,0,0,0,0,0.0
1446,초등학교,재동초등학교,종로구,126.9851784741,37.5800283814,0,0,0,0,0.0
1172,어린이집,해오름어린이집,동대문구,127.0341959,37.58402117,0,0,0,0,0.0
1173,어린이집,휘경어린이집,동대문구,127.05771570000002,37.58711503,0,0,0,0,0.0
1174,어린이집,성은어린이집,동대문구,127.0679845,37.59917356,0,0,0,0,0.0
1175,어린이집,한일어린이집,동대문구,127.0656487,37.59806481,0,0,0,0,0.0
1665,초등학교,성산초교,마포구,126.91094856049999,37.5534098,0,0,0,0,0.0
1664,초등학교,서교초교,마포구,126.92437813149999,37.5548889361,0,0,0,0,0.0
1178,초등학교,목원초교,양천구,126.882479,37.542936,0,0,0,0,0.0
1663,유치원,창천초교병설유치원,마포구,126.9392942416,37.5549191712,0,0,0,0,0.0
1180,어린이집,꿈마루어린이집,동대문구,127.05404140000002,37.58550219,0,0,0,0,0.0
1181,어린이집,배봉어린이집,동대문구,127.0706374,37.5811645,0,0,0,0,0.0
1182,어린이집,햇살어린이집,동대문구,127.0369829,37.57281917,0,0,0,0,0.0
1662,초등학교,창천초교,마포구,126.9392942416,37.5549191712,0,0,0,0,0.0
1661,초등학교,신석초교,마포구,126.93778183459999,37.5445352786,0,0,0,0,0.0
1186,어린이집,영유아프라자어린이집,동대문구,127.0346575,37.58372345,0,0,0,0,0.0
1187,어린이집,회기어린이집,동대문구,127.05455259999998,37.59067813,0,0,0,0,0.0
1193,어린이집,더불어숲어린이집,동대문구,127.0669941,37.57567472,0,0,0,0,0.0
1645,초등학교,소의초교,마포구,126.96065781629999,37.5527802434,0,0,0,0,0.0
1644,초등학교,아현초교,마포구,126.9562424291,37.5558312701,0,0,0,0,0.0
1443,유치원,연동유치원,종로구,127.0013212,37.573985434099995,0,0,0,0,0.0
1632,초등학교,구의초등학교,광진구,127.0803117758,37.5430074366,0,0,0,0,0.0
1631,초등학교,광장초등학교,광진구,127.10179988559999,37.5485492186,0,0,0,0,0.0
1437,유치원,세검정유치원,종로구,126.9596544175,37.6002731197,0,0,0,0,0.0
1630,유치원,서울유치원,마포구,126.90141629370001,37.5696987915,0,0,0,0,0.0
1436,어린이집,선재어린이집,종로구,126.982239,37.573435,0,0,0,0,0.0
1458,초등학교,독립문초등학교,종로구,126.95997185959999,37.574216518200004,0,0,0,0,0.0
1208,어린이집,필동어린이집,중구,126.995473,37.557611,0,0,0,0,0.0
1209,어린이집,중림어린이집,중구,126.9677364,37.55565837,0,0,0,0,0.0
1460,초등학교,매동초등학교,종로구,126.9669436368,37.5774982962,0,0,0,0,0.0
1629,유치원,배영유치원,마포구,126.9195956066,37.552647698,0,0,0,0,0.0
1435,어린이집,서울청사한빛어린이집,종로구,126.97311027389999,37.5799037141,0,0,0,0,0.0
1433,특수학교,"서울맹,농학교",종로구,126.9677601174,37.584771343,0,0,0,0,0.0
1432,어린이집,생명숲어린이집,종로구,126.968167,37.606437,0,0,0,0,0.0
1211,초등학교,청구초등학교,중구,127.0137244,37.55911668,0,0,0,0,0.0
1431,초등학교,상명대부속초등학교,종로구,126.956708,37.6004414644,0,0,0,0,0.0
1430,어린이집,상록수 어린이집,종로구,126.96460476370001,37.5727172,0,0,0,0,0.0
1429,어린이집,부암어린이집,종로구,126.96310990000002,37.6015004,0,0,0,0,0.0
1456,어린이집,누상어린이집,종로구,126.967169,37.580716,0,0,0,0,0.0
1633,초등학교,동의초등학교,광진구,127.09904731,37.5534224448,0,0,0,0,0.0
1438,초등학교,세검정초등학교,종로구,126.9609708751,37.6034702766,0,0,0,0,0.0
