연도,구분,행정구역,지점명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,ARI,지점코드,다발지역폴리곤
2020,일반,은평구,서울특별시 은평구 역촌동(역촌초교앞사거리 부근),3,3,0,1,1,1,0.63,11380002,"{""type"":""Polygon"",""coordinates"":[[[126.91519149,37.60215205],[126.91515697,37.60187435],[126.91505473,37.60160733],[126.9148887,37.60136124],[126.91466527,37.60114554],[126.91439301,37.60096851],[126.9140824,37.60083697],[126.91374536,37.60075597],[126.91339486,37.60072862],[126.91304435,37.60075597],[126.91270732,37.60083697],[126.9123967,37.60096851],[126.91212445,37.60114554],[126.91190102,37.60136124],[126.91173499,37.60160733],[126.91163275,37.60187435],[126.91159823,37.60215205],[126.91163275,37.60242974],[126.91173499,37.60269676],[126.91190102,37.60294285],[126.91212445,37.60315854],[126.9123967,37.60333556],[126.91270732,37.60346709],[126.91304435,37.60354809],[126.91339486,37.60357544],[126.91374536,37.60354809],[126.9140824,37.60346709],[126.91439301,37.60333556],[126.91466527,37.60315854],[126.9148887,37.60294285],[126.91505473,37.60269676],[126.91515697,37.60242974],[126.91519149,37.60215205]]]}"
2020,일반,양천구,서울특별시 양천구 신월동(금실어린이공원 부근),3,3,0,1,2,0,0.63,11470001,"{""type"":""Polygon"",""coordinates"":[[[126.83842505,37.51892864],[126.83839053,37.51865063],[126.83828829,37.51838331],[126.83812227,37.51813694],[126.83789883,37.517921],[126.83762658,37.51774378],[126.83731596,37.51761209],[126.83697893,37.517531],[126.83662842,37.51750362],[126.83627792,37.517531],[126.83594088,37.51761209],[126.83563027,37.51774378],[126.83535801,37.517921],[126.83513458,37.51813694],[126.83496855,37.51838331],[126.83486631,37.51865063],[126.83483179,37.51892864],[126.83486631,37.51920664],[126.83496855,37.51947396],[126.83513458,37.51972032],[126.83535801,37.51993626],[126.83563027,37.52011347],[126.83594088,37.52024515],[126.83627792,37.52032624],[126.83662842,37.52035362],[126.83697893,37.52032624],[126.83731596,37.52024515],[126.83762658,37.52011347],[126.83789883,37.51993626],[126.83812227,37.51972032],[126.83828829,37.51947396],[126.83839053,37.51920664],[126.83842505,37.51892864]]]}"
2020,일반,강서구,서울특별시 강서구 화곡동(서울강서대학입구교차로 부근),4,4,0,1,2,1,0.82,11500001,"{""type"":""Polygon"",""coordinates"":[[[126.84719217,37.54689872],[126.84715765,37.54662082],[126.84705541,37.5463536],[126.84688938,37.54610733],[126.84666595,37.54589147],[126.8463937,37.54571431],[126.84608308,37.54558268],[126.84574605,37.54550162],[126.84539554,37.54547424],[126.84504504,37.54550162],[126.844708,37.54558268],[126.84439739,37.54571431],[126.84412513,37.54589147],[126.8439017,37.54610733],[126.84373567,37.5463536],[126.84363343,37.54662082],[126.84359891,37.54689872],[126.84363343,37.54717662],[126.84373567,37.54744384],[126.8439017,37.54769011],[126.84412513,37.54790597],[126.84439739,37.54808312],[126.844708,37.54821475],[126.84504504,37.54829581],[126.84539554,37.54832318],[126.84574605,37.54829581],[126.84608308,37.54821475],[126.8463937,37.54808312],[126.84666595,37.54790597],[126.84688938,37.54769011],[126.84705541,37.54744384],[126.84715765,37.54717662],[126.84719217,37.54689872]]]}"
2020,일반,강서구,서울특별시 강서구 화곡동(한라한의원 부근),3,3,0,2,1,0,0.72,11500002,"{""type"":""Polygon"",""coordinates"":[[[126.84994157,37.53335967],[126.84990705,37.53308172],[126.84980481,37.53281445],[126.84963878,37.53256813],[126.84941535,37.53235223],[126.84914309,37.53217505],[126.84883248,37.53204339],[126.84849544,37.53196231],[126.84814494,37.53193493],[126.84779443,37.53196231],[126.8474574,37.53204339],[126.84714678,37.53217505],[126.84687453,37.53235223],[126.8466511,37.53256813],[126.84648507,37.53281445],[126.84638283,37.53308172],[126.84634831,37.53335967],[126.84638283,37.53363762],[126.84648507,37.53390489],[126.8466511,37.5341512],[126.84687453,37.5343671],[126.84714678,37.53454428],[126.8474574,37.53467594],[126.84779443,37.53475701],[126.84814494,37.53478439],[126.84849544,37.53475701],[126.84883248,37.53467594],[126.84914309,37.53454428],[126.84941535,37.5343671],[126.84963878,37.5341512],[126.84980481,37.53390489],[126.84990705,37.53363762],[126.84994157,37.53335967]]]}"
2020,일반,강서구,서울특별시 강서구 화곡동(이수약국 부근),3,3,0,0,2,1,0.6,11500003,"{""type"":""Polygon"",""coordinates"":[[[126.85686447,37.53447188],[126.85682995,37.53419394],[126.85672771,37.53392667],[126.85656168,37.53368035],[126.85633825,37.53346446],[126.856066,37.53328727],[126.85575538,37.53315562],[126.85541835,37.53307454],[126.85506784,37.53304716],[126.85471734,37.53307454],[126.8543803,37.53315562],[126.85406969,37.53328727],[126.85379743,37.53346446],[126.853574,37.53368035],[126.85340797,37.53392667],[126.85330573,37.53419394],[126.85327121,37.53447188],[126.85330573,37.53474983],[126.85340797,37.53501709],[126.853574,37.5352634],[126.85379743,37.53547929],[126.85406969,37.53565647],[126.8543803,37.53578813],[126.85471734,37.5358692],[126.85506784,37.53589657],[126.85541835,37.5358692],[126.85575538,37.53578813],[126.856066,37.53565647],[126.85633825,37.53547929],[126.85656168,37.5352634],[126.85672771,37.53501709],[126.85682995,37.53474983],[126.85686447,37.53447188]]]}"
2020,일반,구로구,서울특별시 구로구 구로동(성은어린이집 부근),5,5,0,2,3,0,1.08,11530001,"{""type"":""Polygon"",""coordinates"":[[[126.8850204,37.49060829],[126.88498587,37.49033018],[126.88488364,37.49006276],[126.88471761,37.4898163],[126.88449418,37.48960027],[126.88422192,37.48942298],[126.88391131,37.48929125],[126.88357427,37.48921013],[126.88322377,37.48918273],[126.88287326,37.48921013],[126.88253623,37.48929125],[126.88222561,37.48942298],[126.88195336,37.48960027],[126.88172992,37.4898163],[126.8815639,37.49006276],[126.88146166,37.49033018],[126.88142714,37.49060829],[126.88146166,37.4908864],[126.8815639,37.49115382],[126.88172992,37.49140027],[126.88195336,37.49161629],[126.88222561,37.49179357],[126.88253623,37.49192531],[126.88287326,37.49200643],[126.88322377,37.49203382],[126.88357427,37.49200643],[126.88391131,37.49192531],[126.88422192,37.49179357],[126.88449418,37.49161629],[126.88471761,37.49140027],[126.88488364,37.49115382],[126.88498587,37.4908864],[126.8850204,37.49060829]]]}"
2020,일반,구로구,서울특별시 구로구 개봉동(개봉중앙시장 부근),4,5,0,1,3,1,0.82,11530002,"{""type"":""Polygon"",""coordinates"":[[[126.85569641,37.49159655],[126.85566189,37.49131845],[126.85555965,37.49105103],[126.85539362,37.49080457],[126.85517019,37.49058855],[126.85489793,37.49041127],[126.85458732,37.49027953],[126.85425029,37.49019841],[126.85389978,37.49017102],[126.85354927,37.49019841],[126.85321224,37.49027953],[126.85290163,37.49041127],[126.85262937,37.49058855],[126.85240594,37.49080457],[126.85223991,37.49105103],[126.85213767,37.49131845],[126.85210315,37.49159655],[126.85213767,37.49187466],[126.85223991,37.49214208],[126.85240594,37.49238853],[126.85262937,37.49260455],[126.85290163,37.49278182],[126.85321224,37.49291355],[126.85354927,37.49299467],[126.85389978,37.49302206],[126.85425029,37.49299467],[126.85458732,37.49291355],[126.85489793,37.49278182],[126.85517019,37.49260455],[126.85539362,37.49238853],[126.85555965,37.49214208],[126.85566189,37.49187466],[126.85569641,37.49159655]]]}"
2020,일반,관악구,서울특별시 관악구 신림동(뿌리약국 부근),3,4,0,2,2,0,0.72,11620001,"{""type"":""Polygon"",""coordinates"":[[[126.92038043,37.47468035],[126.92034591,37.47440218],[126.92024367,37.4741347],[126.92007765,37.47388819],[126.91985421,37.47367212],[126.91958196,37.47349479],[126.91927134,37.47336303],[126.91893431,37.47328189],[126.9185838,37.47325449],[126.9182333,37.47328189],[126.91789626,37.47336303],[126.91758565,37.47349479],[126.91731339,37.47367212],[126.91708996,37.47388819],[126.91692393,37.4741347],[126.91682169,37.47440218],[126.91678717,37.47468035],[126.91682169,37.47495852],[126.91692393,37.475226],[126.91708996,37.4754725],[126.91731339,37.47568857],[126.91758565,37.47586589],[126.91789626,37.47599765],[126.9182333,37.47607879],[126.9185838,37.47610618],[126.91893431,37.47607879],[126.91927134,37.47599765],[126.91958196,37.47586589],[126.91985421,37.47568857],[126.92007765,37.4754725],[126.92024367,37.475226],[126.92034591,37.47495852],[126.92038043,37.47468035]]]}"
2020,일반,강남구,서울특별시 강남구 대치동(대치사거리 부근),3,4,0,0,4,0,0.6,11680001,"{""type"":""Polygon"",""coordinates"":[[[127.06028188,37.50288454],[127.06024736,37.50260648],[127.06014512,37.5023391],[127.0599791,37.50209268],[127.05975566,37.50187669],[127.05948341,37.50169943],[127.05917279,37.50156771],[127.05883576,37.50148661],[127.05848525,37.50145922],[127.05813475,37.50148661],[127.05779771,37.50156771],[127.0574871,37.50169943],[127.05721484,37.50187669],[127.05699141,37.50209268],[127.05682538,37.5023391],[127.05672314,37.50260648],[127.05668862,37.50288454],[127.05672314,37.5031626],[127.05682538,37.50342998],[127.05699141,37.50367639],[127.05721484,37.50389238],[127.0574871,37.50406963],[127.05779771,37.50420134],[127.05813475,37.50428245],[127.05848525,37.50430983],[127.05883576,37.50428245],[127.05917279,37.50420134],[127.05948341,37.50406963],[127.05975566,37.50389238],[127.0599791,37.50367639],[127.06014512,37.50342998],[127.06024736,37.5031626],[127.06028188,37.50288454]]]}"
2020,일반,송파구,서울특별시 송파구 거여동(거마로11 부근),3,5,0,1,2,2,0.63,11710001,"{""type"":""Polygon"",""coordinates"":[[[127.14655837,37.49441619],[127.14652385,37.4941381],[127.14642161,37.49387069],[127.14625558,37.49362424],[127.14603215,37.49340823],[127.14575989,37.49323095],[127.14544928,37.49309922],[127.14511224,37.4930181],[127.14476174,37.49299071],[127.14441123,37.4930181],[127.1440742,37.49309922],[127.14376358,37.49323095],[127.14349133,37.49340823],[127.14326789,37.49362424],[127.14310187,37.49387069],[127.14299963,37.4941381],[127.14296511,37.49441619],[127.14299963,37.49469429],[127.14310187,37.49496169],[127.14326789,37.49520814],[127.14349133,37.49542414],[127.14376358,37.49560142],[127.1440742,37.49573314],[127.14441123,37.49581426],[127.14476174,37.49584165],[127.14511224,37.49581426],[127.14544928,37.49573314],[127.14575989,37.49560142],[127.14603215,37.49542414],[127.14625558,37.49520814],[127.14642161,37.49496169],[127.14652385,37.49469429],[127.14655837,37.49441619]]]}"
2020,일반,송파구,서울특별시 송파구 잠실동(신천역 부근),3,3,0,0,2,1,0.6,11710002,"{""type"":""Polygon"",""coordinates"":[[[127.08724046,37.51149797],[127.08720594,37.51121993],[127.0871037,37.51095258],[127.08693768,37.51070619],[127.08671424,37.51049023],[127.08644199,37.51031299],[127.08613137,37.51018129],[127.08579434,37.51010019],[127.08544383,37.51007281],[127.08509333,37.51010019],[127.08475629,37.51018129],[127.08444568,37.51031299],[127.08417342,37.51049023],[127.08394999,37.51070619],[127.08378396,37.51095258],[127.08368172,37.51121993],[127.0836472,37.51149797],[127.08368172,37.511776],[127.08378396,37.51204334],[127.08394999,37.51228973],[127.08417342,37.51250569],[127.08444568,37.51268292],[127.08475629,37.51281461],[127.08509333,37.51289571],[127.08544383,37.5129231],[127.08579434,37.51289571],[127.08613137,37.51281461],[127.08644199,37.51268292],[127.08671424,37.51250569],[127.08693768,37.51228973],[127.0871037,37.51204334],[127.08720594,37.511776],[127.08724046,37.51149797]]]}"
2020,일반,강동구,서울특별시 강동구 암사동(암사2동주민센터 부근),4,5,0,0,5,0,0.8,11740001,"{""type"":""Polygon"",""coordinates"":[[[127.12869644,37.5519059],[127.12866191,37.55162802],[127.12855968,37.55136081],[127.12839365,37.55111456],[127.12817022,37.55089871],[127.12789796,37.55072157],[127.12758735,37.55058994],[127.12725031,37.55050888],[127.12689981,37.55048151],[127.1265493,37.55050888],[127.12621227,37.55058994],[127.12590165,37.55072157],[127.1256294,37.55089871],[127.12540596,37.55111456],[127.12523994,37.55136081],[127.1251377,37.55162802],[127.12510318,37.5519059],[127.1251377,37.55218378],[127.12523994,37.55245098],[127.12540596,37.55269723],[127.1256294,37.55291307],[127.12590165,37.55309021],[127.12621227,37.55322183],[127.1265493,37.55330289],[127.12689981,37.55333026],[127.12725031,37.55330289],[127.12758735,37.55322183],[127.12789796,37.55309021],[127.12817022,37.55291307],[127.12839365,37.55269723],[127.12855968,37.55245098],[127.12866191,37.55218378],[127.12869644,37.5519059]]]}"
2020,일반,강동구,서울특별시 강동구 천호동(천일초교 부근),3,3,0,0,2,1,0.6,11740002,"{""type"":""Polygon"",""coordinates"":[[[127.13343628,37.54320534],[127.13340176,37.54292743],[127.13329952,37.54266019],[127.13313349,37.54241391],[127.13291006,37.54219803],[127.1326378,37.54202087],[127.13232719,37.54188923],[127.13199016,37.54180816],[127.13163965,37.54178079],[127.13128915,37.54180816],[127.13095211,37.54188923],[127.1306415,37.54202087],[127.13036924,37.54219803],[127.13014581,37.54241391],[127.12997978,37.54266019],[127.12987754,37.54292743],[127.12984302,37.54320534],[127.12987754,37.54348325],[127.12997978,37.54375049],[127.13014581,37.54399677],[127.13036924,37.54421263],[127.1306415,37.54438979],[127.13095211,37.54452143],[127.13128915,37.54460249],[127.13163965,37.54462987],[127.13199016,37.54460249],[127.13232719,37.54452143],[127.1326378,37.54438979],[127.13291006,37.54421263],[127.13313349,37.54399677],[127.13329952,37.54375049],[127.13340176,37.54348325],[127.13343628,37.54320534]]]}"
2016,스쿨존,중랑구,서울특별시 중랑구 묵동(묵현초교 부근),3,3,0,0,3,0,0.6,11260001,"{""type"":""Polygon"",""coordinates"":[[[127.07770897,37.60834366],[127.07765719,37.60792715],[127.07750383,37.60752665],[127.07725479,37.60715754],[127.07691964,37.60683401],[127.07651126,37.6065685],[127.07604534,37.60637121],[127.07553978,37.60624971],[127.07501402,37.60620869],[127.07448827,37.60624971],[127.07398271,37.60637121],[127.07351679,37.6065685],[127.07310841,37.60683401],[127.07277326,37.60715754],[127.07252422,37.60752665],[127.07237086,37.60792715],[127.07231908,37.60834366],[127.07237086,37.60876016],[127.07252422,37.60916066],[127.07277326,37.60952976],[127.07310841,37.60985327],[127.07351679,37.61011877],[127.07398271,37.61031606],[127.07448827,37.61043755],[127.07501402,37.61047857],[127.07553978,37.61043755],[127.07604534,37.61031606],[127.07651126,37.61011877],[127.07691964,37.60985327],[127.07725479,37.60952976],[127.07750383,37.60916066],[127.07765719,37.60876016],[127.07770897,37.60834366]]]}"
2016,스쿨존,성북구,서울특별시 성북구 장위동(장위초교 부근),3,3,0,0,3,0,0.6,11290001,"{""type"":""Polygon"",""coordinates"":[[[127.05097904,37.61118575],[127.05092726,37.61076926],[127.0507739,37.61036877],[127.05052486,37.60999968],[127.05018971,37.60967617],[127.04978133,37.60941066],[127.04931541,37.60921338],[127.04880986,37.60909189],[127.0482841,37.60905087],[127.04775834,37.60909189],[127.04725279,37.60921338],[127.04678687,37.60941066],[127.04637848,37.60967617],[127.04604333,37.60999968],[127.04579429,37.61036877],[127.04564093,37.61076926],[127.04558915,37.61118575],[127.04564093,37.61160224],[127.04579429,37.61200272],[127.04604333,37.61237181],[127.04637848,37.61269531],[127.04678687,37.6129608],[127.04725279,37.61315808],[127.04775834,37.61327956],[127.0482841,37.61332058],[127.04880986,37.61327956],[127.04931541,37.61315808],[127.04978133,37.6129608],[127.05018971,37.61269531],[127.05052486,37.61237181],[127.0507739,37.61200272],[127.05092726,37.61160224],[127.05097904,37.61118575]]]}"
2016,스쿨존,도봉구,서울특별시 도봉구 창동(창원초교 부근),3,3,0,2,1,0,0.72,11320001,"{""type"":""Polygon"",""coordinates"":[[[127.04371766,37.65341616],[127.04366588,37.65299991],[127.04351252,37.65259965],[127.04326348,37.65223077],[127.04292833,37.65190743],[127.04251995,37.65164208],[127.04205403,37.65144491],[127.04154847,37.65132349],[127.04102272,37.65128249],[127.04049696,37.65132349],[127.03999141,37.65144491],[127.03952548,37.65164208],[127.0391171,37.65190743],[127.03878195,37.65223077],[127.03853291,37.65259965],[127.03837955,37.65299991],[127.03832777,37.65341616],[127.03837955,37.65383242],[127.03853291,37.65423267],[127.03878195,37.65460154],[127.0391171,37.65492486],[127.03952548,37.6551902],[127.03999141,37.65538737],[127.04049696,37.65550878],[127.04102272,37.65554978],[127.04154847,37.65550878],[127.04205403,37.65538737],[127.04251995,37.6551902],[127.04292833,37.65492486],[127.04326348,37.65460154],[127.04351252,37.65423267],[127.04366588,37.65383242],[127.04371766,37.65341616]]]}"
2016,스쿨존,금천구,서울특별시 금천구 시흥동(문백초교 부근),1,1,1,0,0,0,0.28,11545001,"{""type"":""Polygon"",""coordinates"":[[[126.90275316,37.44943793],[126.90270137,37.44902053],[126.90254801,37.44861917],[126.90229898,37.44824928],[126.90196382,37.44792506],[126.90155544,37.44765898],[126.90108952,37.44746127],[126.90058397,37.44733952],[126.90005821,37.4472984],[126.89953245,37.44733952],[126.8990269,37.44746127],[126.89856098,37.44765898],[126.8981526,37.44792506],[126.89781744,37.44824928],[126.8975684,37.44861917],[126.89741505,37.44902053],[126.89736326,37.44943793],[126.89741505,37.44985532],[126.8975684,37.45025667],[126.89781744,37.45062655],[126.8981526,37.45095076],[126.89856098,37.45121683],[126.8990269,37.45141453],[126.89953245,37.45153628],[126.90005821,37.45157739],[126.90058397,37.45153628],[126.90108952,37.45141453],[126.90155544,37.45121683],[126.90196382,37.45095076],[126.90229898,37.45062655],[126.90254801,37.45025667],[126.90270137,37.44985532],[126.90275316,37.44943793]]]}"
2017,스쿨존,종로구,서울특별시 종로구 숭인동(창신초교 부근),2,2,0,0,1,1,0.4,11110001,"{""type"":""Polygon"",""coordinates"":[[[127.01826665,37.57661029],[127.01821487,37.57619361],[127.01806151,37.57579293],[127.01781247,37.57542367],[127.01747732,37.5751],[127.01706894,37.57483438],[127.01660302,37.574637],[127.01609747,37.57451545],[127.01557171,37.57447441],[127.01504595,37.57451545],[127.0145404,37.574637],[127.01407448,37.57483438],[127.01366609,37.5751],[127.01333094,37.57542367],[127.0130819,37.57579293],[127.01292855,37.57619361],[127.01287676,37.57661029],[127.01292855,37.57702697],[127.0130819,37.57742764],[127.01333094,37.5777969],[127.01366609,37.57812055],[127.01407448,37.57838616],[127.0145404,37.57858353],[127.01504595,37.57870507],[127.01557171,37.57874611],[127.01609747,37.57870507],[127.01660302,37.57858353],[127.01706894,37.57838616],[127.01747732,37.57812055],[127.01781247,37.5777969],[127.01806151,37.57742764],[127.01821487,37.57702697],[127.01826665,37.57661029]]]}"
2017,스쿨존,성북구,서울특별시 성북구 길음동(미아초교 부근),2,2,0,1,1,0,0.45,11290001,"{""type"":""Polygon"",""coordinates"":[[[127.02514423,37.61074912],[127.02509244,37.61033263],[127.02493909,37.60993214],[127.02469005,37.60956304],[127.0243549,37.60923953],[127.02394651,37.60897402],[127.02348059,37.60877674],[127.02297504,37.60865525],[127.02244928,37.60861422],[127.02192352,37.60865525],[127.02141797,37.60877674],[127.02095205,37.60897402],[127.02054367,37.60923953],[127.02020852,37.60956304],[127.01995948,37.60993214],[127.01980612,37.61033263],[127.01975433,37.61074912],[127.01980612,37.61116562],[127.01995948,37.6115661],[127.02020852,37.61193518],[127.02054367,37.61225869],[127.02095205,37.61252418],[127.02141797,37.61272146],[127.02192352,37.61284294],[127.02244928,37.61288396],[127.02297504,37.61284294],[127.02348059,37.61272146],[127.02394651,37.61252418],[127.0243549,37.61225869],[127.02469005,37.61193518],[127.02493909,37.6115661],[127.02509244,37.61116562],[127.02514423,37.61074912]]]}"
2017,스쿨존,성북구,서울특별시 성북구 장위동(장위초교 부근),2,2,0,0,2,0,0.4,11290002,"{""type"":""Polygon"",""coordinates"":[[[127.05352655,37.61342545],[127.05347477,37.61300897],[127.05332141,37.61260849],[127.05307237,37.61223941],[127.05273722,37.61191591],[127.05232884,37.61165041],[127.05186292,37.61145313],[127.05135737,37.61133165],[127.05083161,37.61129063],[127.05030585,37.61133165],[127.0498003,37.61145313],[127.04933438,37.61165041],[127.04892599,37.61191591],[127.04859084,37.61223941],[127.0483418,37.61260849],[127.04818845,37.61300897],[127.04813666,37.61342545],[127.04818845,37.61384192],[127.0483418,37.61424239],[127.04859084,37.61461147],[127.04892599,37.61493496],[127.04933438,37.61520044],[127.0498003,37.61539771],[127.05030585,37.61551919],[127.05083161,37.61556021],[127.05135737,37.61551919],[127.05186292,37.61539771],[127.05232884,37.61520044],[127.05273722,37.61493496],[127.05307237,37.61461147],[127.05332141,37.61424239],[127.05347477,37.61384192],[127.05352655,37.61342545]]]}"
2017,스쿨존,강북구,서울특별시 강북구 미아동(수유초교 부근),3,3,0,0,3,0,0.6,11305001,"{""type"":""Polygon"",""coordinates"":[[[127.0230359,37.63047748],[127.02298411,37.6300611],[127.02283076,37.62966072],[127.02258172,37.62929172],[127.02224656,37.62896829],[127.02183818,37.62870285],[127.02137226,37.62850562],[127.02086671,37.62838416],[127.02034095,37.62834315],[127.01981519,37.62838416],[127.01930964,37.62850562],[127.01884372,37.62870285],[127.01843534,37.62896829],[127.01810018,37.62929172],[127.01785115,37.62966072],[127.01769779,37.6300611],[127.017646,37.63047748],[127.01769779,37.63089386],[127.01785115,37.63129424],[127.01810018,37.63166323],[127.01843534,37.63198665],[127.01884372,37.63225207],[127.01930964,37.63244929],[127.01981519,37.63257075],[127.02034095,37.63261175],[127.02086671,37.63257075],[127.02137226,37.63244929],[127.02183818,37.63225207],[127.02224656,37.63198665],[127.02258172,37.63166323],[127.02283076,37.63129424],[127.02298411,37.63089386],[127.0230359,37.63047748]]]}"
2017,스쿨존,은평구,서울특별시 은평구 응암동(유진유치원 부근),2,2,0,1,1,0,0.45,11380001,"{""type"":""Polygon"",""coordinates"":[[[126.92213718,37.58725416],[126.9220854,37.58683753],[126.92193204,37.58643692],[126.921683,37.58606771],[126.92134785,37.58574409],[126.92093947,37.5854785],[126.92047355,37.58528115],[126.91996799,37.58515962],[126.91944223,37.58511859],[126.91891648,37.58515962],[126.91841092,37.58528115],[126.917945,37.5854785],[126.91753662,37.58574409],[126.91720147,37.58606771],[126.91695243,37.58643692],[126.91679907,37.58683753],[126.91674729,37.58725416],[126.91679907,37.58767078],[126.91695243,37.58807139],[126.91720147,37.58844059],[126.91753662,37.5887642],[126.917945,37.58902978],[126.91841092,37.58922712],[126.91891648,37.58934864],[126.91944223,37.58938967],[126.91996799,37.58934864],[126.92047355,37.58922712],[126.92093947,37.58902978],[126.92134785,37.5887642],[126.921683,37.58844059],[126.92193204,37.58807139],[126.9220854,37.58767078],[126.92213718,37.58725416]]]}"
2017,스쿨존,구로구,서울특별시 구로구 구로동(신구로초교 부근),2,2,0,0,1,1,0.4,11530001,"{""type"":""Polygon"",""coordinates"":[[[126.89283315,37.49924066],[126.89278137,37.49882354],[126.89262801,37.49842245],[126.89237897,37.49805281],[126.89204382,37.4977288],[126.89163543,37.4974629],[126.89116951,37.49726532],[126.89066396,37.49714365],[126.8901382,37.49710256],[126.88961244,37.49714365],[126.88910689,37.49726532],[126.88864097,37.4974629],[126.88823259,37.4977288],[126.88789744,37.49805281],[126.8876484,37.49842245],[126.88749504,37.49882354],[126.88744326,37.49924066],[126.88749504,37.49965778],[126.8876484,37.50005886],[126.88789744,37.5004285],[126.88823259,37.50075249],[126.88864097,37.50101838],[126.88910689,37.50121595],[126.88961244,37.50133762],[126.8901382,37.5013787],[126.89066396,37.50133762],[126.89116951,37.50121595],[126.89163543,37.50101838],[126.89204382,37.50075249],[126.89237897,37.5004285],[126.89262801,37.50005886],[126.89278137,37.49965778],[126.89283315,37.49924066]]]}"
2017,스쿨존,동작구,서울특별시 동작구 흑석동(중대부속초교 부근),3,3,0,2,1,0,0.72,11590001,"{""type"":""Polygon"",""coordinates"":[[[126.96435952,37.50688296],[126.96430774,37.50646589],[126.96415438,37.50606484],[126.96390534,37.50569523],[126.96357019,37.50537126],[126.96316181,37.50510539],[126.96269589,37.50490782],[126.96219033,37.50478617],[126.96166458,37.50474509],[126.96113882,37.50478617],[126.96063327,37.50490782],[126.96016734,37.50510539],[126.95975896,37.50537126],[126.95942381,37.50569523],[126.95917477,37.50606484],[126.95902141,37.50646589],[126.95896963,37.50688296],[126.95902141,37.50730004],[126.95917477,37.50770108],[126.95942381,37.50807068],[126.95975896,37.50839463],[126.96016734,37.5086605],[126.96063327,37.50885805],[126.96113882,37.5089797],[126.96166458,37.50902078],[126.96219033,37.5089797],[126.96269589,37.50885805],[126.96316181,37.5086605],[126.96357019,37.50839463],[126.96390534,37.50807068],[126.96415438,37.50770108],[126.96430774,37.50730004],[126.96435952,37.50688296]]]}"
2017,스쿨존,관악구,서울특별시 관악구 신림동(애동유치원 부근),1,1,1,0,0,0,0.28,11620001,"{""type"":""Polygon"",""coordinates"":[[[126.9231646,37.47394854],[126.92311282,37.47353128],[126.92295946,37.47313006],[126.92271042,37.47276028],[126.92237527,37.47243617],[126.92196689,37.47217018],[126.92150097,37.47197253],[126.92099542,37.47185082],[126.92046966,37.47180972],[126.9199439,37.47185082],[126.91943835,37.47197253],[126.91897243,37.47217018],[126.91856404,37.47243617],[126.91822889,37.47276028],[126.91797985,37.47313006],[126.9178265,37.47353128],[126.91777471,37.47394854],[126.9178265,37.4743658],[126.91797985,37.47476702],[126.91822889,37.47513678],[126.91856404,37.47546088],[126.91897243,37.47572686],[126.91943835,37.4759245],[126.9199439,37.4760462],[126.92046966,37.4760873],[126.92099542,37.4760462],[126.92150097,37.4759245],[126.92196689,37.47572686],[126.92237527,37.47546088],[126.92271042,37.47513678],[126.92295946,37.47476702],[126.92311282,37.4743658],[126.9231646,37.47394854]]]}"
2017,스쿨존,관악구,서울특별시 관악구 봉천동(원당초교 부근),1,1,1,0,0,0,0.28,11620002,"{""type"":""Polygon"",""coordinates"":[[[126.95992715,37.48041785],[126.95987536,37.48000063],[126.959722,37.47959943],[126.95947297,37.47922969],[126.95913781,37.47890561],[126.95872943,37.47863964],[126.95826351,37.47844201],[126.95775796,37.47832031],[126.9572322,37.47827921],[126.95670644,37.47832031],[126.95620089,37.47844201],[126.95573497,37.47863964],[126.95532659,37.47890561],[126.95499143,37.47922969],[126.95474239,37.47959943],[126.95458904,37.48000063],[126.95453725,37.48041785],[126.95458904,37.48083507],[126.95474239,37.48123625],[126.95499143,37.48160598],[126.95532659,37.48193005],[126.95573497,37.48219601],[126.95620089,37.48239363],[126.95670644,37.48251533],[126.9572322,37.48255642],[126.95775796,37.48251533],[126.95826351,37.48239363],[126.95872943,37.48219601],[126.95913781,37.48193005],[126.95947297,37.48160598],[126.959722,37.48123625],[126.95987536,37.48083507],[126.95992715,37.48041785]]]}"
2017,스쿨존,강동구,서울특별시 강동구 길동(길동초교 부근),2,2,0,1,1,0,0.45,11740001,"{""type"":""Polygon"",""coordinates"":[[[127.1472009,37.53853829],[127.14714912,37.53812139],[127.14699576,37.53772051],[127.14674672,37.53735106],[127.14641157,37.53702723],[127.14600318,37.53676147],[127.14553726,37.53656399],[127.14503171,37.53644238],[127.14450595,37.53640132],[127.14398019,37.53644238],[127.14347464,37.53656399],[127.14300872,37.53676147],[127.14260034,37.53702723],[127.14226519,37.53735106],[127.14201615,37.53772051],[127.14186279,37.53812139],[127.14181101,37.53853829],[127.14186279,37.53895519],[127.14201615,37.53935606],[127.14226519,37.5397255],[127.14260034,37.54004932],[127.14300872,37.54031507],[127.14347464,37.54051254],[127.14398019,37.54063414],[127.14450595,37.5406752],[127.14503171,37.54063414],[127.14553726,37.54051254],[127.14600318,37.54031507],[127.14641157,37.54004932],[127.14674672,37.5397255],[127.14699576,37.53935606],[127.14714912,37.53895519],[127.1472009,37.53853829]]]}"
